captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.32355.first,candidates.32355.last,candidates.32355.party,candidates.32355.incumbent,candidates.32355.candidateID,candidates.32355.polID,candidates.32355.ballotOrder,candidates.32355.polNum,candidates.32355.electWon,candidates.34797.first,candidates.34797.last,candidates.34797.abbrv,candidates.34797.party,candidates.34797.candidateID,candidates.34797.polID,candidates.34797.ballotOrder,candidates.34797.polNum,candidates.34797.electWon,candidates.32355.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,MN-20221108_Eday62,24,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 6,6,347016,99,0,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,MN-20221108_Eday80,24,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 6,6,347052,99,0,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,347052,99,0,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,347052,99,488,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,347052,99,1220,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,347052,99,11797,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,347052,99,112429,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,,
1667967592,2022-11-08 22:19:52 -0600,bb461283809479aaf92a1a30cba63636f0c85695,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,336635,99,118137,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,,
1667968406,2022-11-08 22:33:26 -0600,9894c9990b429281fa1911dc561355d202f43cc4,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,336745,99,162288,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,,
1667969292,2022-11-08 22:48:12 -0600,27c0128769cb9950dd2d2f7b010376c6821eb8bd,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,320722,99,190509,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,,
1667970114,2022-11-08 23:01:54 -0600,68b6dbb0ab0b313af53b82f98636ce9a824bdc54,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,319475,99,251461,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,2022-11-09T04:56:24.033Z,
1667970856,2022-11-08 23:14:16 -0600,ff06f2de4e569cd29ca92d25039a935917deb88f,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,319475,99,290952,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,2022-11-09T04:56:24.033Z,
1667970899,2022-11-08 23:14:59 -0600,ca5b649b3885623b3ef37439107a0fa8db2d1846,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,319475,99,251461,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,2022-11-09T04:56:24.033Z,
1667970944,2022-11-08 23:15:44 -0600,ade12abccb70834d17788a299f1a5de3ad7d230d,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,319475,99,290952,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,2022-11-09T04:56:24.033Z,
1667971742,2022-11-08 23:29:02 -0600,928d948d0f0c53b13f9f2ca578d94ee9e3764e1c,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,312207,99,291672,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,2022-11-09T04:56:24.033Z,
1667972541,2022-11-08 23:42:21 -0600,d38f954f3e6be3d250d58a04e08655875ea7700c,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,312207,99,303711,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,2022-11-09T04:56:24.033Z,
1667973292,2022-11-08 23:54:52 -0600,f4e2e76b95b1963799e86b607fe710743960389e,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,317920,99,307216,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,2022-11-09T04:56:24.033Z,
1667974141,2022-11-09 00:09:01 -0600,6ac032f537e1cf474dd6798112535df8c4f1f419,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,317753,99,307216,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,2022-11-09T04:56:24.033Z,
1667979926,2022-11-09 01:45:26 -0600,9b0489556f79fd338933dc887f608460bae29ac3,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,317753,99,310738,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,2022-11-09T04:56:24.033Z,
1667980840,2022-11-09 02:00:40 -0600,5418f1636d7484673d071c25f7efde6e91377caa,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,317753,99,315548,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,2022-11-09T04:56:24.033Z,
1667981644,2022-11-09 02:14:04 -0600,795b577eaa6c2f9211213427433f95db1d9ee856,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,320041,99,315548,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,2022-11-09T04:56:24.033Z,
1667981683,2022-11-09 02:14:43 -0600,d173eee0ef4c7ccaabca12671861bcb345cf2884,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,317753,99,315548,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,2022-11-09T04:56:24.033Z,
1667981723,2022-11-09 02:15:23 -0600,ed0d693023b7325c0034a40bd5e527fb691b30d5,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,320041,99,315548,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,2022-11-09T04:56:24.033Z,
1667981765,2022-11-09 02:16:05 -0600,737a3c50fdb927ba12862e09b821f52e102aeb12,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,317753,99,315548,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,2022-11-09T04:56:24.033Z,
1667981845,2022-11-09 02:17:25 -0600,7e68193d40ccd008289f64ac07d8a8176d00c571,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,320041,99,315548,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,2022-11-09T04:56:24.033Z,
1667981884,2022-11-09 02:18:04 -0600,1d01d3e7b1a7d975fd5163dbde647aabc94b3598,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,317753,99,315548,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,2022-11-09T04:56:24.033Z,
1667981923,2022-11-09 02:18:43 -0600,72d70ddd6acecdb673c79e8b3e57763fb964c22c,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,320041,99,315548,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,2022-11-09T04:56:24.033Z,
1667981963,2022-11-09 02:19:23 -0600,27628ad8c215439f4566e17bc920c9c4e5beb919,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,317753,99,315548,444889,True,20221108MN24022,2022-11-08,MN,32355,Tom,Emmer,GOP,True,32355,60721,1,26766,0,Jeanne,Hendricks,Hendrcks,Dem,34797,71242,2,29373,0,2022-11-09T04:56:24.033Z,
