captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,candidates.5.candidateID,candidates.5.voteCount,candidates.5.votePct,candidates.6.candidateID,candidates.6.voteCount,candidates.6.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108NJ31215,live,0.0,NJ,New Jersey,31,1,2022-11-09T00:00:00.000Z,state,0,2022-11-07T03:18:47.663Z,0,446,0.0,40005,0,0.0,40006,0,0.0,40008,0,0.0,39970,0,0.0,39971,0,0.0,40007,0,0.0,40009,0,0.0,254901,99,0,838860,0,0,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108NJ31215,live,0.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T19:53:37.104Z,0,446,0.0,40005,0,0.0,40006,0,0.0,40008,0,0.0,39970,0,0.0,39971,0,0.0,40007,0,0.0,40009,0,0.0,144340,99,0,838860,0,0,,,
1667946382,2022-11-08 22:26:22 +0000,73f2c650f342d3057cfca8879805e19e5c627823,20221108NJ31215,live,0.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T22:24:00.100Z,0,446,0.0,40005,0,0.0,40006,0,0.0,40008,0,0.0,39970,0,0.0,39971,0,0.0,40007,0,0.0,40009,0,0.0,144340,99,0,838860,0,0,,,
1667954620,2022-11-09 00:43:40 +0000,390deeca213dc77033625c9727e9139ac530f13c,20221108NJ31215,live,0.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T00:39:59.160Z,0,446,0.0,40005,0,0.0,40006,0,0.0,40008,0,0.0,39970,0,0.0,39971,0,0.0,40007,0,0.0,40009,0,0.0,144340,90,0,838860,0,0,,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,20221108NJ31215,live,0.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:00:33.303Z,0,446,0.0,40005,0,0.0,40006,0,0.0,40008,0,0.0,39970,0,0.0,39971,0,0.0,40007,0,0.0,40009,0,0.0,144340,90,0,838860,0,0,,,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,20221108NJ31215,live,0.39,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:15:33.796Z,0,446,0.0,39971,412,72.66,39970,142,25.04,40006,4,0.71,40008,4,0.71,40007,3,0.53,40005,1,0.18,40009,1,0.18,144340,90,567,838860,0,2,0.0,,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,20221108NJ31215,live,13.88,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:21:31.436Z,0,446,0.0,39971,16566,82.71,39970,2725,13.61,40008,297,1.48,40007,171,0.85,40006,139,0.69,40005,79,0.39,40009,52,0.26,144340,90,20029,838860,0,62,0.0,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,20221108NJ31215,live,14.63,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:25:07.718Z,0,446,0.0,39971,17483,82.78,39970,2847,13.48,40008,316,1.5,40007,178,0.84,40006,142,0.67,40005,99,0.47,40009,55,0.26,144340,90,21120,838860,0,65,0.0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,20221108NJ31215,live,15.32,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:54:31.947Z,0,446,0.0,39971,18222,82.41,39970,3061,13.84,40008,334,1.51,40007,184,0.83,40006,153,0.69,40005,100,0.45,40009,58,0.26,144340,90,22112,838860,0,68,0.0,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,20221108NJ31215,live,15.99,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:07:34.382Z,3,446,0.67,39971,19015,82.38,39970,3215,13.93,40008,343,1.49,40007,185,0.8,40006,164,0.71,40005,102,0.44,40009,59,0.26,144340,90,23083,838860,3,71,0.0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,20221108NJ31215,live,17.26,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:15:36.855Z,3,446,0.67,39971,20421,81.98,39970,3550,14.25,40008,373,1.5,40007,202,0.81,40006,183,0.73,40005,114,0.46,40009,67,0.27,144340,90,24910,838860,3,77,0.0,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,20221108NJ31215,live,17.93,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:24:55.004Z,0,446,0.0,39971,21214,81.98,39970,3702,14.31,40008,379,1.46,40007,206,0.8,40006,188,0.73,40005,120,0.46,40009,67,0.26,144340,90,25876,838860,0,80,0.0,X,2022-11-09T02:24:54.770Z
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,20221108NJ31215,live,17.93,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:26:54.063Z,0,446,0.0,39971,21214,81.98,39970,3702,14.31,40008,379,1.46,40007,206,0.8,40006,188,0.73,40005,120,0.46,40009,67,0.26,144340,90,25876,838860,0,80,0.0,X,2022-11-09T02:24:54.770Z
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,20221108NJ31215,live,21.01,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:27:35.781Z,0,446,0.0,39971,24366,80.36,39970,4840,15.96,40008,437,1.44,40007,238,0.78,40006,229,0.76,40005,133,0.44,40009,78,0.26,144340,90,30321,838860,0,94,0.0,X,2022-11-09T02:24:54.770Z
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,20221108NJ31215,live,23.79,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:36:34.803Z,0,446,0.0,39971,27250,79.37,39970,5849,17.04,40008,469,1.37,40007,270,0.79,40006,264,0.77,40005,139,0.4,40009,92,0.27,144340,90,34333,838860,0,106,0.0,X,2022-11-09T02:24:54.770Z
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,20221108NJ31215,live,23.79,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:42:48.059Z,0,446,0.0,39971,27250,79.37,39970,5849,17.04,40008,469,1.37,40007,270,0.79,40006,264,0.77,40005,139,0.4,40009,92,0.27,144340,90,34333,838860,0,106,0.0,X,2022-11-09T02:24:54.770Z
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,20221108NJ31215,live,35.6,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:50:34.165Z,0,446,0.0,39971,38792,75.48,39970,10954,21.31,40008,578,1.12,40006,390,0.76,40007,348,0.68,40005,200,0.39,40009,130,0.25,144340,90,51392,838860,0,159,0.0,X,2022-11-09T02:24:54.770Z
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,20221108NJ31215,live,35.6,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:57:35.622Z,40,446,8.97,39971,38792,75.48,39970,10954,21.31,40008,578,1.12,40006,390,0.76,40007,348,0.68,40005,200,0.39,40009,130,0.25,144340,90,51392,838860,40,159,0.0,X,2022-11-09T02:24:54.770Z
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,20221108NJ31215,live,50.28,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:03:37.346Z,0,446,0.0,39971,52662,72.56,39970,17667,24.34,40008,724,1.0,40006,536,0.74,40007,492,0.68,40005,313,0.43,40009,185,0.25,144340,90,72579,838860,0,224,0.0,X,2022-11-09T02:24:54.770Z
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,20221108NJ31215,live,50.28,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:11:37.893Z,56,446,12.56,39971,52662,72.56,39970,17667,24.34,40008,724,1.0,40006,536,0.74,40007,492,0.68,40005,313,0.43,40009,185,0.25,144340,90,72579,838860,56,224,0.0,X,2022-11-09T02:24:54.770Z
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,20221108NJ31215,live,50.28,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:15:33.200Z,0,446,0.0,39971,52662,72.56,39970,17667,24.34,40008,724,1.0,40006,536,0.74,40007,492,0.68,40005,313,0.43,40009,185,0.25,144340,90,72579,838860,0,224,0.0,X,2022-11-09T02:24:54.770Z
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,20221108NJ31215,live,51.38,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:21:33.324Z,0,446,0.0,39971,53858,72.62,39970,18003,24.27,40008,737,0.99,40006,549,0.74,40007,510,0.69,40005,317,0.43,40009,190,0.26,144340,90,74164,838860,0,229,0.0,X,2022-11-09T02:24:54.770Z
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,20221108NJ31215,live,51.38,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:42:39.145Z,0,446,0.0,39971,53858,72.62,39970,18003,24.27,40008,737,0.99,40006,549,0.74,40007,510,0.69,40005,317,0.43,40009,190,0.26,144340,90,74164,838860,0,229,0.0,X,2022-11-09T02:24:54.770Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,20221108NJ31215,live,52.79,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:54:34.106Z,0,446,0.0,39971,55398,72.71,39970,18447,24.21,40008,756,0.99,40006,554,0.73,40007,518,0.68,40005,324,0.43,40009,196,0.26,144340,90,76193,838860,0,235,0.0,X,2022-11-09T02:24:54.770Z
1667969116,2022-11-08 22:45:16 -0600,79682069eac6cae3840febac265b40363b9c51ff,20221108NJ31215,live,52.79,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:44:26.632Z,0,446,0.0,39971,55398,72.71,39970,18447,24.21,40008,756,0.99,40006,554,0.73,40007,518,0.68,40005,324,0.43,40009,196,0.26,144340,90,76193,838860,0,235,0.0,X,2022-11-09T02:24:54.770Z
1667969160,2022-11-08 22:46:00 -0600,702f27aec8e9117aaf59a55a71ae69d9a7aed7a6,20221108NJ31215,live,52.79,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:45:20.771Z,60,446,13.45,39971,55398,72.71,39970,18447,24.21,40008,756,0.99,40006,554,0.73,40007,518,0.68,40005,324,0.43,40009,196,0.26,144340,90,76193,838860,60,235,0.0,X,2022-11-09T02:24:54.770Z
1667971032,2022-11-08 23:17:12 -0600,84fafb476f7846131500489058ff24997434ed54,20221108NJ31215,live,52.79,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T05:13:47.396Z,60,446,13.45,39971,55398,72.71,39970,18447,24.21,40008,756,0.99,40006,554,0.73,40007,518,0.68,40005,324,0.43,40009,196,0.26,144340,90,76193,838860,60,235,0.0,X,2022-11-09T02:24:54.770Z
1667972364,2022-11-08 23:39:24 -0600,bfe9cb466aa6b65574c16effa903cd993efd4fe0,20221108NJ31215,live,52.79,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T05:38:24.773Z,60,446,13.45,39971,55398,72.71,39970,18447,24.21,40008,756,0.99,40006,554,0.73,40007,518,0.68,40005,324,0.43,40009,196,0.26,144340,90,76193,838860,60,235,0.0,X,2022-11-09T02:24:54.770Z
1667972986,2022-11-08 23:49:46 -0600,8b5a6bad408154143d5639ac38f52891382240a4,20221108NJ31215,live,52.79,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T05:48:58.256Z,60,446,13.45,39971,55398,72.71,39970,18447,24.21,40008,756,0.99,40006,554,0.73,40007,518,0.68,40005,324,0.43,40009,196,0.26,144340,90,76193,838860,60,235,0.0,X,2022-11-09T02:24:54.770Z
1667973160,2022-11-08 23:52:40 -0600,a8c30e49fdf2578eef8c8f50f6106d095bb0fc07,20221108NJ31215,live,52.79,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T05:52:07.880Z,60,446,13.45,39971,55398,72.71,39970,18447,24.21,40008,756,0.99,40006,554,0.73,40007,518,0.68,40005,324,0.43,40009,196,0.26,144340,90,76193,838860,60,235,0.0,X,2022-11-09T02:24:54.770Z
1667973248,2022-11-08 23:54:08 -0600,fb954f3a0e354e923f1bd778e51927737d2c1332,20221108NJ31215,live,52.79,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T05:52:51.467Z,60,446,13.45,39971,55398,72.71,39970,18447,24.21,40008,756,0.99,40006,554,0.73,40007,518,0.68,40005,324,0.43,40009,196,0.26,144340,90,76193,838860,60,235,0.0,X,2022-11-09T02:24:54.770Z
1667973555,2022-11-08 23:59:15 -0600,574ef20eb007a0ff55ecd54e4003b61f517e06b5,20221108NJ31215,live,58.62,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T05:58:09.233Z,60,446,13.45,39971,55398,72.71,39970,18447,24.21,40008,756,0.99,40006,554,0.73,40007,518,0.68,40005,324,0.43,40009,196,0.26,129976,90,76193,838860,60,261,0.0,X,2022-11-09T02:24:54.770Z
1667974357,2022-11-09 00:12:37 -0600,f3a34debf9bc3f3d09633b4380781add88e0174a,20221108NJ31215,live,58.9,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T06:12:10.884Z,60,446,13.45,39971,55398,72.71,39970,18447,24.21,40008,756,0.99,40006,554,0.73,40007,518,0.68,40005,324,0.43,40009,196,0.26,129354,95,76193,838860,60,263,0.0,X,2022-11-09T02:24:54.770Z
1667975692,2022-11-09 00:34:52 -0600,da1c62563fe966a79ac256315975a76cf151abd0,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T06:34:04.734Z,60,446,13.45,39971,55398,72.71,39970,18447,24.21,40008,756,0.99,40006,554,0.73,40007,518,0.68,40005,324,0.43,40009,196,0.26,80203,95,76193,838860,60,424,0.0,X,2022-11-09T02:24:54.770Z
1668014224,2022-11-09 11:17:04 -0600,dc1fee1a1c7c910eae4bf2d164f09f508e17eae5,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T17:16:01.848Z,60,446,13.45,39971,55398,72.71,39970,18447,24.21,40008,756,0.99,40006,554,0.73,40007,518,0.68,40005,324,0.43,40009,196,0.26,80203,95,76193,838860,60,424,0.0,X,2022-11-09T02:24:54.770Z
1668017961,2022-11-09 12:19:21 -0600,68ccc01fe598d71852b4d6c9d568579da1559216,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T18:18:36.777Z,60,446,13.45,39971,69715,73.07,39970,22925,24.03,40008,874,0.92,40006,692,0.73,40007,618,0.65,40005,364,0.38,40009,219,0.23,80203,95,95407,838860,60,424,0.0,X,2022-11-09T02:24:54.770Z
1668018341,2022-11-09 12:25:41 -0600,b56d245c33e708c17fef45737243740ad771695a,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T18:24:33.682Z,60,446,13.45,39971,69715,73.07,39970,22925,24.03,40008,874,0.92,40006,692,0.73,40007,618,0.65,40005,364,0.38,40009,219,0.23,100429,95,95407,838860,60,424,0.0,X,2022-11-09T02:24:54.770Z
1668025644,2022-11-09 14:27:24 -0600,8b921254990b6df7c2cda2ad178eaeaea9e04e53,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T20:26:35.412Z,60,446,13.45,39971,72684,73.21,39970,23678,23.85,40008,944,0.95,40006,714,0.72,40007,659,0.66,40005,374,0.38,40009,229,0.23,100429,95,99282,838860,60,424,0.0,X,2022-11-09T02:24:54.770Z
1668042346,2022-11-09 19:05:46 -0600,1149b74bae4ca27dbe42975d036cda81f6fa7ae2,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T01:05:12.081Z,60,446,13.45,39971,72684,73.21,39970,23678,23.85,40008,944,0.95,40006,714,0.72,40007,659,0.66,40005,374,0.38,40009,229,0.23,100429,95,99282,838860,60,424,0.0,X,2022-11-09T02:24:54.770Z
1668042636,2022-11-09 19:10:36 -0600,ffbebd93214d9e7ddfa79064cca6692212e8bb88,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T01:07:14.780Z,115,446,25.78,39971,72684,73.21,39970,23678,23.85,40008,944,0.95,40006,714,0.72,40007,659,0.66,40005,374,0.38,40009,229,0.23,100429,95,99282,838860,115,424,0.0,X,2022-11-09T02:24:54.770Z
