captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,candidates.5.candidateID,candidates.5.voteCount,candidates.5.votePct,candidates.6.candidateID,candidates.6.voteCount,candidates.6.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt
1668042803,2022-11-09 19:13:23 -0600,be00e9dd455824427f1d8d961d5e948c31b74514,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T01:12:28.105Z,115,446,25.78,39971,72684,73.21,39970,23678,23.85,40008,944,0.95,40006,714,0.72,40007,659,0.66,40005,374,0.38,40009,229,0.23,100429,95,99282,838860,115,424,0.0,X,2022-11-09T02:24:54.770Z
1668042887,2022-11-09 19:14:47 -0600,d1e703cb6904b10b82ba124e2000c0fcde7ed731,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T01:14:01.383Z,441,446,98.88,39971,72684,73.21,39970,23678,23.85,40008,944,0.95,40006,714,0.72,40007,659,0.66,40005,374,0.38,40009,229,0.23,100429,95,99282,838860,441,424,0.0,X,2022-11-09T02:24:54.770Z
1668052412,2022-11-09 21:53:32 -0600,1a31a17191e4856dfcf920225465400700950540,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T03:51:20.302Z,441,446,98.88,39971,72684,73.21,39970,23678,23.85,40008,944,0.95,40006,714,0.72,40007,659,0.66,40005,374,0.38,40009,229,0.23,100429,95,99282,838860,441,424,0.0,X,2022-11-09T02:24:54.770Z
1668090546,2022-11-10 08:29:06 -0600,cfc867798476f97e3fd40559dd470a91652a0416,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T14:27:33.024Z,441,446,98.88,39971,72684,73.21,39970,23678,23.85,40008,944,0.95,40006,714,0.72,40007,659,0.66,40005,374,0.38,40009,229,0.23,100429,95,99282,838860,441,424,0.0,X,2022-11-09T02:24:54.770Z
1668091934,2022-11-10 08:52:14 -0600,eb3603ad014708163455df96e12fcfe1256ac59d,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T14:50:23.908Z,443,446,99.33,39971,72880,73.16,39970,23811,23.9,40008,945,0.95,40006,714,0.72,40007,661,0.66,40005,376,0.38,40009,230,0.23,100429,95,99617,838860,443,424,0.0,X,2022-11-09T02:24:54.770Z
1668101117,2022-11-10 11:25:17 -0600,8149734f5fdf0b42a8934f2c0184ff5b2ef374ee,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T17:24:38.302Z,443,446,99.33,39971,72880,73.16,39970,23811,23.9,40008,945,0.95,40006,714,0.72,40007,661,0.66,40005,376,0.38,40009,230,0.23,100429,95,99617,838860,443,424,0.0,X,2022-11-09T02:24:54.770Z
1668113909,2022-11-10 14:58:29 -0600,390e5f89ae448b2cbe422cf09f60135a85086de3,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T20:57:37.176Z,443,446,99.33,39971,72880,73.16,39970,23811,23.9,40008,945,0.95,40006,714,0.72,40007,661,0.66,40005,376,0.38,40009,230,0.23,100429,95,99617,838860,443,424,0.0,X,2022-11-09T02:24:54.770Z
1668115844,2022-11-10 15:30:44 -0600,9a680c036e03d601a407f691a46948837f49d378,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T21:30:10.760Z,443,446,99.33,39971,73417,73.22,39970,23890,23.83,40008,954,0.95,40006,725,0.72,40007,666,0.66,40005,379,0.38,40009,232,0.23,100429,95,100263,838860,443,424,0.0,X,2022-11-09T02:24:54.770Z
1668116437,2022-11-10 15:40:37 -0600,3a0a93b9d42da41c5b165d73e5440b82b8114410,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T21:39:36.846Z,443,446,99.33,39971,73417,73.22,39970,23890,23.83,40008,954,0.95,40006,725,0.72,40007,666,0.66,40005,379,0.38,40009,232,0.23,100429,95,100263,838860,443,424,0.0,X,2022-11-09T02:24:54.770Z
1668193701,2022-11-11 13:08:21 -0600,051d1d2df0c659150e331fa5b2ce346de89ade42,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-11T19:07:34.374Z,443,446,99.33,39971,73417,73.22,39970,23890,23.83,40008,954,0.95,40006,725,0.72,40007,666,0.66,40005,379,0.38,40009,232,0.23,100429,95,100263,838860,443,424,0.0,X,2022-11-09T02:24:54.770Z
1668193785,2022-11-11 13:09:45 -0600,90092f0505d48aa69375bb114d400ed6fea4d698,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-11T19:08:35.642Z,443,446,99.33,39971,73417,73.22,39970,23890,23.83,40008,954,0.95,40006,725,0.72,40007,666,0.66,40005,379,0.38,40009,232,0.23,100429,95,100263,838860,443,424,0.0,X,2022-11-09T02:24:54.770Z
1668195285,2022-11-11 13:34:45 -0600,d213e734d509612f7edea8b1e79b54e2b93216f7,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-11T19:33:36.122Z,443,446,99.33,39971,73502,73.23,39970,23903,23.82,40008,955,0.95,40006,727,0.72,40007,667,0.66,40005,379,0.38,40009,232,0.23,100429,95,100365,838860,443,424,0.0,X,2022-11-09T02:24:54.770Z
1668195451,2022-11-11 13:37:31 -0600,36d6ae0edcc934a85068caf7d86e336f85b4ca22,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-11T19:36:15.477Z,443,446,99.33,39971,73765,73.26,39970,23960,23.8,40008,958,0.95,40006,728,0.72,40007,668,0.66,40005,381,0.38,40009,233,0.23,100429,95,100693,838860,443,424,0.0,X,2022-11-09T02:24:54.770Z
1668196584,2022-11-11 13:56:24 -0600,b09c91814167435e0646d524f61bb1c2c9af7f99,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-11T19:55:42.847Z,443,446,99.33,39971,73765,73.26,39970,23960,23.8,40008,958,0.95,40006,728,0.72,40007,668,0.66,40005,381,0.38,40009,233,0.23,105885,95,100693,838860,443,424,0.0,X,2022-11-09T02:24:54.770Z
1668546645,2022-11-15 15:10:45 -0600,cc07d9f51932542d372922aea853252d994c4dfd,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-15T21:10:30.983Z,443,446,99.33,39971,73765,73.26,39970,23960,23.8,40008,958,0.95,40006,728,0.72,40007,668,0.66,40005,381,0.38,40009,233,0.23,105885,95,100693,838860,443,424,0.0,X,2022-11-09T02:24:54.770Z
1668549012,2022-11-15 15:50:12 -0600,57590cda323660237c9479736b6afba01efd3b62,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-15T21:49:46.864Z,443,446,99.33,39971,74049,73.24,39970,24073,23.81,40008,958,0.95,40006,731,0.72,40007,671,0.66,40005,383,0.38,40009,234,0.23,105885,95,101099,838860,443,424,0.0,X,2022-11-09T02:24:54.770Z
1668616052,2022-11-16 10:27:32 -0600,0c1469fb5662584a57effd561d8159e5e460219c,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-16T16:27:06.245Z,443,446,99.33,39971,74049,73.24,39970,24073,23.81,40008,958,0.95,40006,731,0.72,40007,671,0.66,40005,383,0.38,40009,234,0.23,106312,95,101099,838860,443,424,0.0,X,2022-11-09T02:24:54.770Z
1668618295,2022-11-16 11:04:55 -0600,e486287701e3849f3f2220d15d1d904d560d36ae,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-16T17:04:31.319Z,443,446,99.33,39971,74049,73.24,39970,24073,23.81,40008,958,0.95,40006,731,0.72,40007,671,0.66,40005,383,0.38,40009,234,0.23,106312,95,101099,838860,443,424,0.0,X,2022-11-09T02:24:54.770Z
1668638151,2022-11-16 16:35:51 -0600,b91b866b9be7b10d88dd347c89ea6f5851858118,20221108NJ31215,live,95.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-16T22:35:33.066Z,443,446,99.33,39971,74049,73.24,39970,24073,23.81,40008,958,0.95,40006,731,0.72,40007,671,0.66,40005,383,0.38,40009,234,0.23,106312,95,101099,838860,443,424,0.0,X,2022-11-09T02:24:54.770Z
