captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,officeID,officeName,description,national,state,keyRace,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.25384.last,candidates.25384.party,candidates.25384.candidateID,candidates.25384.ballotOrder,candidates.25384.polID,candidates.25384.polNum,candidates.25384.electWon,candidates.25385.last,candidates.25385.party,candidates.25385.candidateID,candidates.25385.ballotOrder,candidates.25385.polID,candidates.25385.polNum,candidates.25385.electWon,raceCallStatus,candidates.25385.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA-20221108_Eday80,19,Ballot Issue,G,Awaiting Poll Close,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1700000,99,0,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,,,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,LA-20221108_Eday80,19,Ballot Issue,G,Polls Closed/Waiting First Report,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1700000,99,0,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1700000,99,120343,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1700000,99,157589,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1700000,99,155514,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1700000,99,157589,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,,,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1700000,99,413430,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,,,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1700000,99,697446,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1700000,99,855603,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1700000,99,976411,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1485945,99,1055021,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1370157,99,1055021,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,,,
1667968406,2022-11-08 22:33:26 -0600,9894c9990b429281fa1911dc561355d202f43cc4,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1370157,99,1205465,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,Called,2022-11-09T04:24:46.809Z,
1667969248,2022-11-08 22:47:28 -0600,22d8758416ee8e5b986d6c680c79fc8b3c4bdaaf,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1293454,99,1241716,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,Called,2022-11-09T04:24:46.809Z,
1667970114,2022-11-08 23:01:54 -0600,68b6dbb0ab0b313af53b82f98636ce9a824bdc54,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1293454,99,1245581,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,Called,2022-11-09T04:24:46.809Z,
1667970156,2022-11-08 23:02:36 -0600,84ea53799ae0036a04ac85127e62d719394c963e,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1293454,99,1241716,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,Called,2022-11-09T04:24:46.809Z,
1667970199,2022-11-08 23:03:19 -0600,f4db6dd16c878356c43dd19f6d680eb5acf90d34,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1293454,99,1245581,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,Called,2022-11-09T04:24:46.809Z,
1667970944,2022-11-08 23:15:44 -0600,ade12abccb70834d17788a299f1a5de3ad7d230d,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1293454,99,1245812,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,Called,2022-11-09T04:24:46.809Z,
1667971839,2022-11-08 23:30:39 -0600,3cda52854e51a6576b7495d3201be6e474dda96c,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1293454,99,1258210,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,Called,2022-11-09T04:24:46.809Z,
1667972634,2022-11-08 23:43:54 -0600,3031aa1b4c4f867ee3a729dc96e8d9a1d63eee32,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1283888,99,1258210,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,Called,2022-11-09T04:24:46.809Z,
1667973424,2022-11-08 23:57:04 -0600,af3468c86121e4f756caa76aafa8fe74e6306883,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1283888,99,1260472,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,Called,2022-11-09T04:24:46.809Z,
1667973737,2022-11-09 00:02:17 -0600,f7940d04f83247dd0cbf585d2d4f25b8c66e477d,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1283888,99,1261184,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,Called,2022-11-09T04:24:46.809Z,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1273923,99,1261184,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,Called,2022-11-09T04:24:46.809Z,
1667977077,2022-11-09 00:57:57 -0600,e96cea5b95acdc4d7cb935c4ee20e3275e516aa1,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1273923,99,1298457,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,Called,2022-11-09T04:24:46.809Z,
1667978582,2022-11-09 01:23:02 -0600,6fbbff39de224458e6936cb861e2ada647e487bb,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1311573,99,1298457,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,Called,2022-11-09T04:24:46.809Z,
1668165180,2022-11-11 05:13:00 -0600,96a9f8beb4ce7aa41d5fce8cfdc92b50f682b42d,LA-20221108_Eday80,19,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1311573,99,1298863,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,Called,2022-11-09T04:24:46.809Z,
1668251251,2022-11-12 05:07:31 -0600,760e1b13a53ae647224b24ad15da68ec57057c5c,LA-20221108_Eday80,19,Ballot Issue,G,Tabulation Paused,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1311573,99,1298958,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,Called,2022-11-09T04:24:46.809Z,
1668596578,2022-11-16 05:02:58 -0600,1c53580951582eac68b66016e2e98a895c26387d,LA-20221108_Eday80,19,Ballot Issue,G,Gathering Certified Results,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1311573,99,1299639,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,Called,2022-11-09T04:24:46.809Z,
1669237140,2022-11-23 14:59:00 -0600,4c9badfa3e1bd624ac6aa14b6e66e62fb1c85f28,LA-20221108_Eday80,19,Ballot Issue,G,Gathering Certified Results,I,Constitutional Amendment,Ban as crime punishment,True,True,True,7 - Remove Slavery Exception,7,1299639,100,1299639,3010596,True,20221108LA20569,2022-11-08,LA,Yes,Yes,25384,1,2,19049,0,No,No,25385,2,3,19066,0,Called,2022-11-09T04:24:46.809Z,False
