captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.55700.first,candidates.55700.last,candidates.55700.incumbent,candidates.55700.party,candidates.55700.candidateID,candidates.55700.ballotOrder,candidates.55700.polID,candidates.55700.polNum,candidates.55700.electWon,candidates.56204.first,candidates.56204.last,candidates.56204.party,candidates.56204.candidateID,candidates.56204.ballotOrder,candidates.56204.polID,candidates.56204.polNum,candidates.56204.electWon,candidates.56206.first,candidates.56206.last,candidates.56206.abbrv,candidates.56206.party,candidates.56206.candidateID,candidates.56206.ballotOrder,candidates.56206.polID,candidates.56206.polNum,candidates.56206.electWon,candidates.56207.first,candidates.56207.last,candidates.56207.party,candidates.56207.candidateID,candidates.56207.ballotOrder,candidates.56207.polID,candidates.56207.polNum,candidates.56207.electWon,candidates.56217.first,candidates.56217.last,candidates.56217.party,candidates.56217.candidateID,candidates.56217.ballotOrder,candidates.56217.polID,candidates.56217.polNum,candidates.56217.electWon,candidates.55700.winnerDateTime,isCertified
1667971079,2022-11-08 23:17:59 -0600,1cf7281bce65e8581e70a1164dc3589ed87371d4,UT-20221108_Eday80,45,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,290754,90,146127,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,,
1667971966,2022-11-08 23:32:46 -0600,2ca4b8a8cf3e531914fdadd9eb0cfa27feade89d,UT-20221108_Eday80,45,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,291945,90,146127,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,,
1667972810,2022-11-08 23:46:50 -0600,aa61daf8417c040e13c56de238053c966d7a0302,UT-20221108_Eday80,45,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,291945,90,146595,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,,
1667973648,2022-11-09 00:00:48 -0600,56d1333c268e0ca83267f304bc7ebda9b0c770b6,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,291990,90,153581,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,291990,90,155506,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1667976184,2022-11-09 00:43:04 -0600,fe83a024be41b5416de8f3b3aadef0173027df04,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,291990,90,168261,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1667976954,2022-11-09 00:55:54 -0600,b26423d65e9f21df9fee7b50d1d50f05b43eb8df,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,292986,90,185380,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1667982876,2022-11-09 02:34:36 -0600,f1dcf8490c2a8ff76c7720ff88b0d3bca82564fc,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,306233,90,185380,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1667985436,2022-11-09 03:17:16 -0600,3424d47f5341c2a346e8a3799f78a52faeab6c0b,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,306233,90,190197,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1667985985,2022-11-09 03:26:25 -0600,2d478258f7e72765d03704400226b05aa5dfba31,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,306233,90,194655,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1667996995,2022-11-09 06:29:55 -0600,de4e815697c5d62bc19ad0161a399507e41c0e0b,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,306233,99,194655,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1668039054,2022-11-09 18:10:54 -0600,4e8fa0cbf17dd6e031be542f4913974d0397f78d,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,306233,99,204399,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1668043225,2022-11-09 19:20:25 -0600,35e7bda4399f4e2fc99e1fbd79da63598db7578c,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,306813,99,204399,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1668134957,2022-11-10 20:49:17 -0600,37da64d4b267a416585d64e28113d3727295be48,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,306813,99,211449,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1668135001,2022-11-10 20:50:01 -0600,8b6295221c8eb40fcd5c40f8a93da3c02c0bd251,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,306813,99,204399,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1668135044,2022-11-10 20:50:44 -0600,810663b37536843149dd45ef0ee9d16c0d2e8874,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,306813,99,211449,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1668138408,2022-11-10 21:46:48 -0600,f63f2396f29627b6b61479c2a6387c0af5a7c3d1,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,306813,99,228590,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1668209839,2022-11-11 17:37:19 -0600,01e717546b1d076708b9b72896296fcf9a163758,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,306813,99,234229,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1668212315,2022-11-11 18:18:35 -0600,58264cbcbac7c82b5d3669ec0de27f72b59ea4bc,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,307008,99,234641,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1668301883,2022-11-12 19:11:23 -0600,f2841596af3ddc48952743c1d3a1d5eb0950093d,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,306611,99,234641,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1668302667,2022-11-12 19:24:27 -0600,6deaafc2ae29b266f274de8f599e024362db1aad,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,306105,99,234641,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1668435186,2022-11-14 08:13:06 -0600,56f50f54419a8c8d7194b969aaeee16076a24f19,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,288928,99,234641,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1668436379,2022-11-14 08:32:59 -0600,61f6f17b2d335c12df91c373fa2871da8c86692b,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,288280,99,234641,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1668470602,2022-11-14 18:03:22 -0600,64e19f2f8e3ba1e87bfeec59befddb1d1422e482,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,288280,99,250602,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1668477401,2022-11-14 19:56:41 -0600,02d9a9802216ea0e6c5354135bc32d63c8c9da5a,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,286241,99,250602,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1668522333,2022-11-15 08:25:33 -0600,01a1c2f8b8e3c8f6b1ee8dd8d74726c5a7a783ba,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,286241,99,260854,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1668570383,2022-11-15 21:46:23 -0600,bedcaca4f3d3fcff614f9f0ac7d8dc9ffc23adcb,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,284846,99,275791,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1668643276,2022-11-16 18:01:16 -0600,6b4d8d3fe63fa7f1dead2a9fee69748e16e58274,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,284846,99,276127,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1668788856,2022-11-18 10:27:36 -0600,4455ab42466259cb7ad377f3272f252ab24a6bee,UT-20221108_Eday80,45,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 3,3,285077,99,276306,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1668812810,2022-11-18 17:06:50 -0600,6fb635fc585ab1ff588673cca983cfeb268ad16c,UT-20221108_Eday80,45,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 3,3,285258,99,276306,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1668877216,2022-11-19 11:00:16 -0600,ae78cff2e46a60963e26323fb60cd25bdd10a58a,UT-20221108_Eday80,45,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 3,3,285258,99,281026,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1669040161,2022-11-21 08:16:01 -0600,b20149c97ba822253c7b4afeea9a087475bc492e,UT-20221108_Eday80,45,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 3,3,290296,99,281026,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1669133674,2022-11-22 10:14:34 -0600,80de3865215bce3f8e2fefe06ae210165d616256,UT-20221108_Eday80,45,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 3,3,290296,99,282116,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,
1669228153,2022-11-23 12:29:13 -0600,245cb3a27649eea5a5408076a3a3d92c61f8714f,UT-20221108_Eday80,45,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 3,3,290296,99,283380,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,False
1669254181,2022-11-23 19:43:01 -0600,4ff9dc63b6e5b03441224c35007331d9b38ca567,UT-20221108_Eday80,45,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 3,3,290315,99,283380,768195,True,20221108UT49642,2022-11-08,UT,55700,John,Curtis,True,GOP,55700,4,44042,50949,0,Glenn,Wright,Dem,56204,2,70428,50292,0,Aaron,Heineman,Heinemn,IAP,56206,1,70427,51057,0,Daniel,Cummings,CST,56207,3,62703,51131,0,Michael,Stoddard,Lib,56217,5,70429,51267,0,2022-11-09T05:52:57.332Z,False
