captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,officeID,officeName,description,national,state,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.51007.last,candidates.51007.party,candidates.51007.candidateID,candidates.51007.ballotOrder,candidates.51007.polID,candidates.51007.polNum,candidates.51007.electWon,candidates.51008.last,candidates.51008.party,candidates.51008.candidateID,candidates.51008.ballotOrder,candidates.51008.polID,candidates.51008.polNum,candidates.51008.electWon,raceCallStatus,candidates.51007.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NH-20221108_Eday80,30,Ballot Issue,G,Awaiting Poll Close,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,0,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667953790,2022-11-09 00:29:50 +0000,6070b11d4c3c0a9b2acaa63cc75a94579377e299,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,4233,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,16014,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667955153,2022-11-09 00:52:33 +0000,5dbf5007b88cfdc60ec0e8e538e0df6eb1e86637,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,12179,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,22329,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,32518,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,34254,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,43828,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,49740,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,50530,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,49740,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,53457,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,62999,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,57598,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,62999,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,66797,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,83388,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,100063,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,122015,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,139384,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,158812,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,198050,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,NH-20221108_Eday80,30,Ballot Issue,G,Active Tabulation,I,Question,To propose amendments,True,True,2 - Constitutional Convention,0,620000,99,195301,869863,True,20221108NH32146,2022-11-08,NH,No,No,51007,2,3,36951,0,Yes,Yes,51008,1,2,36950,0,,,
