captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.31096.first,candidates.31096.last,candidates.31096.abbrv,candidates.31096.party,candidates.31096.incumbent,candidates.31096.candidateID,candidates.31096.polID,candidates.31096.ballotOrder,candidates.31096.polNum,candidates.31096.electWon,candidates.34789.first,candidates.34789.last,candidates.34789.party,candidates.34789.candidateID,candidates.34789.polID,candidates.34789.ballotOrder,candidates.34789.polNum,candidates.34789.electWon,candidates.31096.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,MN-20221108_Eday62,24,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 4,4,330383,99,0,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,MN-20221108_Eday80,24,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 4,4,311230,99,0,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,MN-20221108_Eday80,24,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 4,4,311230,99,0,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,311230,99,4219,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,311230,99,53716,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,302299,99,103473,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,,
1667968272,2022-11-08 22:31:12 -0600,97ef6c54bfa1c7ef6beea70c87aafe0c54251ad8,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,306159,99,103473,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,,
1667969116,2022-11-08 22:45:16 -0600,79682069eac6cae3840febac265b40363b9c51ff,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,306159,99,224295,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,,
1667969855,2022-11-08 22:57:35 -0600,8c3f41d4804fda622cab89f365a05518b70e5a91,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,306159,99,224295,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,2022-11-09T04:44:39.186Z,
1667969897,2022-11-08 22:58:17 -0600,4cc79ac7abd56ff5901adb554fdccc45c88f1310,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,289197,99,228773,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,2022-11-09T04:44:39.186Z,
1667970723,2022-11-08 23:12:03 -0600,c9be1e43f4fd7fd7004c00409f7a589f170f0784,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,290726,99,277656,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,2022-11-09T04:44:39.186Z,
1667971525,2022-11-08 23:25:25 -0600,8a3d225df35b90ad7577e78c738af67af6cd9c8b,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,301429,99,277656,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,2022-11-09T04:44:39.186Z,
1667974050,2022-11-09 00:07:30 -0600,7abf683084771abb66bcbd62c846b6795b86899c,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,301429,99,292375,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,2022-11-09T04:44:39.186Z,
1667974945,2022-11-09 00:22:25 -0600,681ef884856b9c75efe2b0acf64bb4a515303482,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,297065,99,292547,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,2022-11-09T04:44:39.186Z,
1667984202,2022-11-09 02:56:42 -0600,2a3d229469fbf73bd09fff993afa4c97a371b1a0,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,297148,99,292630,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,2022-11-09T04:44:39.186Z,
1667986832,2022-11-09 03:40:32 -0600,b373c908906d2030d8c480d824b2d4d247fcda92,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,298530,99,295545,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,2022-11-09T04:44:39.186Z,
1667989844,2022-11-09 04:30:44 -0600,be603c3b15162897d2768d930f59296f3f29ad16,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,308597,99,295545,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,2022-11-09T04:44:39.186Z,
1668009179,2022-11-09 09:52:59 -0600,82e6b1c43ede5c94414df2640ec15246a5ef7705,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,298530,99,295545,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,2022-11-09T04:44:39.186Z,
1668120433,2022-11-10 16:47:13 -0600,7d9e07fdcec530bc2792d148bf4b913d064acf50,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,298530,99,295544,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,2022-11-09T04:44:39.186Z,
1668125493,2022-11-10 18:11:33 -0600,9080e758569bbb7df728dcf52eb23a78116ded53,MN-20221108_Eday80,24,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,298530,99,295543,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,2022-11-09T04:44:39.186Z,
1669826390,2022-11-30 10:39:50 -0600,829e9a85bd12ad5c1076f43dab7ca8532e9e939f,MN-20221108_Eday80,24,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 4,4,298530,99,295548,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,2022-11-09T04:44:39.186Z,False
1670016712,2022-12-02 15:31:52 -0600,3fd16d6926e30d72f1f89485a3953e08a61d126c,MN-20221108_Eday80,24,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 4,4,295548,100,295548,350388,True,20221108MN24016,2022-11-08,MN,31096,Betty,McCollum,McCollm,Dem,True,31096,989,2,25233,0,May Lor,Xiong,GOP,34789,71234,1,29366,0,2022-11-09T04:44:39.186Z,False
