captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.19238.first,candidates.19238.last,candidates.19238.abbrv,candidates.19238.incumbent,candidates.19238.party,candidates.19238.candidateID,candidates.19238.ballotOrder,candidates.19238.polID,candidates.19238.polNum,candidates.19238.electWon,candidates.22531.first,candidates.22531.last,candidates.22531.party,candidates.22531.candidateID,candidates.22531.ballotOrder,candidates.22531.polID,candidates.22531.polNum,candidates.22531.electWon,candidates.19238.winnerDateTime
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,253218,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,268483,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,268459,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,268483,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,298399,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,342559,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,382573,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,420628,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,450959,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,478061,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667968316,2022-11-08 22:31:56 -0600,c7364a5d7197a125b098705a317e32ff0afe0f57,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,494423,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667969160,2022-11-08 22:46:00 -0600,702f27aec8e9117aaf59a55a71ae69d9a7aed7a6,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,578522,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667969942,2022-11-08 22:59:02 -0600,302c96144aa0d22b0603db04cac0928c1e8a79f9,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,629923,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667970772,2022-11-08 23:12:52 -0600,ff16f6d52970f222f2507893063188ae79c5be58,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,652759,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667971699,2022-11-08 23:28:19 -0600,ab5f2b666bd1b9bf6989ccd1e80db43497d771dc,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,724031,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667972541,2022-11-08 23:42:21 -0600,d38f954f3e6be3d250d58a04e08655875ea7700c,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,805224,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667973338,2022-11-08 23:55:38 -0600,60e23f89b0832d690c2e9c2012f75df6b998f230,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,817152,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667973512,2022-11-08 23:58:32 -0600,c5b8277525be0367964460ee9775326f5b2cc341,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,874167,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667974006,2022-11-09 00:06:46 -0600,c8cae7bec2b0c7f4ed9e9ca6a473abc069a1d034,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,875292,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667974050,2022-11-09 00:07:30 -0600,7abf683084771abb66bcbd62c846b6795b86899c,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,874167,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667974399,2022-11-09 00:13:19 -0600,d8b138971a5b2dcea653b8ad14e8ae0ccdecaf13,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,1012870,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667975236,2022-11-09 00:27:16 -0600,c1052c94c7324634c2c5ef0a7e8880dd0af5593a,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,1040394,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667976061,2022-11-09 00:41:01 -0600,2426095677e6aeddf8c3a2913a97b500b67dca61,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,1094053,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667976875,2022-11-09 00:54:35 -0600,aef5a4a9a30b34f946f3098786ce9297f77ec589,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,1094058,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667977812,2022-11-09 01:10:12 -0600,f6003f8f022049fc0501c9f6d634893d3cdbfc16,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,1098727,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667978624,2022-11-09 01:23:44 -0600,97e704602754dedf1a218b99d26e3136f940ebe6,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,1135770,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667979433,2022-11-09 01:37:13 -0600,b7be8d17f50fbb84fade52b1ec374c1ebe32c0c9,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,1135842,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667979473,2022-11-09 01:37:53 -0600,5d943cd360aaf4835af0f146a5a7aa603bfdd4cb,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,1135770,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667979514,2022-11-09 01:38:34 -0600,3beafacc3bafd5d436073bbd9a0ee742070d2376,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,1135842,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667981082,2022-11-09 02:04:42 -0600,e386ffb902f462119970711a103fe3a1f4b2f70c,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,1147268,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667981963,2022-11-09 02:19:23 -0600,27628ad8c215439f4566e17bc920c9c4e5beb919,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,1165816,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667982002,2022-11-09 02:20:02 -0600,55d43d6174b4d852acbda6bae98fc1f4f93cabfe,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,1147268,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667982042,2022-11-09 02:20:42 -0600,1e1b79cb7bc9522db41bc5476a7c87eefd10c31c,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,1165816,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667983512,2022-11-09 02:45:12 -0600,175271d8577199d4150c4f5fc64eebde1e74dda9,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,1169779,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667984402,2022-11-09 03:00:02 -0600,555c6c1c19b6031d93d1a0906788ce779bfb8929,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,1213421,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667988801,2022-11-09 04:13:21 -0600,4c72a5c0e2471fa350291b6c4da371e39c3bbefa,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1400000,95,1213421,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667988842,2022-11-09 04:14:02 -0600,3835bc37083d35ed57d75f316b86fe0fcddac7da,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1500000,95,1213421,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667989482,2022-11-09 04:24:42 -0600,77906ec83e155654462ccb3bee22530112b7270e,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1400000,95,1213421,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667991084,2022-11-09 04:51:24 -0600,f97f645c2f1d81a20f827f4a2c40b91019a90027,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1400000,95,1213415,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1667992755,2022-11-09 05:19:15 -0600,aa073a8669354367273bc7e055647b18c3516fb7,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1290867,95,1213415,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1668007105,2022-11-09 09:18:25 -0600,1a24f83ca1cf403357e2b24fa6c87497103d847e,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1290867,95,1231505,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
1668013976,2022-11-09 11:12:56 -0600,f0e992483c3e53e2ad91fa7321fce75f638e9cd5,CT-20221108_Eday81,7,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Blumenthal,Dem,19238,9548,10539,True,True,True,1290867,95,1235244,2250000,True,20221108CT9147,2022-11-08,CT,19238,Richard,Blumenthal,Blumnthl,True,Dem,19238,1,9548,10539,0,Leora,Levy,GOP,22531,2,71292,14936,0,2022-11-09T01:00:04.280Z
