captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.77004.first,candidates.77004.last,candidates.77004.incumbent,candidates.77004.party,candidates.77004.candidateID,candidates.77004.ballotOrder,candidates.77004.polID,candidates.77004.polNum,candidates.77004.electWon,candidates.86734.first,candidates.86734.last,candidates.86734.abbrv,candidates.86734.party,candidates.86734.candidateID,candidates.86734.ballotOrder,candidates.86734.polID,candidates.86734.polNum,candidates.86734.electWon,candidates.77004.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NY-20221108_Eday80,33,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 8,8,211861,99,0,12359054,True,20221108NY36588,2022-11-08,NY,77004,Hakeem,Jeffries,True,Dem,77004,1,33006,49616,0,Yuri,Dashevsky,Dashvsky,GOP,86734,2,71423,55708,0,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,211861,99,30066,12359054,True,20221108NY36588,2022-11-08,NY,77004,Hakeem,Jeffries,True,Dem,77004,1,33006,49616,0,Yuri,Dashevsky,Dashvsky,GOP,86734,2,71423,55708,0,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,211861,99,40232,12359054,True,20221108NY36588,2022-11-08,NY,77004,Hakeem,Jeffries,True,Dem,77004,1,33006,49616,0,Yuri,Dashevsky,Dashvsky,GOP,86734,2,71423,55708,0,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,211861,99,47033,12359054,True,20221108NY36588,2022-11-08,NY,77004,Hakeem,Jeffries,True,Dem,77004,1,33006,49616,0,Yuri,Dashevsky,Dashvsky,GOP,86734,2,71423,55708,0,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,211861,99,52886,12359054,True,20221108NY36588,2022-11-08,NY,77004,Hakeem,Jeffries,True,Dem,77004,1,33006,49616,0,Yuri,Dashevsky,Dashvsky,GOP,86734,2,71423,55708,0,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,211861,99,72792,12359054,True,20221108NY36588,2022-11-08,NY,77004,Hakeem,Jeffries,True,Dem,77004,1,33006,49616,0,Yuri,Dashevsky,Dashvsky,GOP,86734,2,71423,55708,0,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,211861,99,86019,12359054,True,20221108NY36588,2022-11-08,NY,77004,Hakeem,Jeffries,True,Dem,77004,1,33006,49616,0,Yuri,Dashevsky,Dashvsky,GOP,86734,2,71423,55708,0,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,211861,99,102396,12359054,True,20221108NY36588,2022-11-08,NY,77004,Hakeem,Jeffries,True,Dem,77004,1,33006,49616,0,Yuri,Dashevsky,Dashvsky,GOP,86734,2,71423,55708,0,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,211861,99,119499,12359054,True,20221108NY36588,2022-11-08,NY,77004,Hakeem,Jeffries,True,Dem,77004,1,33006,49616,0,Yuri,Dashevsky,Dashvsky,GOP,86734,2,71423,55708,0,2022-11-09T03:25:57.969Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,211861,99,125225,12359054,True,20221108NY36588,2022-11-08,NY,77004,Hakeem,Jeffries,True,Dem,77004,1,33006,49616,0,Yuri,Dashevsky,Dashvsky,GOP,86734,2,71423,55708,0,2022-11-09T03:25:57.969Z
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,211861,99,126063,12359054,True,20221108NY36588,2022-11-08,NY,77004,Hakeem,Jeffries,True,Dem,77004,1,33006,49616,0,Yuri,Dashevsky,Dashvsky,GOP,86734,2,71423,55708,0,2022-11-09T03:25:57.969Z
1667968227,2022-11-08 22:30:27 -0600,b78ec951061d2bf917e09f1eb01cb079af5e3a88,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,211861,99,127559,12359054,True,20221108NY36588,2022-11-08,NY,77004,Hakeem,Jeffries,True,Dem,77004,1,33006,49616,0,Yuri,Dashevsky,Dashvsky,GOP,86734,2,71423,55708,0,2022-11-09T03:25:57.969Z
1667969018,2022-11-08 22:43:38 -0600,465844bb53a3330849af3b4eca4fced2045c6920,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,134273,99,128077,12359054,True,20221108NY36588,2022-11-08,NY,77004,Hakeem,Jeffries,True,Dem,77004,1,33006,49616,0,Yuri,Dashevsky,Dashvsky,GOP,86734,2,71423,55708,0,2022-11-09T03:25:57.969Z
1667969855,2022-11-08 22:57:35 -0600,8c3f41d4804fda622cab89f365a05518b70e5a91,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,134273,99,128467,12359054,True,20221108NY36588,2022-11-08,NY,77004,Hakeem,Jeffries,True,Dem,77004,1,33006,49616,0,Yuri,Dashevsky,Dashvsky,GOP,86734,2,71423,55708,0,2022-11-09T03:25:57.969Z
1667971614,2022-11-08 23:26:54 -0600,3e2db293b352d34f57f22cada11d4f92f345178d,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,134273,99,128781,12359054,True,20221108NY36588,2022-11-08,NY,77004,Hakeem,Jeffries,True,Dem,77004,1,33006,49616,0,Yuri,Dashevsky,Dashvsky,GOP,86734,2,71423,55708,0,2022-11-09T03:25:57.969Z
1668014516,2022-11-09 11:21:56 -0600,1c4a229319d60d6f6f29be2d109ac60cd45d4593,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,135559,99,128781,12359054,True,20221108NY36588,2022-11-08,NY,77004,Hakeem,Jeffries,True,Dem,77004,1,33006,49616,0,Yuri,Dashevsky,Dashvsky,GOP,86734,2,71423,55708,0,2022-11-09T03:25:57.969Z
