captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.36713.first,candidates.36713.last,candidates.36713.incumbent,candidates.36713.party,candidates.36713.candidateID,candidates.36713.ballotOrder,candidates.36713.polID,candidates.36713.polNum,candidates.36713.electWon,candidates.37647.first,candidates.37647.last,candidates.37647.abbrv,candidates.37647.party,candidates.37647.candidateID,candidates.37647.ballotOrder,candidates.37647.polID,candidates.37647.polNum,candidates.37647.electWon,candidates.37883.first,candidates.37883.last,candidates.37883.party,candidates.37883.candidateID,candidates.37883.ballotOrder,candidates.37883.polID,candidates.37883.polNum,candidates.37883.electWon,candidates.37884.first,candidates.37884.last,candidates.37884.party,candidates.37884.candidateID,candidates.37884.ballotOrder,candidates.37884.polID,candidates.37884.polNum,candidates.37884.electWon,candidates.37918.last,candidates.37918.abbrv,candidates.37918.party,candidates.37918.candidateID,candidates.37918.ballotOrder,candidates.37918.polID,candidates.37918.polNum,candidates.37918.electWon,candidates.37647.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NV-20221108_Eday80,29,General,G,Awaiting Poll Close,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1350000,99,0,2149087,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,NV-20221108_Eday80,29,General,G,Awaiting Poll Close,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1350000,99,0,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,NV-20221108_Eday80,29,General,G,Polls Closed/Waiting First Report,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1350000,99,0,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1667972943,2022-11-08 23:49:03 -0600,2188e3ab5f27e10fb4df9e561d0af4cab5cf665c,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1350000,99,1872,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1667973964,2022-11-09 00:06:04 -0600,9272ebff43a029380ebf987d0a9fa080674e7e91,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1350000,99,461744,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1667978379,2022-11-09 01:19:39 -0600,1ca0ccd452c54c13f283ba7866676be76a65da06,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1350000,99,641338,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1667978421,2022-11-09 01:20:21 -0600,fd4cba60c8af2db3bbc95876878bf1114019d874,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1350000,99,461744,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1667978461,2022-11-09 01:21:01 -0600,f1eaab2ad1bc5db55713124b104cf813b6eb5754,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1350000,99,641338,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1667979113,2022-11-09 01:31:53 -0600,0d95595a3cc63a938b8e112a44736f6a4c8ddf71,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1350000,99,662665,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1667979192,2022-11-09 01:33:12 -0600,bdaf4fc12fe65f7bcce0f8063c33ccd41427f273,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1350000,99,641338,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1667979231,2022-11-09 01:33:51 -0600,0aac9649608b65a23e9855cf5cacd405130eb626,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1350000,99,662665,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1667980354,2022-11-09 01:52:34 -0600,b95b3aa03864d3aa8e20ef68881e81d2ed7e17c2,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1227157,99,662665,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1667983307,2022-11-09 02:41:47 -0600,10b135d24ef33cdc6e9f28343867411c438e4192,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1227157,99,664832,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1667983512,2022-11-09 02:45:12 -0600,175271d8577199d4150c4f5fc64eebde1e74dda9,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1227157,99,741444,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1667984162,2022-11-09 02:56:02 -0600,b6b6d8a3f4801ed3185f0ad55bce4f5decede761,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1166552,99,773557,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1667985862,2022-11-09 03:24:22 -0600,c99936830ae024241422f34e194ea28fd47bbfa6,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1166552,99,810823,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1667986630,2022-11-09 03:37:10 -0600,bdc18b7713211c3f675ae3f141b7e51a89bfd88d,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1158319,99,810823,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
