captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.36713.first,candidates.36713.last,candidates.36713.incumbent,candidates.36713.party,candidates.36713.candidateID,candidates.36713.ballotOrder,candidates.36713.polID,candidates.36713.polNum,candidates.36713.electWon,candidates.37647.first,candidates.37647.last,candidates.37647.abbrv,candidates.37647.party,candidates.37647.candidateID,candidates.37647.ballotOrder,candidates.37647.polID,candidates.37647.polNum,candidates.37647.electWon,candidates.37883.first,candidates.37883.last,candidates.37883.party,candidates.37883.candidateID,candidates.37883.ballotOrder,candidates.37883.polID,candidates.37883.polNum,candidates.37883.electWon,candidates.37884.first,candidates.37884.last,candidates.37884.party,candidates.37884.candidateID,candidates.37884.ballotOrder,candidates.37884.polID,candidates.37884.polNum,candidates.37884.electWon,candidates.37918.last,candidates.37918.abbrv,candidates.37918.party,candidates.37918.candidateID,candidates.37918.ballotOrder,candidates.37918.polID,candidates.37918.polNum,candidates.37918.electWon,candidates.37647.winnerDateTime,isCertified
1667986670,2022-11-09 03:37:50 -0600,3ce5459e007ea5a14e2ac661307781abfdf1592b,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1166552,99,810823,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1667986710,2022-11-09 03:38:30 -0600,e76b62f6ea65887d3b04b50648890c6997b1f3db,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1158319,99,810823,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1667987805,2022-11-09 03:56:45 -0600,bbb6a6d5fd03b4b1c0bc88f9b3ab4c08369a3edd,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1158319,99,837652,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1668008647,2022-11-09 09:44:07 -0600,a29ae319d8e2179ffed6e1ca850277640b6f8c02,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1087860,99,837652,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1668008687,2022-11-09 09:44:47 -0600,0788ccea03c4c514afffce1e59b8768e6a707040,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1158319,99,837652,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1668008728,2022-11-09 09:45:28 -0600,3162c81a60eb7be2506d6fe6665c62f47530a485,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1087860,99,837652,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1668045028,2022-11-09 19:50:28 -0600,316e77f325a543f33a99d5976367a4f26b3c9f12,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1087860,99,838549,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1668045154,2022-11-09 19:52:34 -0600,47a54ec94addfae341ba5b48ee15577c3dc6331b,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1087860,99,837652,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1668045196,2022-11-09 19:53:16 -0600,883df7462b522d5aa2bba6a83df9dc655dbc6241,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1087860,99,838549,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1668045757,2022-11-09 20:02:37 -0600,55de0600c2e16d9740845a89bcaa280f1a163e7a,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1087860,99,852521,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1668055424,2022-11-09 22:43:44 -0600,ed774a5283eeb141d20d0ed1641b1ed6161ca0d9,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1087860,99,855249,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1668083554,2022-11-10 06:32:34 -0600,4afa5a1a3ab35a477417982ac465df17d0e98922,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1087860,99,862347,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1668085275,2022-11-10 07:01:15 -0600,c26c80345901fa8f0afc090544fb9156abe5e5f7,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1087860,99,882921,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1668086129,2022-11-10 07:15:29 -0600,f289898d063a73b67716ec1f70ba5290660356bb,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1063760,99,882921,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1668113448,2022-11-10 14:50:48 -0600,14523bd2c2cbf116574db547e6539b807878b6fd,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1063760,99,883213,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1668133630,2022-11-10 20:27:10 -0600,a67254b88951357df48cdcd69c6ce58c8f8a6db3,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1063760,99,895419,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1668139189,2022-11-10 21:59:49 -0600,44020ddf9eb3dbb971cb1787d2de09d3397298af,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1063760,99,913750,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1668140830,2022-11-10 22:27:10 -0600,0ab3315d8484c8795b4a09908836b8407718e7e7,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1018308,99,916477,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1668140873,2022-11-10 22:27:53 -0600,71da76df79abc87102d4fc66387ad6e5d80dcaa0,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1063760,99,913750,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1668140957,2022-11-10 22:29:17 -0600,73ed930790509b36c7490aa286a0e8d1745bc068,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1018308,99,916477,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1668144419,2022-11-10 23:26:59 -0600,166f01d785981225016ad398f50654f419395041,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1018308,99,918523,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1668212650,2022-11-11 18:24:10 -0600,c097e6a9889ef84369d3756fb01018416f9daec5,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1018308,99,945621,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,,
1668219065,2022-11-11 20:11:05 -0600,f7e18f172b4cf7eb1b1d90de7d1a09a783b5f5c5,NV-20221108_Eday80,29,General,G,Active Tabulation,Called,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1018308,99,945621,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,2022-11-12T01:58:46.771Z,
1668220219,2022-11-11 20:30:19 -0600,613fd009d8bd8e50277dface1a3398e121ae4a57,NV-20221108_Eday80,29,General,G,Active Tabulation,Called,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1018308,99,950685,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,2022-11-12T01:58:46.771Z,
1668224449,2022-11-11 21:40:49 -0600,b62b442ea5205378fb1d8fc80e7bc2ef03fa9514,NV-20221108_Eday80,29,General,G,Active Tabulation,Called,G,Governor,Steve,Sisolak,Dem,36713,30812,29935,True,True,True,1018308,99,961600,2183075,True,20221108NV29861,2022-11-08,NV,36713,Steve,Sisolak,True,Dem,36713,4,30812,29935,0,Joe,Lombardo,Lombard,GOP,37647,3,70779,32921,0,Ed,Bridges,IAP,37883,1,69500,33129,0,Brandon,Davis,Lib,37884,2,71708,33307,0,None of these candidates,None,NPD,37918,5,100013,31807,0,2022-11-12T01:58:46.771Z,
