captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108MI23809,live,0.0,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-07T21:19:57.710Z,0,329,0.0,37357,0,0.0,37964,0,0.0,37364,0,0.0,37965,0,0.0,323840,99,0,1066910,0,0,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108MI23809,live,0.0,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T20:06:52.205Z,0,329,0.0,37357,0,0.0,37964,0,0.0,37364,0,0.0,37965,0,0.0,323840,99,0,1066910,0,0,,,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,20221108MI23809,live,0.0,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:06:02.375Z,0,329,0.0,37357,0,0.0,37964,0,0.0,37364,0,0.0,37965,0,0.0,323840,99,0,1066910,0,0,,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,20221108MI23809,live,0.62,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:24:28.338Z,3,329,0.91,37357,1422,70.89,37364,525,26.17,37964,32,1.6,37965,27,1.35,323840,99,2006,1066910,3,2,0.0,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,20221108MI23809,live,0.9,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:29:28.829Z,3,329,0.91,37357,2132,73.01,37364,706,24.18,37964,48,1.64,37965,34,1.16,323840,99,2920,1066910,3,3,0.0,,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,20221108MI23809,live,1.19,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:40:28.471Z,4,329,1.22,37357,2810,73.1,37364,926,24.09,37964,61,1.59,37965,47,1.22,323840,99,3844,1066910,4,4,0.0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,20221108MI23809,live,1.35,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:53:27.728Z,5,329,1.52,37357,3164,72.62,37364,1059,24.31,37964,75,1.72,37965,59,1.35,323840,99,4357,1066910,5,4,0.0,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,20221108MI23809,live,1.75,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:58:29.397Z,7,329,2.13,37357,3980,70.12,37364,1525,26.87,37964,98,1.73,37965,73,1.29,323840,99,5676,1066910,7,6,0.0,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,20221108MI23809,live,2.74,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:09:19.778Z,11,329,3.34,37357,5848,65.84,37364,2731,30.75,37964,177,1.99,37965,126,1.42,323840,99,8882,1066910,11,9,0.0,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,20221108MI23809,live,3.09,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:25:27.145Z,12,329,3.65,37357,6609,66.0,37364,3072,30.68,37964,193,1.93,37965,139,1.39,323840,99,10013,1066910,12,10,0.0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,20221108MI23809,live,4.3,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:28:29.868Z,15,329,4.56,37357,9089,65.27,37364,4387,31.5,37964,267,1.92,37965,183,1.31,323840,99,13926,1066910,15,14,0.0,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,20221108MI23809,live,5.09,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:41:20.385Z,17,329,5.17,37357,10873,65.96,37364,5104,30.96,37964,300,1.82,37965,207,1.26,323840,99,16484,1066910,17,17,0.0,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,20221108MI23809,live,5.8,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:43:25.790Z,19,329,5.78,37357,12489,66.51,37364,5730,30.51,37964,329,1.75,37965,231,1.23,323840,99,18779,1066910,19,19,0.0,,
