captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,officeID,officeName,description,national,state,keyRace,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.38018.last,candidates.38018.party,candidates.38018.candidateID,candidates.38018.ballotOrder,candidates.38018.polID,candidates.38018.polNum,candidates.38018.electWon,candidates.38019.last,candidates.38019.party,candidates.38019.candidateID,candidates.38019.ballotOrder,candidates.38019.polID,candidates.38019.polNum,candidates.38019.electWon,raceCallStatus,candidates.38018.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,MI-20221108_Eday80,23,Ballot Issue,G,Awaiting Poll Close,I,Proposal,9 days early/in-person,True,True,True,2 - Promote the Vote,0,4800000,99,0,8210166,True,20221108MI24626,2022-11-08,MI,Yes,Yes,38018,1,2,23570,0,No,No,38019,2,3,25227,0,,,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,MI-20221108_Eday80,23,Ballot Issue,G,Active Tabulation,I,Proposal,9 days early/in-person,True,True,True,2 - Promote the Vote,0,4800000,99,0,8210166,True,20221108MI24626,2022-11-08,MI,Yes,Yes,38018,1,2,23570,0,No,No,38019,2,3,25227,0,,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,MI-20221108_Eday80,23,Ballot Issue,G,Active Tabulation,I,Proposal,9 days early/in-person,True,True,True,2 - Promote the Vote,0,4800000,99,141,8210166,True,20221108MI24626,2022-11-08,MI,Yes,Yes,38018,1,2,23570,0,No,No,38019,2,3,25227,0,,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,MI-20221108_Eday80,23,Ballot Issue,G,Active Tabulation,I,Proposal,9 days early/in-person,True,True,True,2 - Promote the Vote,0,4800000,99,298,8210166,True,20221108MI24626,2022-11-08,MI,Yes,Yes,38018,1,2,23570,0,No,No,38019,2,3,25227,0,,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,MI-20221108_Eday80,23,Ballot Issue,G,Active Tabulation,I,Proposal,9 days early/in-person,True,True,True,2 - Promote the Vote,0,4800000,99,225570,8210166,True,20221108MI24626,2022-11-08,MI,Yes,Yes,38018,1,2,23570,0,No,No,38019,2,3,25227,0,,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,MI-20221108_Eday80,23,Ballot Issue,G,Active Tabulation,I,Proposal,9 days early/in-person,True,True,True,2 - Promote the Vote,0,4800000,99,226446,8210166,True,20221108MI24626,2022-11-08,MI,Yes,Yes,38018,1,2,23570,0,No,No,38019,2,3,25227,0,,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,MI-20221108_Eday80,23,Ballot Issue,G,Active Tabulation,I,Proposal,9 days early/in-person,True,True,True,2 - Promote the Vote,0,4800000,99,241162,8210166,True,20221108MI24626,2022-11-08,MI,Yes,Yes,38018,1,2,23570,0,No,No,38019,2,3,25227,0,,,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,MI-20221108_Eday80,23,Ballot Issue,G,Active Tabulation,I,Proposal,9 days early/in-person,True,True,True,2 - Promote the Vote,0,4800000,99,226446,8210166,True,20221108MI24626,2022-11-08,MI,Yes,Yes,38018,1,2,23570,0,No,No,38019,2,3,25227,0,,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,MI-20221108_Eday80,23,Ballot Issue,G,Active Tabulation,I,Proposal,9 days early/in-person,True,True,True,2 - Promote the Vote,0,4800000,99,281231,8210166,True,20221108MI24626,2022-11-08,MI,Yes,Yes,38018,1,2,23570,0,No,No,38019,2,3,25227,0,,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,MI-20221108_Eday80,23,Ballot Issue,G,Active Tabulation,I,Proposal,9 days early/in-person,True,True,True,2 - Promote the Vote,0,4800000,99,301933,8210166,True,20221108MI24626,2022-11-08,MI,Yes,Yes,38018,1,2,23570,0,No,No,38019,2,3,25227,0,,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,MI-20221108_Eday80,23,Ballot Issue,G,Active Tabulation,I,Proposal,9 days early/in-person,True,True,True,2 - Promote the Vote,0,4800000,99,316164,8210166,True,20221108MI24626,2022-11-08,MI,Yes,Yes,38018,1,2,23570,0,No,No,38019,2,3,25227,0,,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,MI-20221108_Eday80,23,Ballot Issue,G,Active Tabulation,I,Proposal,9 days early/in-person,True,True,True,2 - Promote the Vote,0,4800000,99,324147,8210166,True,20221108MI24626,2022-11-08,MI,Yes,Yes,38018,1,2,23570,0,No,No,38019,2,3,25227,0,,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,MI-20221108_Eday80,23,Ballot Issue,G,Active Tabulation,I,Proposal,9 days early/in-person,True,True,True,2 - Promote the Vote,0,4800000,99,328970,8210166,True,20221108MI24626,2022-11-08,MI,Yes,Yes,38018,1,2,23570,0,No,No,38019,2,3,25227,0,,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,MI-20221108_Eday80,23,Ballot Issue,G,Active Tabulation,I,Proposal,9 days early/in-person,True,True,True,2 - Promote the Vote,0,4800000,99,393377,8210166,True,20221108MI24626,2022-11-08,MI,Yes,Yes,38018,1,2,23570,0,No,No,38019,2,3,25227,0,,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,MI-20221108_Eday80,23,Ballot Issue,G,Active Tabulation,I,Proposal,9 days early/in-person,True,True,True,2 - Promote the Vote,0,4800000,99,448842,8210166,True,20221108MI24626,2022-11-08,MI,Yes,Yes,38018,1,2,23570,0,No,No,38019,2,3,25227,0,,,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,MI-20221108_Eday80,23,Ballot Issue,G,Active Tabulation,I,Proposal,9 days early/in-person,True,True,True,2 - Promote the Vote,0,4800000,99,545139,8210166,True,20221108MI24626,2022-11-08,MI,Yes,Yes,38018,1,2,23570,0,No,No,38019,2,3,25227,0,,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,MI-20221108_Eday80,23,Ballot Issue,G,Active Tabulation,I,Proposal,9 days early/in-person,True,True,True,2 - Promote the Vote,0,4800000,99,610621,8210166,True,20221108MI24626,2022-11-08,MI,Yes,Yes,38018,1,2,23570,0,No,No,38019,2,3,25227,0,,,
