captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.56194.first,candidates.56194.last,candidates.56194.party,candidates.56194.candidateID,candidates.56194.ballotOrder,candidates.56194.polID,candidates.56194.polNum,candidates.56194.electWon,candidates.56195.first,candidates.56195.last,candidates.56195.party,candidates.56195.candidateID,candidates.56195.ballotOrder,candidates.56195.polID,candidates.56195.polNum,candidates.56195.electWon,candidates.56196.first,candidates.56196.last,candidates.56196.party,candidates.56196.candidateID,candidates.56196.ballotOrder,candidates.56196.polID,candidates.56196.polNum,candidates.56196.electWon,candidates.56219.first,candidates.56219.last,candidates.56219.incumbent,candidates.56219.party,candidates.56219.candidateID,candidates.56219.ballotOrder,candidates.56219.polID,candidates.56219.polNum,candidates.56219.electWon,candidates.56219.winnerDateTime
1667971032,2022-11-08 23:17:12 -0600,84fafb476f7846131500489058ff24997434ed54,UT-20221108_Eday80,45,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,90,608821,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,
1667971879,2022-11-08 23:31:19 -0600,e58483b4fb47a48c624446a947423840f5e4d94b,UT-20221108_Eday80,45,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,90,613861,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,
1667972675,2022-11-08 23:44:35 -0600,abc190fd74975557bf2546720ebdf83a0ace1d57,UT-20221108_Eday80,45,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,90,614334,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,
1667973424,2022-11-08 23:57:04 -0600,af3468c86121e4f756caa76aafa8fe74e6306883,UT-20221108_Eday80,45,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,90,614922,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,
1667973466,2022-11-08 23:57:46 -0600,99efdc0f1ed1d3ebdb4c01c2b3affc8219305bc0,UT-20221108_Eday80,45,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,90,614334,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,
1667973512,2022-11-08 23:58:32 -0600,c5b8277525be0367964460ee9775326f5b2cc341,UT-20221108_Eday80,45,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,90,614922,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,
1667973692,2022-11-09 00:01:32 -0600,ace2173236427104569b3ce7a51ec8e19284acf6,UT-20221108_Eday80,45,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,90,645418,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,UT-20221108_Eday80,45,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,90,645845,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,
1667975402,2022-11-09 00:30:02 -0600,1cb740bfe02888499fbb239b5454758b24512913,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,90,645845,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1667976306,2022-11-09 00:45:06 -0600,a65306ebcf7e41c11b1557bbe78229c6107820ce,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,90,659624,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1667977118,2022-11-09 00:58:38 -0600,166d3636d4ad2b271b1961e941eeb74972fe2b9a,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,90,688211,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1667981323,2022-11-09 02:08:43 -0600,b5f3db39a2b7f38cd8f1d18e952da1355d85c27d,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,90,689251,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1667985779,2022-11-09 03:22:59 -0600,af9ba99ad8f2bff9ef334fac2128203d4237fb3b,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,90,723108,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1667997277,2022-11-09 06:34:37 -0600,f72ac4b6667ab414d059a70d7f9a1da37cdf1a5d,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,99,723108,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1668039264,2022-11-09 18:14:24 -0600,11a51ce3d47fd1c8f0a7de4993bb47cfa92515f5,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,99,756321,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1668134785,2022-11-10 20:46:25 -0600,ffbeb9fc3a00f9b9914dc70f8fc99bc482c93fae,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,99,819402,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1668134829,2022-11-10 20:47:09 -0600,124aae7a51f8b24b01d2e2198668f4951279f827,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,99,756321,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1668134872,2022-11-10 20:47:52 -0600,e120aff305050b22a747790f908a7d0e7e5ce8e9,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,99,819402,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1668137416,2022-11-10 21:30:16 -0600,a7a3148b5366a398a80800937854c0494437ca00,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,99,826539,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1668138276,2022-11-10 21:44:36 -0600,b1d2a6a0c213c73a01ed38a3d1110782abe37600,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,99,868993,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1668141561,2022-11-10 22:39:21 -0600,43a844d42106700a2154d5b8e8a491e91162d92f,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,99,882212,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1668209797,2022-11-11 17:36:37 -0600,308092b4e79769ef8d465525ce9307beb07242c2,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,99,899330,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1668211558,2022-11-11 18:05:58 -0600,eb59cbea94ea39fec8ebcc032c6fc06a14cdcb64,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,99,900327,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1668212438,2022-11-11 18:20:38 -0600,625e97bee2b10ad35c621df6064230ee3bf2fbcb,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1250000,99,907687,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1668459798,2022-11-14 15:03:18 -0600,60fbbe29b7ea684d0c76e1fbe3f105a0207520cd,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1080580,99,907687,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1668463656,2022-11-14 16:07:36 -0600,2caf19782c940c3b6d8ed0106b6fdc64d37e366c,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1080580,99,911421,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1668470602,2022-11-14 18:03:22 -0600,64e19f2f8e3ba1e87bfeec59befddb1d1422e482,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1080580,99,942831,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1668522226,2022-11-15 08:23:46 -0600,fa1812160a2d034161067bb3b3da251110119b7d,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1080580,99,1002711,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1668557935,2022-11-15 18:18:55 -0600,89a6c26c3205c7b54b2f362a59a4e5e322aa59ff,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1080580,99,1002801,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:30.967Z
1668570120,2022-11-15 21:42:00 -0600,7a8f0de5b8aadcb54037fdb04aa0e449b4337b47,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1080580,99,1051602,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-16T03:41:38.515Z
1668643276,2022-11-16 18:01:16 -0600,6b4d8d3fe63fa7f1dead2a9fee69748e16e58274,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1080580,99,1052132,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:31.000Z
1668645066,2022-11-16 18:31:06 -0600,db5b2a567a5fe6ecef5bc3243126dffd23d46c12,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1080580,99,1053433,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:31.000Z
1668788856,2022-11-18 10:27:36 -0600,4455ab42466259cb7ad377f3272f252ab24a6bee,UT-20221108_Eday80,45,General,G,Gathering Certified Results,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1080580,99,1053539,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:31.000Z
1668877216,2022-11-19 11:00:16 -0600,ae78cff2e46a60963e26323fb60cd25bdd10a58a,UT-20221108_Eday80,45,General,G,Gathering Certified Results,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1080580,99,1064577,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:31.000Z
1669040161,2022-11-21 08:16:01 -0600,b20149c97ba822253c7b4afeea9a087475bc492e,UT-20221108_Eday80,45,General,G,Gathering Certified Results,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1086303,99,1064577,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:31.000Z
1669133674,2022-11-22 10:14:34 -0600,80de3865215bce3f8e2fefe06ae210165d616256,UT-20221108_Eday80,45,General,G,Gathering Certified Results,Called,S,U.S. Senate,Mike,Lee,GOP,56219,60693,50725,True,True,True,1086303,99,1067901,1686060,True,20221108UT46329,2022-11-08,UT,56219,Tommy,Williams,IAP,56194,4,70420,50907,0,Evan,McMullin,Una,56195,1,65775,50944,0,James,Hansen,Lib,56196,2,44253,51260,0,Mike,Lee,True,GOP,56219,3,60693,50725,0,2022-11-09T06:23:31.000Z
