captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,officeID,officeName,national,state,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.23995.last,candidates.23995.party,candidates.23995.candidateID,candidates.23995.ballotOrder,candidates.23995.polID,candidates.23995.polNum,candidates.23995.electWon,candidates.23996.last,candidates.23996.party,candidates.23996.candidateID,candidates.23996.ballotOrder,candidates.23996.polID,candidates.23996.polNum,candidates.23996.electWon,raceCallStatus,candidates.23995.winnerDateTime,isCertified
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1449623,99,656985,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1449623,99,796355,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,,,
1667967636,2022-11-08 22:20:36 -0600,1bed774242ed32fb5f86bc6fed50c68740cf5631,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1449623,99,903289,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,,,
1667968580,2022-11-08 22:36:20 -0600,8dda0f830e7e8651004cd9142ca946394c2bd364,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1449623,99,1031481,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,,,
1667969292,2022-11-08 22:48:12 -0600,27c0128769cb9950dd2d2f7b010376c6821eb8bd,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1449623,99,1070323,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,,,
1667969334,2022-11-08 22:48:54 -0600,564b670a16af98b12d8c8533dac3052916cfa498,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1449623,99,1031481,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,,,
1667969376,2022-11-08 22:49:36 -0600,4ac813ba060ccffdf02cdf61aae9dd9c0b214438,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1449623,99,1070323,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,,,
1667970114,2022-11-08 23:01:54 -0600,68b6dbb0ab0b313af53b82f98636ce9a824bdc54,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1449623,99,1085369,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1667970944,2022-11-08 23:15:44 -0600,ade12abccb70834d17788a299f1a5de3ad7d230d,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1247551,99,1085369,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1667973512,2022-11-08 23:58:32 -0600,c5b8277525be0367964460ee9775326f5b2cc341,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1247551,99,1126012,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1667974184,2022-11-09 00:09:44 -0600,5e29bdc6dd3e2b02c04e87a98f0009af6b85de6f,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1160837,99,1126012,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1667975072,2022-11-09 00:24:32 -0600,1160439825d46dbd816d3f7122a5cf79a867a03f,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1160837,99,1126022,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1667975855,2022-11-09 00:37:35 -0600,d40e181df232b9ad900add6b9f138db1906ff011,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1160837,99,1130102,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1667978339,2022-11-09 01:18:59 -0600,e64fd6d30c0bca643babf663d248b28fa9a45ee8,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1160837,99,1143999,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1668051313,2022-11-09 21:35:13 -0600,49df2d6fd9e1e9d7c07f91f75c9f87a3d86d7044,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1155555,99,1143999,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1668106280,2022-11-10 12:51:20 -0600,20adbe7bd2d799efed6ec0966d7c4f0f5c897bdc,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1155555,99,1143849,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1668106325,2022-11-10 12:52:05 -0600,ccee3dfc8cd4539034cfcd6c145f46288db19d80,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1155555,99,1143999,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1668106362,2022-11-10 12:52:42 -0600,3dd376dee092a9ab6211e18911211d6830ea5aee,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1155555,99,1143849,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1668108806,2022-11-10 13:33:26 -0600,df37e1af72f523f6a9fbcac07ed647315e8f7929,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1155555,99,1146599,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1668109694,2022-11-10 13:48:14 -0600,aea0429dd0d140076377d3fd04eb969af074fb97,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1155555,99,1146601,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1668117487,2022-11-10 15:58:07 -0600,fa0e9e771b570a676d97e8322d84a5406d850b4c,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1155555,99,1147382,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1668184423,2022-11-11 10:33:43 -0600,0ed8ec1ff175398053045e86b35836ed8dddd412,IA-20221108_Eday80,16,Ballot Issue,G,Active Tabulation,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1155555,99,1147396,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1668463187,2022-11-14 15:59:47 -0600,cc81693f05a2f5aedefc708643ea09f68e10d99a,IA-20221108_Eday80,16,Ballot Issue,G,Gathering Certified Results,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1155555,99,1147523,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1668527677,2022-11-15 09:54:37 -0600,422f16616990e40f5f96ebdf53bd63a7cce06d3f,IA-20221108_Eday80,16,Ballot Issue,G,Gathering Certified Results,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1155555,99,1147568,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1668544298,2022-11-15 14:31:38 -0600,326e1208393e7a0a94cf59cfadc255fd88c55725,IA-20221108_Eday80,16,Ballot Issue,G,Gathering Certified Results,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1155555,99,1147621,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1668551887,2022-11-15 16:38:07 -0600,258859da084dcd0c779bfb8aa24e676410d7ad30,IA-20221108_Eday80,16,Ballot Issue,G,Gathering Certified Results,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1155555,99,1147631,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1668612057,2022-11-16 09:20:57 -0600,466281b201f36d2231a679061e97b9c20095aa81,IA-20221108_Eday80,16,Ballot Issue,G,Gathering Certified Results,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1155555,99,1147664,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1668621104,2022-11-16 11:51:44 -0600,0aa38abd8b94e1edcc9a7f20805cd52125673aef,IA-20221108_Eday80,16,Ballot Issue,G,Gathering Certified Results,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1155555,99,1147703,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1668637757,2022-11-16 16:29:17 -0600,1601e3bb1281468247e2c8d53920046f3fe715ac,IA-20221108_Eday80,16,Ballot Issue,G,Gathering Certified Results,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1155555,99,1147812,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1668702739,2022-11-17 10:32:19 -0600,e741ad47e5fe53f6fdcefd51d84db9b5e6e7bfbc,IA-20221108_Eday80,16,Ballot Issue,G,Gathering Certified Results,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1155555,99,1147860,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1668725102,2022-11-17 16:45:02 -0600,1ef79368a72a84a8337fa7bcae4c21e41b95f623,IA-20221108_Eday80,16,Ballot Issue,G,Gathering Certified Results,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1155555,99,1147866,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,0.0,No,No,23996,2,3,17439,0.0,Called,2022-11-09T04:54:56.224Z,
1671219369,2022-12-16 13:36:09 -0600,906b6b42467ed68ba65efd3945e8dbeba6d0ea4b,IA-20221108_Eday80,16,Ballot Issue,G,Gathering Certified Results,I,Constitutional Amendment,True,True,1 - Right to Keep and Bear Arms,1,1148322,100,1148310,2174435,True,20221108IA17330,2022-11-08,IA,Yes,Yes,23995,1,2,17438,,No,No,23996,2,3,17439,,Called,2022-11-09T04:54:56.224Z,False
