captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.45085.first,candidates.45085.last,candidates.45085.abbrv,candidates.45085.incumbent,candidates.45085.party,candidates.45085.candidateID,candidates.45085.ballotOrder,candidates.45085.polID,candidates.45085.polNum,candidates.45085.electWon,candidates.46874.first,candidates.46874.last,candidates.46874.party,candidates.46874.candidateID,candidates.46874.ballotOrder,candidates.46874.polID,candidates.46874.polNum,candidates.46874.electWon,candidates.45085.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,RI-20221108_Eday80,40,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,192029,99,0,488699,True,20221108RI40015,2022-11-08,RI,45085,David,Cicilline,Cicillin,True,Dem,45085,2,39864,42571,0,Allen,Waters,GOP,46874,1,69417,43352,0,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,RI-20221108_Eday80,40,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,192029,99,1849,488699,True,20221108RI40015,2022-11-08,RI,45085,David,Cicilline,Cicillin,True,Dem,45085,2,39864,42571,0,Allen,Waters,GOP,46874,1,69417,43352,0,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,RI-20221108_Eday80,40,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,192029,99,4651,488699,True,20221108RI40015,2022-11-08,RI,45085,David,Cicilline,Cicillin,True,Dem,45085,2,39864,42571,0,Allen,Waters,GOP,46874,1,69417,43352,0,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,RI-20221108_Eday80,40,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,192029,99,15832,488699,True,20221108RI40015,2022-11-08,RI,45085,David,Cicilline,Cicillin,True,Dem,45085,2,39864,42571,0,Allen,Waters,GOP,46874,1,69417,43352,0,,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,RI-20221108_Eday80,40,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,192029,99,78007,488699,True,20221108RI40015,2022-11-08,RI,45085,David,Cicilline,Cicillin,True,Dem,45085,2,39864,42571,0,Allen,Waters,GOP,46874,1,69417,43352,0,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,RI-20221108_Eday80,40,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,192029,99,119528,488699,True,20221108RI40015,2022-11-08,RI,45085,David,Cicilline,Cicillin,True,Dem,45085,2,39864,42571,0,Allen,Waters,GOP,46874,1,69417,43352,0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,RI-20221108_Eday80,40,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,192029,99,78007,488699,True,20221108RI40015,2022-11-08,RI,45085,David,Cicilline,Cicillin,True,Dem,45085,2,39864,42571,0,Allen,Waters,GOP,46874,1,69417,43352,0,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,RI-20221108_Eday80,40,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,192029,99,137383,488699,True,20221108RI40015,2022-11-08,RI,45085,David,Cicilline,Cicillin,True,Dem,45085,2,39864,42571,0,Allen,Waters,GOP,46874,1,69417,43352,0,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,RI-20221108_Eday80,40,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,192029,99,119528,488699,True,20221108RI40015,2022-11-08,RI,45085,David,Cicilline,Cicillin,True,Dem,45085,2,39864,42571,0,Allen,Waters,GOP,46874,1,69417,43352,0,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,RI-20221108_Eday80,40,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,192029,99,120776,488699,True,20221108RI40015,2022-11-08,RI,45085,David,Cicilline,Cicillin,True,Dem,45085,2,39864,42571,0,Allen,Waters,GOP,46874,1,69417,43352,0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,192029,99,145261,488699,True,20221108RI40015,2022-11-08,RI,45085,David,Cicilline,Cicillin,True,Dem,45085,2,39864,42571,0,Allen,Waters,GOP,46874,1,69417,43352,0,2022-11-09T02:10:06.879Z,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,192029,99,146180,488699,True,20221108RI40015,2022-11-08,RI,45085,David,Cicilline,Cicillin,True,Dem,45085,2,39864,42571,0,Allen,Waters,GOP,46874,1,69417,43352,0,2022-11-09T02:10:06.879Z,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,192029,99,146947,488699,True,20221108RI40015,2022-11-08,RI,45085,David,Cicilline,Cicillin,True,Dem,45085,2,39864,42571,0,Allen,Waters,GOP,46874,1,69417,43352,0,2022-11-09T02:10:06.879Z,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,192029,99,146180,488699,True,20221108RI40015,2022-11-08,RI,45085,David,Cicilline,Cicillin,True,Dem,45085,2,39864,42571,0,Allen,Waters,GOP,46874,1,69417,43352,0,2022-11-09T02:10:06.879Z,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,192029,99,146947,488699,True,20221108RI40015,2022-11-08,RI,45085,David,Cicilline,Cicillin,True,Dem,45085,2,39864,42571,0,Allen,Waters,GOP,46874,1,69417,43352,0,2022-11-09T02:10:06.879Z,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,192029,99,149978,488699,True,20221108RI40015,2022-11-08,RI,45085,David,Cicilline,Cicillin,True,Dem,45085,2,39864,42571,0,Allen,Waters,GOP,46874,1,69417,43352,0,2022-11-09T02:10:06.879Z,
