captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.48468.first,candidates.48468.last,candidates.48468.abbrv,candidates.48468.party,candidates.48468.incumbent,candidates.48468.candidateID,candidates.48468.polID,candidates.48468.ballotOrder,candidates.48468.polNum,candidates.48468.electWon,candidates.49434.first,candidates.49434.last,candidates.49434.abbrv,candidates.49434.party,candidates.49434.candidateID,candidates.49434.polID,candidates.49434.ballotOrder,candidates.49434.polNum,candidates.49434.electWon,candidates.49637.first,candidates.49637.last,candidates.49637.party,candidates.49637.candidateID,candidates.49637.polID,candidates.49637.ballotOrder,candidates.49637.polNum,candidates.49637.electWon,candidates.48468.winnerDateTime
1668182438,2022-11-11 10:00:38 -0600,156aa259f7755d5a635c314a5ee5d709d5dd339d,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1714208,99,1697340,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668183309,2022-11-11 10:15:09 -0600,14a8aab15299aabc7ca897def37fb294d73221f2,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1714208,99,1697352,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668185826,2022-11-11 10:57:06 -0600,a355382f58b298e4392e6e2708c241956cd72069,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1714208,99,1697542,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668186686,2022-11-11 11:11:26 -0600,85ae4325cd164625a455e765a1317b65d09c77d5,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1714208,99,1697569,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668187558,2022-11-11 11:25:58 -0600,b064b64bd1be9865510ff7ba0f4770c5ed0ac107,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1714208,99,1697657,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668189334,2022-11-11 11:55:34 -0600,5f19c6b68d9ea81162eb2f607d69e648e1f22964,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1714208,99,1697669,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668190231,2022-11-11 12:10:31 -0600,212d1da323b0e5c7fdee26fcec5c95f61576805c,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1714208,99,1697707,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668193701,2022-11-11 13:08:21 -0600,051d1d2df0c659150e331fa5b2ce346de89ade42,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1714208,99,1697710,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668197926,2022-11-11 14:18:46 -0600,f8a8fab0e99ba356e8b6eff7e07fb4a772011883,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1714208,99,1697883,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668210845,2022-11-11 17:54:05 -0600,0152710ec697d8e306a4056d8f90ba907a1d6b3a,SC-20221108_Eday80,41,General,G,Tabulation Paused,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1714208,99,1698131,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668212524,2022-11-11 18:22:04 -0600,328ce05700bda800a36bfbefd1585530f62435ea,SC-20221108_Eday80,41,General,G,Tabulation Paused,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1714208,99,1698908,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668276378,2022-11-12 12:06:18 -0600,3de4a95eb418bdbbe4c1958f8c6e5f64365cd27d,SC-20221108_Eday80,41,General,G,Tabulation Paused,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1714208,99,1701699,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668439767,2022-11-14 09:29:27 -0600,1fa880c8a5f363dd95878365c41493e1d532e66f,SC-20221108_Eday80,41,General,G,Gathering Certified Results,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1714208,99,1701727,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668458313,2022-11-14 14:38:33 -0600,b4edd31763f397cd444fa6ec6dcec17ddca2e0d3,SC-20221108_Eday80,41,General,G,Gathering Certified Results,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1714208,99,1701729,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668537716,2022-11-15 12:41:56 -0600,38736ec3cb19c3640ff707a0fb3079d880cf3ccb,SC-20221108_Eday80,41,General,G,Gathering Certified Results,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1714208,99,1702018,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668717982,2022-11-17 14:46:22 -0600,4fb69625eb540d6618d9c560e30475ce9287c368,SC-20221108_Eday80,41,General,G,Gathering Certified Results,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1702018,100,1702018,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
