captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.48468.first,candidates.48468.last,candidates.48468.abbrv,candidates.48468.party,candidates.48468.incumbent,candidates.48468.candidateID,candidates.48468.polID,candidates.48468.ballotOrder,candidates.48468.polNum,candidates.48468.electWon,candidates.49434.first,candidates.49434.last,candidates.49434.abbrv,candidates.49434.party,candidates.49434.candidateID,candidates.49434.polID,candidates.49434.ballotOrder,candidates.49434.polNum,candidates.49434.electWon,candidates.49637.first,candidates.49637.last,candidates.49637.party,candidates.49637.candidateID,candidates.49637.polID,candidates.49637.ballotOrder,candidates.49637.polNum,candidates.49637.electWon,candidates.48468.winnerDateTime
1667969067,2022-11-08 22:44:27 -0600,73d0e74cb03400217dbc75a62135f42bc460c502,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1900000,99,1426555,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1667969942,2022-11-08 22:59:02 -0600,302c96144aa0d22b0603db04cac0928c1e8a79f9,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1900000,99,1451591,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1667970812,2022-11-08 23:13:32 -0600,1aa0c0767ec6f65018ec090a318d7ab5fec791c2,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1900000,99,1501186,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1667972473,2022-11-08 23:41:13 -0600,a29b2b07dc776af5545ee4ec64ead9d5ba96e873,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1900000,99,1509188,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1667975568,2022-11-09 00:32:48 -0600,0b16058e032a73c78e2e4b787403862608e151dd,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1900000,99,1582984,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1667976834,2022-11-09 00:53:54 -0600,66d316822c5fe8194918b7a1fd16a85b82525509,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1900000,99,1595124,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1667977730,2022-11-09 01:08:50 -0600,eb7c135f53880b948a2c1d8d800428a5719cefdc,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1900000,99,1630068,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1667979271,2022-11-09 01:34:31 -0600,36151de64a934e0a3464c1509e2a12dbafec30ba,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1900000,99,1630339,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1667986832,2022-11-09 03:40:32 -0600,b373c908906d2030d8c480d824b2d4d247fcda92,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1900000,99,1682589,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668012564,2022-11-09 10:49:24 -0600,73fc747fb402b16114c54146a29378be68e47e8e,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1900000,99,1682752,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668027771,2022-11-09 15:02:51 -0600,edc88da9e2f7c8cdb5bef9a6a6da871910edaac4,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1900000,99,1693660,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668027812,2022-11-09 15:03:32 -0600,0a42c061fc15d21481dccf46ae01e69325d1c895,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1900000,99,1682752,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668027853,2022-11-09 15:04:13 -0600,2c247452c79b04953266c6191125d7c5864ad770,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1900000,99,1693660,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668043013,2022-11-09 19:16:53 -0600,99b14fa3a44ee71bdff622024b1a59d3398390e8,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1900000,99,1694162,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668043055,2022-11-09 19:17:35 -0600,9423ae1f29fe73be11377b81ec7ad16041ef4445,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1900000,99,1693660,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668043097,2022-11-09 19:18:17 -0600,b775f001c839b5bdc44073756e0a81fa446b7520,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1900000,99,1694162,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668093199,2022-11-10 09:13:19 -0600,d34cd975bc45172c4643e8bc7a744bf484e0df0c,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1783328,99,1694162,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668097874,2022-11-10 10:31:14 -0600,9bd406d48f5c40bcada0bee1e963247d0d7cd21d,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1714208,99,1697066,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668112735,2022-11-10 14:38:55 -0600,815fa304d11956fc7ee79e7053d98976f9fe25b6,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1714208,99,1697093,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668112777,2022-11-10 14:39:37 -0600,27ed3d26618c8b4fcf5d779042b0ed066963be9c,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1714208,99,1697066,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668112819,2022-11-10 14:40:19 -0600,4d5b1b356c721daef2d9b9d370e27665cd6854c7,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1714208,99,1697093,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
1668180782,2022-11-11 09:33:02 -0600,4a096e115705f19399cbdf58d73ef0d04699cfaa,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,G,Governor,Henry,McMaster,GOP,48468,40378,44060,True,True,True,1714208,99,1697121,2850000,True,20221108SC41191,2022-11-08,SC,48468,Henry,McMaster,McMastr,GOP,True,48468,40378,2,44060,0,Joe,Cunningham,Cnnngh,Dem,49434,66886,1,44422,0,Bruce,Reeves,Lib,49637,60672,3,44979,0,2022-11-09T01:48:59.779Z
