captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.61330.first,candidates.61330.last,candidates.61330.party,candidates.61330.incumbent,candidates.61330.candidateID,candidates.61330.polID,candidates.61330.ballotOrder,candidates.61330.polNum,candidates.61330.electWon,candidates.62959.first,candidates.62959.last,candidates.62959.party,candidates.62959.candidateID,candidates.62959.polID,candidates.62959.ballotOrder,candidates.62959.polNum,candidates.62959.electWon,candidates.61330.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TX-20221108_Eday62,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"N San Ant, Austin subs",True,District 21,21,308492,99,0,1103044,True,20221108TX45891,2022-11-08,TX,61330,Chip,Roy,GOP,True,61330,66080,2,52310,0,Claudia,Zapata,Dem,62959,69855,1,53033,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,TX-20221108_Eday80,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"N San Ant, Austin subs",True,District 21,21,328762,99,0,1103044,True,20221108TX45891,2022-11-08,TX,61330,Chip,Roy,GOP,True,61330,66080,2,52310,0,Claudia,Zapata,Dem,62959,69855,1,53033,0,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"N San Ant, Austin subs",True,District 21,21,328762,99,0,1103044,True,20221108TX45891,2022-11-08,TX,61330,Chip,Roy,GOP,True,61330,66080,2,52310,0,Claudia,Zapata,Dem,62959,69855,1,53033,0,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"N San Ant, Austin subs",True,District 21,21,328762,99,23902,1103044,True,20221108TX45891,2022-11-08,TX,61330,Chip,Roy,GOP,True,61330,66080,2,52310,0,Claudia,Zapata,Dem,62959,69855,1,53033,0,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"N San Ant, Austin subs",True,District 21,21,328762,99,24301,1103044,True,20221108TX45891,2022-11-08,TX,61330,Chip,Roy,GOP,True,61330,66080,2,52310,0,Claudia,Zapata,Dem,62959,69855,1,53033,0,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"N San Ant, Austin subs",True,District 21,21,328762,99,36138,1103044,True,20221108TX45891,2022-11-08,TX,61330,Chip,Roy,GOP,True,61330,66080,2,52310,0,Claudia,Zapata,Dem,62959,69855,1,53033,0,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"N San Ant, Austin subs",True,District 21,21,328762,99,128233,1103044,True,20221108TX45891,2022-11-08,TX,61330,Chip,Roy,GOP,True,61330,66080,2,52310,0,Claudia,Zapata,Dem,62959,69855,1,53033,0,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"N San Ant, Austin subs",True,District 21,21,328762,99,172953,1103044,True,20221108TX45891,2022-11-08,TX,61330,Chip,Roy,GOP,True,61330,66080,2,52310,0,Claudia,Zapata,Dem,62959,69855,1,53033,0,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"N San Ant, Austin subs",True,District 21,21,328762,99,169198,1103044,True,20221108TX45891,2022-11-08,TX,61330,Chip,Roy,GOP,True,61330,66080,2,52310,0,Claudia,Zapata,Dem,62959,69855,1,53033,0,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"N San Ant, Austin subs",True,District 21,21,328762,99,172953,1103044,True,20221108TX45891,2022-11-08,TX,61330,Chip,Roy,GOP,True,61330,66080,2,52310,0,Claudia,Zapata,Dem,62959,69855,1,53033,0,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"N San Ant, Austin subs",True,District 21,21,328762,99,236735,1103044,True,20221108TX45891,2022-11-08,TX,61330,Chip,Roy,GOP,True,61330,66080,2,52310,0,Claudia,Zapata,Dem,62959,69855,1,53033,0,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"N San Ant, Austin subs",True,District 21,21,328762,99,240074,1103044,True,20221108TX45891,2022-11-08,TX,61330,Chip,Roy,GOP,True,61330,66080,2,52310,0,Claudia,Zapata,Dem,62959,69855,1,53033,0,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"N San Ant, Austin subs",True,District 21,21,328762,99,244470,1103044,True,20221108TX45891,2022-11-08,TX,61330,Chip,Roy,GOP,True,61330,66080,2,52310,0,Claudia,Zapata,Dem,62959,69855,1,53033,0,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"N San Ant, Austin subs",True,District 21,21,328350,99,244470,1103044,True,20221108TX45891,2022-11-08,TX,61330,Chip,Roy,GOP,True,61330,66080,2,52310,0,Claudia,Zapata,Dem,62959,69855,1,53033,0,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"N San Ant, Austin subs",True,District 21,21,328350,99,252633,1103044,True,20221108TX45891,2022-11-08,TX,61330,Chip,Roy,GOP,True,61330,66080,2,52310,0,Claudia,Zapata,Dem,62959,69855,1,53033,0,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"N San Ant, Austin subs",True,District 21,21,324918,99,263574,1103044,True,20221108TX45891,2022-11-08,TX,61330,Chip,Roy,GOP,True,61330,66080,2,52310,0,Claudia,Zapata,Dem,62959,69855,1,53033,0,
1667967767,2022-11-08 22:22:47 -0600,d2b302ebb94fe21871c9483192bb3df9a98f2ac1,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"N San Ant, Austin subs",True,District 21,21,325711,99,279096,1103044,True,20221108TX45891,2022-11-08,TX,61330,Chip,Roy,GOP,True,61330,66080,2,52310,0,Claudia,Zapata,Dem,62959,69855,1,53033,0,2022-11-09T04:12:22.511Z
1667968622,2022-11-08 22:37:02 -0600,e74479d04a2cbc206da9d05d88b7661e84a5267c,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"N San Ant, Austin subs",True,District 21,21,333818,99,286813,1103044,True,20221108TX45891,2022-11-08,TX,61330,Chip,Roy,GOP,True,61330,66080,2,52310,0,Claudia,Zapata,Dem,62959,69855,1,53033,0,2022-11-09T04:12:22.511Z
1667969419,2022-11-08 22:50:19 -0600,01bf108661ea741dad657f108c5a84b69d73a32c,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"N San Ant, Austin subs",True,District 21,21,333818,99,294181,1103044,True,20221108TX45891,2022-11-08,TX,61330,Chip,Roy,GOP,True,61330,66080,2,52310,0,Claudia,Zapata,Dem,62959,69855,1,53033,0,2022-11-09T04:12:22.511Z
1667970241,2022-11-08 23:04:01 -0600,d53bae4b64596045c97e6eb2ac077f70fc0cec78,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"N San Ant, Austin subs",True,District 21,21,333818,99,297026,1103044,True,20221108TX45891,2022-11-08,TX,61330,Chip,Roy,GOP,True,61330,66080,2,52310,0,Claudia,Zapata,Dem,62959,69855,1,53033,0,2022-11-09T04:12:22.511Z
