captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.6176.first,candidates.6176.last,candidates.6176.abbrv,candidates.6176.party,candidates.6176.candidateID,candidates.6176.polID,candidates.6176.ballotOrder,candidates.6176.polNum,candidates.6176.electWon,candidates.6178.first,candidates.6178.last,candidates.6178.abbrv,candidates.6178.party,candidates.6178.candidateID,candidates.6178.polID,candidates.6178.ballotOrder,candidates.6178.polNum,candidates.6178.electWon,candidates.6178.winnerDateTime,isCertified
1667978300,2022-11-09 01:18:20 -0600,cc039c86c955ff3ce99cab7d92b061779609269e,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,394274,99,229199,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1667981884,2022-11-09 02:18:04 -0600,1d01d3e7b1a7d975fd5163dbde647aabc94b3598,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,394274,99,238741,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1667982754,2022-11-09 02:32:34 -0600,7ca68f8ef320b98b699412f31fe7addeef9565e0,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,394274,99,239853,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1667985336,2022-11-09 03:15:36 -0600,e680c144e30a7078448ff3666071965db0334e66,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,394274,99,239856,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1667986188,2022-11-09 03:29:48 -0600,64f0dd4fc7a8de22a11d1603592ffce335504ee7,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,394274,99,241381,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1667989241,2022-11-09 04:20:41 -0600,ecd9fb0f9a32ee803b2df09a44e32a9bfebbebb4,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,394274,99,241896,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1667994389,2022-11-09 05:46:29 -0600,cd37fd0a448ec19984c5ed930088cab25a659984,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,394274,99,254312,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1668025644,2022-11-09 14:27:24 -0600,8b921254990b6df7c2cda2ad178eaeaea9e04e53,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,370946,99,254312,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1668026438,2022-11-09 14:40:38 -0600,5172ba76f7b533cb41ea2f5176610546d3ba5817,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,370946,99,256259,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1668027273,2022-11-09 14:54:33 -0600,2dcc92f8422e54f862abf94db2cf5ffcb9b8f379,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,368560,99,256259,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1668029016,2022-11-09 15:23:36 -0600,b2f979ee917d6fa32261cf8c9457d8f052f0cfe5,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,370829,99,256259,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1668041680,2022-11-09 18:54:40 -0600,41a0cb521937235657d79dd9a33f7ee772b5ab76,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,370829,99,267126,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1668042554,2022-11-09 19:09:14 -0600,0fb9e8ba623c1ed4a925eb97f3d7247936838db1,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,370829,99,269166,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1668113698,2022-11-10 14:54:58 -0600,c78f8c3f328927ace3d54cf502f7dea2853ed8cb,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,370829,99,269322,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1668119636,2022-11-10 16:33:56 -0600,8b08cdd0d5a46906ec382d1ff98dc0e31b0e5559,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,355972,99,269322,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1668120474,2022-11-10 16:47:54 -0600,8015256161fedcaa7dd72a4e1a381213e8fe1b52,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,343335,99,269322,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1668128176,2022-11-10 18:56:16 -0600,fc18b90a8af15a7882b64d8fa0ebdbfbfda681b3,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,343335,99,272962,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1668129729,2022-11-10 19:22:09 -0600,0c4844dde34a486799b31f81e91a5c94cad86243,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,347292,99,272962,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1668130525,2022-11-10 19:35:25 -0600,0a17532259e369df7dd6ca39ccc35e294db608e6,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,347292,99,293332,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1668277963,2022-11-12 12:32:43 -0600,295178e79369a6e0d16f4a824a8a2c2a62f7a0b4,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,346631,99,293332,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1668279642,2022-11-12 13:00:42 -0600,e318f54b1ed1466e5d1b8fd5c66b265c28318e45,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,343015,99,293332,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1668281305,2022-11-12 13:28:25 -0600,2ec6a2fd32eaf58f5a66382417925c27eb1dd8eb,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,339087,99,293332,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1668319197,2022-11-12 23:59:57 -0600,c51592b39c2d614909b11fea2a67c219039dffdd,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,339087,99,316361,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1668367749,2022-11-13 13:29:09 -0600,e5bf82ff5623c13c8051ffc775f97a4fb3c49000,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,338286,99,316361,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1668369549,2022-11-13 13:59:09 -0600,6b9e505b44f0244500640e62a1a6ec860e2f0008,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,335837,99,316361,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,,
1668378029,2022-11-13 16:20:29 -0600,6066b6b546b920165401f56137598a426fc28931,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,335837,99,316361,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,
1668446296,2022-11-14 11:18:16 -0600,d24c5a9b5fba3cb2ec72b119ca8da97c5f9901bd,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,332856,99,316361,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,
1668449512,2022-11-14 12:11:52 -0600,b1bcb5bd2d29e98124e0ea93dcf50792e75f2e83,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,332280,99,316361,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,
1668473812,2022-11-14 18:56:52 -0600,c8be4acf2022b2efab3c55285dbd8b3e956b217a,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,332280,99,316754,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,
1668475914,2022-11-14 19:31:54 -0600,17b30601fe561fe0e0563bec8b8880b056e12262,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,332280,99,330482,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,
1668476898,2022-11-14 19:48:18 -0600,9dec7d2ee1a4874d23d33cddb04c3374488d5ee3,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,339787,99,330482,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,
1668479308,2022-11-14 20:28:28 -0600,048a5508e8703a803a6353a2bd8764bc99758abe,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,339773,99,330482,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,
1668531286,2022-11-15 10:54:46 -0600,132747e925f0e1fd863d1ae90470c662f024abc1,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,340025,99,330482,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,
1668531558,2022-11-15 10:59:18 -0600,df5f035f9e573be9ecd06e0c17d59fe713e26010,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,340025,99,334019,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,
1668545992,2022-11-15 14:59:52 -0600,d845a1f9658ed554494ebd1a70075204f022f72e,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,343034,99,334019,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,
1668550467,2022-11-15 16:14:27 -0600,259a63c3d9de7e84ab0bde2d9b046d91c5ef9a99,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,343034,99,334216,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,
1668551580,2022-11-15 16:33:00 -0600,7815a0a5af22ab58042f1ef23c17407774ccb467,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,342981,99,334216,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,
1668619792,2022-11-16 11:29:52 -0600,529d464c8cbd22a86038050b867d09144e78d37a,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,342819,99,334314,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,
1668634374,2022-11-16 15:32:54 -0600,46590f1df8baffe26a2240114a4aa728865b7229,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,342819,99,334346,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,
1668636866,2022-11-16 16:14:26 -0600,90f40b02e3368eecb44aa950ee2e582d2659b412,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,342851,99,334346,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,
1668641643,2022-11-16 17:34:03 -0600,8d5a6aa47d4f6f6fb885cec7a4df7d71f9a06e4a,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,343279,99,339500,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,
1668789629,2022-11-18 10:40:29 -0600,69d0b2fd6dd31c9cf380d941a99d185772ccce91,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,343279,99,339500,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,
1668877216,2022-11-19 11:00:16 -0600,ae78cff2e46a60963e26323fb60cd25bdd10a58a,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,343279,99,339812,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,
1669133848,2022-11-22 10:17:28 -0600,cdfa4cb5e447f05eaa02b04a326d1a7293b0c18f,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,343279,99,344596,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,
1669144091,2022-11-22 13:08:11 -0600,d3e26fa8531914e3de046590149b9e866996ecf1,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,343279,99,345087,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,False
1669146234,2022-11-22 13:43:54 -0600,7e9e3aa95db90f10dede9405c727b91c380196e3,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,348573,99,345319,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,False
1669156606,2022-11-22 16:36:46 -0600,4ff1c515f8aca529fb09e973ac336a7d992ea3c0,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,348807,99,345319,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,False
1669660762,2022-11-28 12:39:22 -0600,566da8688668c932fcd9ae155ef789a1cb13c6da,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,348807,99,345557,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,False
1669667071,2022-11-28 14:24:31 -0600,99f8becd70a811a9a6ce966d206775ef93e85a15,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,348973,99,345557,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,False
1669688195,2022-11-28 20:16:35 -0600,97aff1b9807a3de9bfaca9eb7b5382a5539efa21,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,349047,99,345557,923615,True,20221108OR38532,2022-11-08,OR,Jamie,McLeod-Skinner,McLd-S,Dem,6176,66718,2,40941,0.0,Lori,Chavez-DeRemer,ChvzDR,GOP,6178,70186,1,40882,0.0,2022-11-13T22:20:08.941Z,False
