captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.13873.first,candidates.13873.last,candidates.13873.party,candidates.13873.candidateID,candidates.13873.ballotOrder,candidates.13873.polID,candidates.13873.polNum,candidates.13873.electWon,candidates.13875.first,candidates.13875.last,candidates.13875.abbrv,candidates.13875.party,candidates.13875.candidateID,candidates.13875.ballotOrder,candidates.13875.polID,candidates.13875.polNum,candidates.13875.electWon,candidates.14108.first,candidates.14108.last,candidates.14108.party,candidates.14108.candidateID,candidates.14108.ballotOrder,candidates.14108.polID,candidates.14108.polNum,candidates.14108.electWon,candidates.13873.winnerDateTime,isCertified
1667970027,2022-11-08 23:00:27 -0600,0d3c5c12e1d5e510cd8a9d7ec7188e7376d3702a,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,264809,99,163534,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1667970812,2022-11-08 23:13:32 -0600,1aa0c0767ec6f65018ec090a318d7ab5fec791c2,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,264809,99,168514,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1667972473,2022-11-08 23:41:13 -0600,a29b2b07dc776af5545ee4ec64ead9d5ba96e873,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,264809,99,169884,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1667975114,2022-11-09 00:25:14 -0600,7de9a48755736c6c6b0e73777ec236e813c5ce50,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,264809,99,172238,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1667975154,2022-11-09 00:25:54 -0600,e385cf3ed45230deb4315fbba874f4f4144f56b6,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,264809,99,169884,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1667975196,2022-11-09 00:26:36 -0600,e7c0ff159fd1c173ed3e565feb144ed98be0c89e,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,264809,99,172238,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1667976834,2022-11-09 00:53:54 -0600,66d316822c5fe8194918b7a1fd16a85b82525509,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,264809,99,172464,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1667978542,2022-11-09 01:22:22 -0600,643a62c46ea55cf4fad03f9b86a6bd47ba933cb2,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,264809,99,174360,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1667978624,2022-11-09 01:23:44 -0600,97e704602754dedf1a218b99d26e3136f940ebe6,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,264809,99,172464,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1667978664,2022-11-09 01:24:24 -0600,73bce36c5ea8401647e246b61818fdde84855229,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,264809,99,174360,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1667979433,2022-11-09 01:37:13 -0600,b7be8d17f50fbb84fade52b1ec374c1ebe32c0c9,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,264809,99,176775,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1667982835,2022-11-09 02:33:55 -0600,8e48ed8e0efd40f8d0dda28d27448766e0119b60,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,261601,99,176775,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668019557,2022-11-09 12:45:57 -0600,362cdef085254557e6847a97ff2eec626aa21994,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,199891,99,176775,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668020398,2022-11-09 12:59:58 -0600,778fa3fdf0fd52cbf6813b33811c1a8ea6810b82,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,195374,99,176775,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668022974,2022-11-09 13:42:54 -0600,a11dc43a9075d05d62ad127e02a2dc10aa2604c0,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,195374,99,181265,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668024611,2022-11-09 14:10:11 -0600,55625e65c0c389ad7fcce801ce3345c08242089c,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,197072,99,181265,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668032169,2022-11-09 16:16:09 -0600,34374ee6f282323c9f4bce5efec496c6f297ec06,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,197072,99,186444,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668033008,2022-11-09 16:30:08 -0600,472c6572149aad4c40b593e8275726a67dbbd71b,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,197836,99,186444,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668033052,2022-11-09 16:30:52 -0600,d8bd1bd03434ba1b5902d4ca152239105e14b506,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,197072,99,186444,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668033094,2022-11-09 16:31:34 -0600,98da3999dc259e93a6fc6dd2caad1e6bcd653b18,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,197836,99,186444,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668033905,2022-11-09 16:45:05 -0600,5ba00d7830661b15b810e5cbdf2badada77a1adc,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,226045,99,186444,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668039895,2022-11-09 18:24:55 -0600,721b009d3372c73dc09737bf7397ddcb3f27a8d2,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,226045,99,192232,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668040707,2022-11-09 18:38:27 -0600,aa985fb3a316396a67656cec0312322ec8e91ae8,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,226045,99,200052,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668042387,2022-11-09 19:06:27 -0600,f547926eea0e021b6f64e3f6fbd99a4d77e6fd11,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,226116,99,200487,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668042428,2022-11-09 19:07:08 -0600,7a95a3eadbf7e7083a99c40f7a28cf3bb008b583,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,226045,99,200052,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668042471,2022-11-09 19:07:51 -0600,e4c66fc1f11eee666d50a5689d18d03deecb9d24,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,226116,99,200487,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668051271,2022-11-09 21:34:31 -0600,bd927cb6299656d05f9c8a8e2467fdb2e0a92cdd,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,226116,99,205688,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668053962,2022-11-09 22:19:22 -0600,491de5a62212c08e09994f47260d9979605eb531,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,226116,99,210942,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668054004,2022-11-09 22:20:04 -0600,4888c5ca9aea8a293b5e4b0d80495b33baa5e2e7,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,226116,99,205688,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668054046,2022-11-09 22:20:46 -0600,561a71af259aaea8dc0eb7eefacf94cc75205e3a,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,226116,99,210942,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668094754,2022-11-10 09:39:14 -0600,3064e94f7b24d3c0612e7a5672db08a1aee42019,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,230586,99,210942,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668104737,2022-11-10 12:25:37 -0600,dbdbf574ab0d02519d0c12051f185c75cbb2430c,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,233088,99,213419,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668106491,2022-11-10 12:54:51 -0600,ba2918e01531cbcd92cca30b04e691bc5b246965,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,238738,99,213419,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668108090,2022-11-10 13:21:30 -0600,572f21384f96b2daa810979aa3cc46fd3727c2f9,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,240419,99,213419,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668115719,2022-11-10 15:28:39 -0600,47ecb2bffa4e6756f2c763ad5031322e717c881b,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,240419,99,221215,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668129055,2022-11-10 19:10:55 -0600,62db12d38e5166df0573c7409d27f5f292655690,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,240419,99,230911,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668129097,2022-11-10 19:11:37 -0600,6bb05d8de998cb5bdd50a87158875d424e1ccb84,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,240419,99,221215,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668129141,2022-11-10 19:12:21 -0600,ff6c524fd5805e2bfd0b96ef2f467fd7155b32d8,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,240419,99,230911,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668130830,2022-11-10 19:40:30 -0600,4a41f009b64f1b38ba1a5b4be3182931ce380762,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,236653,99,230911,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668183684,2022-11-11 10:21:24 -0600,860293752e57a85502432b54029bf61909bf0262,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,236195,99,230911,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668193161,2022-11-11 12:59:21 -0600,918ed076fe4363a9fe998df437480d9bf2a75756,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,236195,99,231920,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668193950,2022-11-11 13:12:30 -0600,5ab19bddabcc5aebfb270bc7be9265144cba6824,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,236554,99,231920,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668451216,2022-11-14 12:40:16 -0600,ca3fb5b8eab643eb0943c25aef7e4a8899cd2d59,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,235125,99,231920,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668460065,2022-11-14 15:07:45 -0600,921071a3dc16be1caa0c37a6a2a1e4e1563ce356,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,234262,99,231920,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668529341,2022-11-15 10:22:21 -0600,2c42ebbe1a49407fb699ad608fd3407475ac54a9,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,233270,99,231920,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668541081,2022-11-15 13:38:01 -0600,d3b98faa430f10661a0e4e39b561f5f2d97f5fba,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,233287,99,231920,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,,
1668585113,2022-11-16 01:51:53 -0600,b82aa9de9f8ab0994d5af17bb6ba7ccbd93ff149,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,233287,99,231920,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,2022-11-15T19:37:36.315Z,
1668719447,2022-11-17 15:10:47 -0600,638912b5c44758d43965c39c6263a0808361e254,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,233287,99,233370,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,2022-11-15T19:37:36.315Z,
