captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.6625.first,candidates.6625.last,candidates.6625.party,candidates.6625.incumbent,candidates.6625.candidateID,candidates.6625.polID,candidates.6625.ballotOrder,candidates.6625.polNum,candidates.6625.electWon,candidates.9518.first,candidates.9518.last,candidates.9518.abbrv,candidates.9518.party,candidates.9518.candidateID,candidates.9518.polID,candidates.9518.ballotOrder,candidates.9518.polNum,candidates.9518.electWon,candidates.6625.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,WA-20221108_Eday62,48,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"West, Olympic Peninsula",True,District 6,6,343627,99,0,999633,True,20221108WA48015,2022-11-08,WA,6625,Derek,Kilmer,Dem,True,6625,62296,1,50536,0.0,Elizabeth,Kreiselmaier,Kreislmr,GOP,9518,68929,2,52098,0.0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,WA-20221108_Eday80,48,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"West, Olympic Peninsula",True,District 6,6,355327,70,0,999633,True,20221108WA48015,2022-11-08,WA,6625,Derek,Kilmer,Dem,True,6625,62296,1,50536,0.0,Elizabeth,Kreiselmaier,Kreislmr,GOP,9518,68929,2,52098,0.0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"West, Olympic Peninsula",True,District 6,6,355327,70,98791,999633,True,20221108WA48015,2022-11-08,WA,6625,Derek,Kilmer,Dem,True,6625,62296,1,50536,0.0,Elizabeth,Kreiselmaier,Kreislmr,GOP,9518,68929,2,52098,0.0,,
1667968138,2022-11-08 22:28:58 -0600,78be3d1941803188124b187362be51adf1e8fdfb,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"West, Olympic Peninsula",True,District 6,6,355327,70,218410,999633,True,20221108WA48015,2022-11-08,WA,6625,Derek,Kilmer,Dem,True,6625,62296,1,50536,0.0,Elizabeth,Kreiselmaier,Kreislmr,GOP,9518,68929,2,52098,0.0,,
1667969723,2022-11-08 22:55:23 -0600,b509b5bfc09bde62e91159629c11e0b7e48daab9,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"West, Olympic Peninsula",True,District 6,6,375430,70,218410,999633,True,20221108WA48015,2022-11-08,WA,6625,Derek,Kilmer,Dem,True,6625,62296,1,50536,0.0,Elizabeth,Kreiselmaier,Kreislmr,GOP,9518,68929,2,52098,0.0,,
1667971482,2022-11-08 23:24:42 -0600,23c628a73988ac759f27061cca400c61ae3577c8,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,"West, Olympic Peninsula",True,District 6,6,375430,70,218410,999633,True,20221108WA48015,2022-11-08,WA,6625,Derek,Kilmer,Dem,True,6625,62296,1,50536,0.0,Elizabeth,Kreiselmaier,Kreislmr,GOP,9518,68929,2,52098,0.0,2022-11-09T05:13:48.387Z,
1668040192,2022-11-09 18:29:52 -0600,84de7b82dddd19d7fe312deb250f7a2af8e6320b,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,"West, Olympic Peninsula",True,District 6,6,375430,70,231255,999633,True,20221108WA48015,2022-11-08,WA,6625,Derek,Kilmer,Dem,True,6625,62296,1,50536,0.0,Elizabeth,Kreiselmaier,Kreislmr,GOP,9518,68929,2,52098,0.0,2022-11-09T05:13:48.387Z,
1668041848,2022-11-09 18:57:28 -0600,6524f5156d5c251e0edd9bbc637f999a8a3c1af8,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,"West, Olympic Peninsula",True,District 6,6,375430,70,235400,999633,True,20221108WA48015,2022-11-08,WA,6625,Derek,Kilmer,Dem,True,6625,62296,1,50536,0.0,Elizabeth,Kreiselmaier,Kreislmr,GOP,9518,68929,2,52098,0.0,2022-11-09T05:13:48.387Z,
1668045154,2022-11-09 19:52:34 -0600,47a54ec94addfae341ba5b48ee15577c3dc6331b,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,"West, Olympic Peninsula",True,District 6,6,375430,70,239056,999633,True,20221108WA48015,2022-11-08,WA,6625,Derek,Kilmer,Dem,True,6625,62296,1,50536,0.0,Elizabeth,Kreiselmaier,Kreislmr,GOP,9518,68929,2,52098,0.0,2022-11-09T05:13:48.387Z,
1668047773,2022-11-09 20:36:13 -0600,e8d39aafe9e25cfc50875999ce7a7f32543ab430,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,"West, Olympic Peninsula",True,District 6,6,375430,70,245028,999633,True,20221108WA48015,2022-11-08,WA,6625,Derek,Kilmer,Dem,True,6625,62296,1,50536,0.0,Elizabeth,Kreiselmaier,Kreislmr,GOP,9518,68929,2,52098,0.0,2022-11-09T05:13:48.387Z,
