captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt,candidates.1.colorIndex
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108WA48015,live,0.0,WA,Washington,48,1,2022-11-09T03:00:00.000Z,state,0,2022-11-07T03:28:07.462Z,0,634,0.0,6625,0,0.0,9518,0,0.0,343627,99,0,999633,0,0,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108WA48015,live,0.0,WA,Washington,48,1,2022-11-09T04:00:00.000Z,state,0,2022-11-08T20:20:24.801Z,0,634,0.0,6625,0,0.0,9518,0,0.0,355327,70,0,999633,0,0,,,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,20221108WA48015,live,6.8,WA,Washington,48,1,2022-11-09T04:00:00.000Z,state,0,2022-11-09T04:08:38.776Z,43,634,0.0,6625,13835,57.27,9518,10322,42.73,355327,70,24157,999633,0,43,0.0,,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,20221108WA48015,live,27.8,WA,Washington,48,1,2022-11-09T04:00:00.000Z,state,0,2022-11-09T04:11:28.585Z,176,634,0.0,6625,62101,62.86,9518,36690,37.14,355327,70,98791,999633,0,176,0.0,,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,20221108WA48015,live,57.12,WA,Washington,48,1,2022-11-09T04:00:00.000Z,state,0,2022-11-09T04:17:37.963Z,362,634,0.0,6625,123657,60.93,9518,79300,39.07,355327,70,202957,999633,0,362,0.0,,,
1667967816,2022-11-08 22:23:36 -0600,d408c38a39cd0e703677d5a02a0d39ca6987e85c,20221108WA48015,live,57.12,WA,Washington,48,1,2022-11-09T04:00:00.000Z,state,0,2022-11-09T04:19:05.995Z,362,634,0.0,6625,123657,60.93,9518,79300,39.07,355327,70,202957,999633,0,362,0.0,,,
1667967905,2022-11-08 22:25:05 -0600,7b53fc8cb8c53477e9f4fecf82fac92988ee5275,20221108WA48015,live,61.47,WA,Washington,48,1,2022-11-09T04:00:00.000Z,state,0,2022-11-09T04:23:06.601Z,390,634,0.0,6625,135096,61.85,9518,83314,38.15,355327,70,218410,999633,0,390,0.0,,,
1667968092,2022-11-08 22:28:12 -0600,c3a7bcfa6d57d19e0339cd5eff437c13c5a7dec5,20221108WA48015,live,61.47,WA,Washington,48,1,2022-11-09T04:00:00.000Z,state,0,2022-11-09T04:27:54.717Z,390,634,0.0,6625,135096,61.85,9518,83314,38.15,355327,70,218410,999633,0,390,0.0,,,
1667968494,2022-11-08 22:34:54 -0600,cfbd241bb06919184c9a5ad42a24eb60bc59879a,20221108WA48015,live,61.47,WA,Washington,48,1,2022-11-09T04:00:00.000Z,state,0,2022-11-09T04:34:06.577Z,390,634,0.0,6625,135096,61.85,9518,83314,38.15,355327,70,218410,999633,0,390,0.0,,,
1667969292,2022-11-08 22:48:12 -0600,27c0128769cb9950dd2d2f7b010376c6821eb8bd,20221108WA48015,live,58.18,WA,Washington,48,1,2022-11-09T04:00:00.000Z,state,0,2022-11-09T04:47:21.837Z,369,634,0.0,6625,135096,61.85,9518,83314,38.15,375430,70,218410,999633,0,369,0.0,,,
1667970985,2022-11-08 23:16:25 -0600,458b8c029ed943a1966fd047ace4d102323e3185,20221108WA48015,live,58.18,WA,Washington,48,1,2022-11-09T04:00:00.000Z,state,0,2022-11-09T05:13:48.580Z,369,634,0.0,6625,135096,61.85,9518,83314,38.15,375430,70,218410,999633,0,369,0.0,X,2022-11-09T05:13:48.387Z,
