captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.22878.first,candidates.22878.last,candidates.22878.party,candidates.22878.candidateID,candidates.22878.polID,candidates.22878.ballotOrder,candidates.22878.polNum,candidates.22878.electWon,candidates.22879.first,candidates.22879.last,candidates.22879.abbrv,candidates.22879.party,candidates.22879.incumbent,candidates.22879.candidateID,candidates.22879.polID,candidates.22879.ballotOrder,candidates.22879.polNum,candidates.22879.electWon,candidates.22879.winnerDateTime,isCertified
1667973692,2022-11-09 00:01:32 -0600,ace2173236427104569b3ce7a51ec8e19284acf6,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,323684,90,154810,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,,
1667974399,2022-11-09 00:13:19 -0600,d8b138971a5b2dcea653b8ad14e8ae0ccdecaf13,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,323684,90,157144,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,,
1667974712,2022-11-09 00:18:32 -0600,8831ad0cd913a7df98a9591de88a61ddfc8730ee,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,323684,90,156757,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,,
1667974762,2022-11-09 00:19:22 -0600,eae9f5b1ba131d7652f49e9c3001c7a015f755b1,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,323684,90,157144,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,,
1667975277,2022-11-09 00:27:57 -0600,17c095274dda52ebfb3b73285837dfacff37cb9b,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,323684,90,158081,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,,
1667976834,2022-11-09 00:53:54 -0600,66d316822c5fe8194918b7a1fd16a85b82525509,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,323684,90,160711,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,,
1667977690,2022-11-09 01:08:10 -0600,c2d57f962724e5d811f2a0173268728cbb4962f4,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,323684,90,161551,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,,
1667979555,2022-11-09 01:39:15 -0600,99fec7a54323274fb19e99f68c07f24f79e69250,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,323684,90,161551,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1667980397,2022-11-09 01:53:17 -0600,1b200414e74e74c077c598450c24c8df6fb7c5e4,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,323684,90,162463,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1667983635,2022-11-09 02:47:15 -0600,1cdb9a7b5c0dc8139636f660659c4c3e1664a857,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,323684,90,168537,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1667984442,2022-11-09 03:00:42 -0600,b88c277a236e329327b5836883a7e075e996d2d1,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,323684,90,175359,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1667988962,2022-11-09 04:16:02 -0600,c9c4a60677ea04d6ab18d6eec6d6c3a7761f64fa,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,340904,90,175359,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668048793,2022-11-09 20:53:13 -0600,f1a618b9c4652b1481011198f91ddd77860a2fff,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,297671,95,175359,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668133374,2022-11-10 20:22:54 -0600,34c5589da9adb7d949f3af9c4eea6967b94b777c,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,297671,95,188861,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668134227,2022-11-10 20:37:07 -0600,384768ece83e9158d31de76e0770f5d24b4753ae,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,299567,99,188861,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668134269,2022-11-10 20:37:49 -0600,50bdd0df2696d3fe09d799ec19397958d9b3aa80,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,298648,99,188861,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668134311,2022-11-10 20:38:31 -0600,368bb1e3339aa4e3a67e05f34381d7c240200f91,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,299567,99,188861,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668134398,2022-11-10 20:39:58 -0600,0a8458a58decced3f0e4c913439b5432de00d5b6,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,298648,99,188861,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668134485,2022-11-10 20:41:25 -0600,3a548a160d559f943644f36b97f45c6393d72cce,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,299567,99,188861,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668134571,2022-11-10 20:42:51 -0600,12a4afe7c2dc2e1b9166d66362a49e5a9aa39615,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,298648,99,188861,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668134615,2022-11-10 20:43:35 -0600,1c2b9dbdfa5b086718141d976424ffdb74cf06ca,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,299567,99,188861,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668134658,2022-11-10 20:44:18 -0600,40b946f4d0d9d1ac2076a1380a69b8f02b76c77e,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,298648,99,188861,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668134700,2022-11-10 20:45:00 -0600,257c0acc9e40e671e403feced1dea6ce310250a3,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,299567,99,188861,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668134743,2022-11-10 20:45:43 -0600,d30883ce814c656196e03a0cb700d30119e165ca,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,298648,99,188861,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668134785,2022-11-10 20:46:25 -0600,ffbeb9fc3a00f9b9914dc70f8fc99bc482c93fae,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,295164,99,188861,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668134829,2022-11-10 20:47:09 -0600,124aae7a51f8b24b01d2e2198668f4951279f827,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,298648,99,188861,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668134914,2022-11-10 20:48:34 -0600,a6258aa18d0d94db75b3b4ec74bfab57603c7913,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,295164,99,188861,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668135595,2022-11-10 20:59:55 -0600,2e4050206a560b7aecc217757d36ca63b4ad71e1,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,262329,99,188861,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668138187,2022-11-10 21:43:07 -0600,f2b2300ee9b4d41578c0136285cba6abb676c33d,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,262329,99,214500,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668173949,2022-11-11 07:39:09 -0600,55f98154acfd293831f9547eb462796d5cc2675b,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,262329,99,218551,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668221247,2022-11-11 20:47:27 -0600,249a58e49a280c8d5c8ffafa96c009bd686cad5d,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,261849,99,218551,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668221330,2022-11-11 20:48:50 -0600,888bbf0abfe1dd12e3520c4aaec67c2fce88e0f2,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,262329,99,218551,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668221371,2022-11-11 20:49:31 -0600,f8813a2c6c164c0ff0df19c8c5a49880f8b1a1f2,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,261849,99,218551,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668567171,2022-11-15 20:52:51 -0600,0e5e6a09bcf43c4b6504daecf1d7651f09501b81,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,261849,99,247514,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668569234,2022-11-15 21:27:14 -0600,cf7d2b5bc2aad31208ef1da9348fb87e033f7f50,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,265851,99,247514,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668622403,2022-11-16 12:13:23 -0600,6028a8f01a881120673fbf25f90877b44abd9e10,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,278924,99,247644,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668623484,2022-11-16 12:31:24 -0600,84ccef6d6a82442ed7aac1657c992a2c9223f458,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,278924,99,247699,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668655922,2022-11-16 21:32:02 -0600,fffb8539b578222b48f6b825fa7b99cbc5d73358,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,278924,99,251999,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668742246,2022-11-17 21:30:46 -0600,ddc1a42af896e5bff63561a4e42f6d3e753a05a7,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,278980,99,251999,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668804112,2022-11-18 14:41:52 -0600,3ad05076eb3df6d5929be65e0b39499a88c7120e,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,284557,99,266048,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668808844,2022-11-18 16:00:44 -0600,77bd8031d8e772c10349fb8f936862b188c0fcfa,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,284634,99,266048,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668811693,2022-11-18 16:48:13 -0600,c8484ea55f21681240c6ce4b75108e873f193457,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,284634,99,266342,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668816447,2022-11-18 18:07:27 -0600,ef8ea0384923313afb8d6a8dd0cb0805b3307b24,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,284634,99,271824,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668818726,2022-11-18 18:45:26 -0600,c4d6cde66478236f7531562bc179bdfe00424aa5,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,284489,99,271824,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668822845,2022-11-18 19:54:05 -0600,0967d02844f6948cdd9231d47828b099213e8f82,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,284014,99,271824,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1668828766,2022-11-18 21:32:46 -0600,a250e34f814bdb11f83e005c5526791d51bba437,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,283363,99,271849,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1669082157,2022-11-21 19:55:57 -0600,32e2ed2bbebe8894d025894c5ba0aef0ca906730,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,283363,99,272597,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1669086773,2022-11-21 21:12:53 -0600,319fe3355964ac868e35c8c5c09301fee1beccfb,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,283802,99,272597,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,
1669174338,2022-11-22 21:32:18 -0600,67d6dcd19904a6336da0fc98ab8c60ad13b20447,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,283802,99,272597,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,False
1669174793,2022-11-22 21:39:53 -0600,4c62287cc52b8cd501a5e40256332a6fadc35c4c,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,284780,99,281827,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,False
1669228316,2022-11-23 12:31:56 -0600,f40a3fb54110a18facb1c38cf83773808d36b4ec,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,284780,99,281837,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,False
1669988140,2022-12-02 07:35:40 -0600,f0f7beb0d7b4585f9ea929dfa36f621ac2a5444f,CA-20221108_Eday80,5,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,284780,99,281894,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,False
1670265050,2022-12-05 12:30:50 -0600,d53fd07c002851adae63eb58592e40ac42baabc9,CA-20221108_Eday80,5,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,284780,99,282827,795040,True,20221108CA5695,2022-11-08,CA,22879,Michael,Barkley,Dem,22878,62828,1,11909,0.0,Tom,McClintock,McClntc,GOP,True,22879,52499,2,5301,0.0,2022-11-09T07:27:06.294Z,False
