captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.27398.first,candidates.27398.last,candidates.27398.party,candidates.27398.incumbent,candidates.27398.candidateID,candidates.27398.polID,candidates.27398.ballotOrder,candidates.27398.polNum,candidates.27398.electWon,candidates.28439.first,candidates.28439.last,candidates.28439.party,candidates.28439.candidateID,candidates.28439.polID,candidates.28439.ballotOrder,candidates.28439.polNum,candidates.28439.electWon,candidates.28638.first,candidates.28638.last,candidates.28638.party,candidates.28638.candidateID,candidates.28638.polID,candidates.28638.ballotOrder,candidates.28638.polNum,candidates.28638.electWon,candidates.27398.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,WI-20221108_Eday62,50,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,331697,99,0,615712,True,20221108WI50040,2022-11-08,WI,27398,Bryan,Steil,GOP,True,27398,67339,2,53154,0,Ann,Roe,Dem,28439,71219,1,53509,0,Charles,Barman,Ind,28638,67349,3,53149,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,WI-20221108_Eday80,50,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,435876,99,0,615712,True,20221108WI50040,2022-11-08,WI,27398,Bryan,Steil,GOP,True,27398,67339,2,53154,0,Ann,Roe,Dem,28439,71219,1,53509,0,Charles,Barman,Ind,28638,67349,3,53149,0,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,435876,99,38352,615712,True,20221108WI50040,2022-11-08,WI,27398,Bryan,Steil,GOP,True,27398,67339,2,53154,0,Ann,Roe,Dem,28439,71219,1,53509,0,Charles,Barman,Ind,28638,67349,3,53149,0,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,435876,99,69496,615712,True,20221108WI50040,2022-11-08,WI,27398,Bryan,Steil,GOP,True,27398,67339,2,53154,0,Ann,Roe,Dem,28439,71219,1,53509,0,Charles,Barman,Ind,28638,67349,3,53149,0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,435876,99,79161,615712,True,20221108WI50040,2022-11-08,WI,27398,Bryan,Steil,GOP,True,27398,67339,2,53154,0,Ann,Roe,Dem,28439,71219,1,53509,0,Charles,Barman,Ind,28638,67349,3,53149,0,,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,435876,99,127266,615712,True,20221108WI50040,2022-11-08,WI,27398,Bryan,Steil,GOP,True,27398,67339,2,53154,0,Ann,Roe,Dem,28439,71219,1,53509,0,Charles,Barman,Ind,28638,67349,3,53149,0,,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,435876,99,170016,615712,True,20221108WI50040,2022-11-08,WI,27398,Bryan,Steil,GOP,True,27398,67339,2,53154,0,Ann,Roe,Dem,28439,71219,1,53509,0,Charles,Barman,Ind,28638,67349,3,53149,0,,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,435876,99,188417,615712,True,20221108WI50040,2022-11-08,WI,27398,Bryan,Steil,GOP,True,27398,67339,2,53154,0,Ann,Roe,Dem,28439,71219,1,53509,0,Charles,Barman,Ind,28638,67349,3,53149,0,,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,435876,99,191557,615712,True,20221108WI50040,2022-11-08,WI,27398,Bryan,Steil,GOP,True,27398,67339,2,53154,0,Ann,Roe,Dem,28439,71219,1,53509,0,Charles,Barman,Ind,28638,67349,3,53149,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,435876,99,223612,615712,True,20221108WI50040,2022-11-08,WI,27398,Bryan,Steil,GOP,True,27398,67339,2,53154,0,Ann,Roe,Dem,28439,71219,1,53509,0,Charles,Barman,Ind,28638,67349,3,53149,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,435876,99,236786,615712,True,20221108WI50040,2022-11-08,WI,27398,Bryan,Steil,GOP,True,27398,67339,2,53154,0,Ann,Roe,Dem,28439,71219,1,53509,0,Charles,Barman,Ind,28638,67349,3,53149,0,,
1667968227,2022-11-08 22:30:27 -0600,b78ec951061d2bf917e09f1eb01cb079af5e3a88,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,435876,99,240538,615712,True,20221108WI50040,2022-11-08,WI,27398,Bryan,Steil,GOP,True,27398,67339,2,53154,0,Ann,Roe,Dem,28439,71219,1,53509,0,Charles,Barman,Ind,28638,67349,3,53149,0,,
1667969855,2022-11-08 22:57:35 -0600,8c3f41d4804fda622cab89f365a05518b70e5a91,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,435876,99,269158,615712,True,20221108WI50040,2022-11-08,WI,27398,Bryan,Steil,GOP,True,27398,67339,2,53154,0,Ann,Roe,Dem,28439,71219,1,53509,0,Charles,Barman,Ind,28638,67349,3,53149,0,,
1667970681,2022-11-08 23:11:21 -0600,dd69cd860a28762a05e9344e662f63641aef1dd4,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,435876,99,272653,615712,True,20221108WI50040,2022-11-08,WI,27398,Bryan,Steil,GOP,True,27398,67339,2,53154,0,Ann,Roe,Dem,28439,71219,1,53509,0,Charles,Barman,Ind,28638,67349,3,53149,0,,
1667971657,2022-11-08 23:27:37 -0600,d29b633bc901fb24234e16251a717d43d2b1d6c1,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,435876,99,285904,615712,True,20221108WI50040,2022-11-08,WI,27398,Bryan,Steil,GOP,True,27398,67339,2,53154,0,Ann,Roe,Dem,28439,71219,1,53509,0,Charles,Barman,Ind,28638,67349,3,53149,0,,
1667972541,2022-11-08 23:42:21 -0600,d38f954f3e6be3d250d58a04e08655875ea7700c,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,435876,99,285904,615712,True,20221108WI50040,2022-11-08,WI,27398,Bryan,Steil,GOP,True,27398,67339,2,53154,0,Ann,Roe,Dem,28439,71219,1,53509,0,Charles,Barman,Ind,28638,67349,3,53149,0,2022-11-09T05:29:28.155Z,
