captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,state,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.40775.first,candidates.40775.last,candidates.40775.abbrv,candidates.40775.incumbent,candidates.40775.party,candidates.40775.candidateID,candidates.40775.ballotOrder,candidates.40775.polID,candidates.40775.polNum,candidates.40775.electWon,candidates.41412.first,candidates.41412.last,candidates.41412.party,candidates.41412.candidateID,candidates.41412.ballotOrder,candidates.41412.polID,candidates.41412.polNum,candidates.41412.electWon,candidates.40775.winnerDateTime,isCertified
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,ND-20221108_Eday80,35,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North Dakota at large,True,True,District 1,1,315000,99,126814,582365,True,20221108ND35342,2022-11-08,ND,40775,Kelly,Armstrong,Armstrn,True,GOP,40775,1,66922,36636,0,Cara,Mund,Ind,41412,2,71765,37154,0,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,ND-20221108_Eday80,35,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North Dakota at large,True,True,District 1,1,315000,99,138641,582365,True,20221108ND35342,2022-11-08,ND,40775,Kelly,Armstrong,Armstrn,True,GOP,40775,1,66922,36636,0,Cara,Mund,Ind,41412,2,71765,37154,0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,ND-20221108_Eday80,35,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North Dakota at large,True,True,District 1,1,315000,99,181300,582365,True,20221108ND35342,2022-11-08,ND,40775,Kelly,Armstrong,Armstrn,True,GOP,40775,1,66922,36636,0,Cara,Mund,Ind,41412,2,71765,37154,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,ND-20221108_Eday80,35,General,G,Active Tabulation,Too Early to Call,H,U.S. House,North Dakota at large,True,True,District 1,1,315000,99,206844,582365,True,20221108ND35342,2022-11-08,ND,40775,Kelly,Armstrong,Armstrn,True,GOP,40775,1,66922,36636,0,Cara,Mund,Ind,41412,2,71765,37154,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,H,U.S. House,North Dakota at large,True,True,District 1,1,315000,99,218844,582365,True,20221108ND35342,2022-11-08,ND,40775,Kelly,Armstrong,Armstrn,True,GOP,40775,1,66922,36636,0,Cara,Mund,Ind,41412,2,71765,37154,0,2022-11-09T04:01:42.703Z,
1667967862,2022-11-08 22:24:22 -0600,70f93394ffa370662e7d52b8ef52310baba3c929,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,H,U.S. House,North Dakota at large,True,True,District 1,1,298059,99,226525,582365,True,20221108ND35342,2022-11-08,ND,40775,Kelly,Armstrong,Armstrn,True,GOP,40775,1,66922,36636,0,Cara,Mund,Ind,41412,2,71765,37154,0,2022-11-09T04:01:42.703Z,
1667968667,2022-11-08 22:37:47 -0600,a013d457c641e43c359ed7cf524810962213905d,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,H,U.S. House,North Dakota at large,True,True,District 1,1,298059,99,231943,582365,True,20221108ND35342,2022-11-08,ND,40775,Kelly,Armstrong,Armstrn,True,GOP,40775,1,66922,36636,0,Cara,Mund,Ind,41412,2,71765,37154,0,2022-11-09T04:01:42.703Z,
1667969505,2022-11-08 22:51:45 -0600,ffc1def8f9e2bf7a494bb8b128a38f199b58da48,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,H,U.S. House,North Dakota at large,True,True,District 1,1,298059,99,233075,582365,True,20221108ND35342,2022-11-08,ND,40775,Kelly,Armstrong,Armstrn,True,GOP,40775,1,66922,36636,0,Cara,Mund,Ind,41412,2,71765,37154,0,2022-11-09T04:01:42.703Z,
1667970415,2022-11-08 23:06:55 -0600,f1d4e9736f94ffa7aa7ebd5da07699c9a419c5df,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,H,U.S. House,North Dakota at large,True,True,District 1,1,298059,99,234279,582365,True,20221108ND35342,2022-11-08,ND,40775,Kelly,Armstrong,Armstrn,True,GOP,40775,1,66922,36636,0,Cara,Mund,Ind,41412,2,71765,37154,0,2022-11-09T04:01:42.703Z,
1667971124,2022-11-08 23:18:44 -0600,f9d1c6b5aa5f6a3f4c976d51307de08576c2bf77,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,H,U.S. House,North Dakota at large,True,True,District 1,1,298059,99,234557,582365,True,20221108ND35342,2022-11-08,ND,40775,Kelly,Armstrong,Armstrn,True,GOP,40775,1,66922,36636,0,Cara,Mund,Ind,41412,2,71765,37154,0,2022-11-09T04:01:42.703Z,
1667971169,2022-11-08 23:19:29 -0600,a70df26f7f471d11543c24ba2a2ee8ee294f6f1b,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,H,U.S. House,North Dakota at large,True,True,District 1,1,298059,99,234279,582365,True,20221108ND35342,2022-11-08,ND,40775,Kelly,Armstrong,Armstrn,True,GOP,40775,1,66922,36636,0,Cara,Mund,Ind,41412,2,71765,37154,0,2022-11-09T04:01:42.703Z,
1667971213,2022-11-08 23:20:13 -0600,5f24f417653bba3396590267801436b107c31ac9,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,H,U.S. House,North Dakota at large,True,True,District 1,1,298059,99,234557,582365,True,20221108ND35342,2022-11-08,ND,40775,Kelly,Armstrong,Armstrn,True,GOP,40775,1,66922,36636,0,Cara,Mund,Ind,41412,2,71765,37154,0,2022-11-09T04:01:42.703Z,
1667972072,2022-11-08 23:34:32 -0600,5f08375f0416ad308fd9009cb811eb22d16c43e4,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,H,U.S. House,North Dakota at large,True,True,District 1,1,246902,99,234557,582365,True,20221108ND35342,2022-11-08,ND,40775,Kelly,Armstrong,Armstrn,True,GOP,40775,1,66922,36636,0,Cara,Mund,Ind,41412,2,71765,37154,0,2022-11-09T04:01:42.703Z,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,H,U.S. House,North Dakota at large,True,True,District 1,1,246902,99,237363,582365,True,20221108ND35342,2022-11-08,ND,40775,Kelly,Armstrong,Armstrn,True,GOP,40775,1,66922,36636,0,Cara,Mund,Ind,41412,2,71765,37154,0,2022-11-09T04:01:42.703Z,
1667976225,2022-11-09 00:43:45 -0600,c783db16cb20062f52dbeb35e3ddece74a1360e9,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,H,U.S. House,North Dakota at large,True,True,District 1,1,239761,99,237363,582365,True,20221108ND35342,2022-11-08,ND,40775,Kelly,Armstrong,Armstrn,True,GOP,40775,1,66922,36636,0,Cara,Mund,Ind,41412,2,71765,37154,0,2022-11-09T04:01:42.703Z,
1668188184,2022-11-11 11:36:24 -0600,72f35b6669081df2964fe28907033faf6577091b,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,H,U.S. House,North Dakota at large,True,True,District 1,1,239761,99,237351,582365,True,20221108ND35342,2022-11-08,ND,40775,Kelly,Armstrong,Armstrn,True,GOP,40775,1,66922,36636,0,Cara,Mund,Ind,41412,2,71765,37154,0,2022-11-09T04:01:42.703Z,
1668700524,2022-11-17 09:55:24 -0600,626cce4f59cf909c3a49ae36fa2e780349403420,ND-20221108_Eday80,35,General,G,Tabulation Paused,Called,H,U.S. House,North Dakota at large,True,True,District 1,1,239761,99,237351,582365,True,20221108ND35342,2022-11-08,ND,40775,Kelly,Armstrong,Armstrn,True,GOP,40775,1,66922,36636,0,Cara,Mund,Ind,41412,2,71765,37154,0,2022-11-09T04:01:42.703Z,
1669649215,2022-11-28 09:26:55 -0600,d894efd34819969fab800352eeb278eb81e8d811,ND-20221108_Eday80,35,General,G,Tabulation Paused,Called,H,U.S. House,North Dakota at large,True,True,District 1,1,237433,100,237351,582365,True,20221108ND35342,2022-11-08,ND,40775,Kelly,Armstrong,Armstrn,True,GOP,40775,1,66922,36636,0,Cara,Mund,Ind,41412,2,71765,37154,0,2022-11-09T04:01:42.703Z,False
