captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.7190.first,candidates.7190.last,candidates.7190.party,candidates.7190.candidateID,candidates.7190.ballotOrder,candidates.7190.polID,candidates.7190.polNum,candidates.7190.electWon,candidates.7191.first,candidates.7191.last,candidates.7191.abbrv,candidates.7191.incumbent,candidates.7191.party,candidates.7191.candidateID,candidates.7191.ballotOrder,candidates.7191.polID,candidates.7191.polNum,candidates.7191.electWon,candidates.7196.first,candidates.7196.last,candidates.7196.party,candidates.7196.candidateID,candidates.7196.ballotOrder,candidates.7196.polID,candidates.7196.polNum,candidates.7196.electWon,candidates.7392.first,candidates.7392.last,candidates.7392.party,candidates.7392.candidateID,candidates.7392.ballotOrder,candidates.7392.polID,candidates.7392.polNum,candidates.7392.electWon,candidates.7403.last,candidates.7403.abbrv,candidates.7403.party,candidates.7403.candidateID,candidates.7403.ballotOrder,candidates.7403.polID,candidates.7403.polNum,candidates.7403.electWon,isCertified,candidates.7191.winnerDateTime
1667978220,2022-11-09 01:17:00 -0600,e1b3684a64586d8bd4fc0a1bcb44792f80525495,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,295482,99,147741,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1667981563,2022-11-09 02:12:43 -0600,1a72bb9afe5de6d72d064bda241592377cc63fb1,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,321142,99,199108,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1667988367,2022-11-09 04:06:07 -0600,569f912dbebdb6a9fd0dc530b121779cb6ef9407,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,321142,99,204076,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1667989642,2022-11-09 04:27:22 -0600,5576adf945e145b7e2df2be75f5ae4deb91e6665,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,300112,99,204076,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1667994906,2022-11-09 05:55:06 -0600,09d245d6d78f6d01b127983fa098ed9a182d90ff,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,300112,99,213632,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1667994947,2022-11-09 05:55:47 -0600,47de35b3d5597d33669f6ae94b43dcd0f7dfb82b,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,300112,99,204076,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1667994985,2022-11-09 05:56:25 -0600,3b7d3d488f64230251da63e64a4d98c12394f70b,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,300112,99,213632,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1667995710,2022-11-09 06:08:30 -0600,962f3f394af10c453d233b04b469ae64bfc0d291,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,284843,99,213632,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1668036192,2022-11-09 17:23:12 -0600,d733eb7da1b18a4012b4aea1e06129b381b19f81,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,284843,99,214629,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1668036235,2022-11-09 17:23:55 -0600,b396eb8e704266bd5dbf51cefc4d37c96c2028c5,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,284843,99,213632,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1668036277,2022-11-09 17:24:37 -0600,db998f0e5f7d30eaf5da766f9b338f0a02cc9266,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,284843,99,214629,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1668037103,2022-11-09 17:38:23 -0600,3d745491d4b15a46797bb61ff8db0c27530884f0,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,284843,99,214693,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1668044734,2022-11-09 19:45:34 -0600,ca0a13ff0ad940804d92fa1ac2498cecb969bbb2,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,268366,99,214693,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1668108090,2022-11-10 13:21:30 -0600,572f21384f96b2daa810979aa3cc46fd3727c2f9,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,268366,99,214958,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1668558219,2022-11-15 18:23:39 -0600,51b373a97f37431ef4db0048be0452c5e8c3a973,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,268366,99,218706,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1668564161,2022-11-15 20:02:41 -0600,6841b48324bb52959ed891092a439321114de06a,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,268366,99,229842,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1668568951,2022-11-15 21:22:31 -0600,1091f978764f437b830271b981d70b30764302cf,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,268366,99,241905,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1668801026,2022-11-18 13:50:26 -0600,a86cfd3ff9bd8d59c2e68eaa44829b022f6779af,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,258000,99,241905,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1668809081,2022-11-18 16:04:41 -0600,ebed090cd0eb52cf6c1bacaede6946a34dc901f1,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,258905,99,241905,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1668813147,2022-11-18 17:12:27 -0600,83b794654d1be4f5624cc69115558d15e0435b5a,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,257284,99,244420,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1668825340,2022-11-18 20:35:40 -0600,d79777214e478abbacfa5891123d0c81303105b9,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,257284,99,247755,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1668827081,2022-11-18 21:04:41 -0600,f4b9400c0eaa5be3bc07ba975f0ac043e3219850,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,257284,99,254410,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1668829699,2022-11-18 21:48:19 -0600,fb762575e0580bc6393c4307751cb31630307d9a,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,275485,99,260175,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1668839784,2022-11-19 00:36:24 -0600,68eeb7ea5b34e5eb04166e79d6242ee6b0dedf8f,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,269000,99,260175,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1669037201,2022-11-21 07:26:41 -0600,344043eee3771a7592ecbfa842a21c6de9f57a45,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,264420,99,261776,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,,
1669248281,2022-11-23 18:04:41 -0600,c51b4ca00231ccfdce496a96865509a66ff20352,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,264420,99,261776,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,False,
1669249864,2022-11-23 18:31:04 -0600,acf300a537567a167c928dc2e4fbadaf4a3890d9,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,263296,99,263296,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,False,
1669254267,2022-11-23 19:44:27 -0600,ee1d5a179bb06dcc579fbe186c7845ef58a43469,AK-20221108_Eday80,2,General,G,Active Tabulation,Called,G,Governor,Mike,Dunleavy,Dunleav,GOP,7191,67549,4144,True,True,True,263296,100,263296,597935,True,20221108AK2010,2022-11-08,AK,7191,Les,Gara,Dem,7190,2,52022,3691,0,Mike,Dunleavy,Dunleav,True,GOP,7191,1,67549,4144,0,Charlie,Pierce,GOP,7196,3,71398,4659,0,Bill,Walker,NP,7392,4,61472,4073,0,Total Write-Ins,TtlWrt-,Oth,7403,5,100008,4642,0,False,2022-11-24T00:35:44.388Z
