captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt,candidates.1.colorIndex
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108SD42005,live,0.0,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-07T21:28:03.085Z,0,686,0.0,47991,0,0.0,48762,0,0.0,368000,99,0,654757,0,0,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108SD42005,live,0.0,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T19:04:03.927Z,0,686,0.0,47991,0,0.0,48762,0,0.0,368000,99,0,654757,0,0,,,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,20221108SD42005,live,2.17,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:11:19.276Z,25,686,3.64,47991,6419,80.34,48762,1571,19.66,368000,99,7990,654757,25,15,0.0,,,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,20221108SD42005,live,2.84,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:15:37.115Z,30,686,4.37,47991,8424,80.49,48762,2042,19.51,368000,99,10466,654757,30,20,0.0,,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,20221108SD42005,live,4.94,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:22:31.164Z,37,686,5.39,47991,14351,78.9,48762,3838,21.1,368000,99,18189,654757,37,34,0.0,,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,20221108SD42005,live,4.94,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:26:21.514Z,37,686,5.39,47991,14351,78.9,48762,3838,21.1,368000,99,18189,654757,37,34,0.0,,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,20221108SD42005,live,8.74,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:32:41.085Z,61,686,8.89,47991,25097,78.0,48762,7077,22.0,368000,99,32174,654757,61,60,0.0,,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,20221108SD42005,live,10.05,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:39:21.126Z,67,686,9.77,47991,28840,77.96,48762,8153,22.04,368000,99,36993,654757,67,69,0.0,X,2022-11-09T02:37:28.406Z,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,20221108SD42005,live,12.21,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:40:26.217Z,81,686,11.81,47991,35039,77.96,48762,9908,22.04,368000,99,44947,654757,81,84,0.0,X,2022-11-09T02:37:28.406Z,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,20221108SD42005,live,13.39,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:46:56.258Z,94,686,13.7,47991,38456,78.02,48762,10837,21.98,368000,99,49293,654757,94,92,0.0,X,2022-11-09T02:37:28.406Z,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,20221108SD42005,live,13.89,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:51:06.343Z,106,686,15.45,47991,39975,78.19,48762,11148,21.81,368000,99,51123,654757,106,95,0.0,X,2022-11-09T02:37:28.406Z,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,20221108SD42005,live,15.05,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:57:03.305Z,116,686,16.91,47991,43543,78.64,48762,11825,21.36,368000,99,55368,654757,116,103,0.0,X,2022-11-09T02:37:28.406Z,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,20221108SD42005,live,15.06,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:00:40.279Z,117,686,17.06,47991,43610,78.67,48762,11827,21.33,368000,99,55437,654757,117,103,0.0,X,2022-11-09T02:37:28.406Z,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,20221108SD42005,live,15.14,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:06:35.056Z,117,686,17.06,47991,43841,78.68,48762,11878,21.32,368000,99,55719,654757,117,104,0.0,X,2022-11-09T02:37:28.406Z,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,20221108SD42005,live,18.66,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:11:50.093Z,148,686,21.57,47991,54209,78.94,48762,14465,21.06,368000,99,68674,654757,148,128,0.0,X,2022-11-09T02:37:28.406Z,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,20221108SD42005,live,20.42,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:16:27.845Z,165,686,24.05,47991,59698,79.46,48762,15434,20.54,368000,99,75132,654757,165,140,0.0,X,2022-11-09T02:37:28.406Z,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,20221108SD42005,live,20.42,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:18:25.098Z,165,686,24.05,47991,59698,79.46,48762,15434,20.54,368000,99,75132,654757,165,140,0.0,X,2022-11-09T02:37:28.406Z,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,20221108SD42005,live,22.64,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:23:45.425Z,180,686,26.24,47991,66396,79.68,48762,16937,20.32,368000,99,83333,654757,180,155,0.0,X,2022-11-09T02:37:28.406Z,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,20221108SD42005,live,26.33,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:31:46.909Z,210,686,30.61,47991,77307,79.78,48762,19588,20.22,368000,99,96895,654757,210,181,0.0,X,2022-11-09T02:37:28.406Z,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,20221108SD42005,live,27.55,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:37:12.603Z,221,686,32.22,47991,80774,79.67,48762,20616,20.33,368000,99,101390,654757,221,189,0.0,X,2022-11-09T02:37:28.406Z,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,20221108SD42005,live,29.79,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:47:09.351Z,239,686,34.84,47991,87373,79.7,48762,22252,20.3,368000,99,109625,654757,239,204,0.0,X,2022-11-09T02:37:28.406Z,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,20221108SD42005,live,32.78,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:51:21.366Z,263,686,38.34,47991,96179,79.74,48762,24440,20.26,368000,99,120619,654757,263,225,0.0,X,2022-11-09T02:37:28.406Z,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,20221108SD42005,live,41.22,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:05:48.053Z,304,686,44.31,47991,119585,78.83,48762,32108,21.17,368000,99,151693,654757,304,283,0.0,X,2022-11-09T02:37:28.406Z,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,20221108SD42005,live,41.29,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:12:00.271Z,305,686,44.46,47991,119806,78.84,48762,32149,21.16,368000,99,151955,654757,305,283,0.0,X,2022-11-09T02:37:28.406Z,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,20221108SD42005,live,42.95,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:17:01.801Z,325,686,47.38,47991,124583,78.82,48762,33475,21.18,368000,99,158058,654757,325,295,0.0,X,2022-11-09T02:37:28.406Z,
1667967592,2022-11-08 22:19:52 -0600,bb461283809479aaf92a1a30cba63636f0c85695,20221108SD42005,live,48.0,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:18:23.434Z,325,686,47.38,47991,124583,78.82,48762,33475,21.18,329288,99,158058,654757,325,329,0.0,X,2022-11-09T02:37:28.406Z,
