captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,state,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.47991.first,candidates.47991.last,candidates.47991.incumbent,candidates.47991.party,candidates.47991.candidateID,candidates.47991.ballotOrder,candidates.47991.polID,candidates.47991.polNum,candidates.47991.electWon,candidates.48762.first,candidates.48762.last,candidates.48762.party,candidates.48762.candidateID,candidates.48762.ballotOrder,candidates.48762.polID,candidates.48762.polNum,candidates.48762.electWon,candidates.47991.winnerDateTime
1667977447,2022-11-09 01:04:07 -0600,85b5a3bb4e8662c6fa8f3bf8244be3cdf20864e6,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,289609,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667980354,2022-11-09 01:52:34 -0600,b95b3aa03864d3aa8e20ef68881e81d2ed7e17c2,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,292684,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667981283,2022-11-09 02:08:03 -0600,b50945b2097c96d288eb118e41604458b9594ee2,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,301068,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667981323,2022-11-09 02:08:43 -0600,b5f3db39a2b7f38cd8f1d18e952da1355d85c27d,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,292684,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667981363,2022-11-09 02:09:23 -0600,bfa0f0af48aad4f07dbb25f4832040f613fe6f03,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,301068,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667983031,2022-11-09 02:37:11 -0600,f73872b641d39df66d685f81da0fecf0e5d77276,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,305529,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667983881,2022-11-09 02:51:21 -0600,fb0bb63c0a2351355e92809d5d7b41d52a28918d,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,319676,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667984764,2022-11-09 03:06:04 -0600,db7461c203555bdc9bc9774db7ede91b31160520,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,320000,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667985779,2022-11-09 03:22:59 -0600,af9ba99ad8f2bff9ef334fac2128203d4237fb3b,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,322219,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667986470,2022-11-09 03:34:30 -0600,8252d82224313aea9a0d717a99f01f186da092f3,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,324922,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667987322,2022-11-09 03:48:42 -0600,c4941bd0c330c6a68f39d6af84344c6410041a01,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,325124,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667988091,2022-11-09 04:01:31 -0600,ad99db3e9080c7ed6200ad727ad2ea36cd855591,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,325223,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667988922,2022-11-09 04:15:22 -0600,f2fa14f9c9cdc4848abee151cdeb35c28ce0f80a,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,326223,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667990684,2022-11-09 04:44:44 -0600,efdfb7c669faa1b581c8efc142e9f0a832c5334d,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,326452,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667991487,2022-11-09 04:58:07 -0600,c92076ea20cbf95ad9ca886872c15819131d07fe,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,326819,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667992361,2022-11-09 05:12:41 -0600,287958aec5968fc9006c98be62adbfc3dbd7e9df,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,327276,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667993194,2022-11-09 05:26:34 -0600,aaec70416eac8844dcef850d45672645bfecb7ca,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,327413,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1668017331,2022-11-09 12:08:51 -0600,8f60c5aca98d786811482ddf7c356bd606cb8b10,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,330720,99,327413,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1668024101,2022-11-09 14:01:41 -0600,c19db2c6e4d3fc6dc1c0f367e5a84fa3f1bd33e3,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,330720,99,327774,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1668106280,2022-11-10 12:51:20 -0600,20adbe7bd2d799efed6ec0966d7c4f0f5c897bdc,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,330720,99,327791,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1668181943,2022-11-11 09:52:23 -0600,48ddc68ac03031805a83573ce6bc3b7398847fcf,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,331102,99,327791,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1668181984,2022-11-11 09:53:04 -0600,d3372b76d8f336fd9af4fceef63ed3a0ab0d7606,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,330720,99,327791,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1668182025,2022-11-11 09:53:45 -0600,29381ddcb2fa611294688b09121a80ffeeccf8ca,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,331102,99,327791,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1668182812,2022-11-11 10:06:52 -0600,ce21390aa977ff8e9ccee0ebd5e63a02e4069afd,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,331102,99,327793,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1668182853,2022-11-11 10:07:33 -0600,addb0ecbd1ba4ffe0e54f40b1d424ee743548479,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,331102,99,327791,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1668182894,2022-11-11 10:08:14 -0600,6084cad39e02e846a559e87c0d1b1dbd3365a4f9,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,331102,99,327793,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1668183643,2022-11-11 10:20:43 -0600,1838449afe6790965feb745343aaeb9e478cc38c,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,331102,99,327796,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1668311821,2022-11-12 21:57:01 -0600,6ca6e94733053bc04019985fed480158f6fa93f6,SD-20221108_Eday80,42,General,G,Tabulation Paused,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,331102,99,327796,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1668639709,2022-11-16 17:01:49 -0600,de9a24bf6cf1282001e475035b6eecf471a10aba,SD-20221108_Eday80,42,General,G,Tabulation Paused,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,327796,100,327796,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1668701339,2022-11-17 10:08:59 -0600,e029a6fb7bec7bcd4daf0bc57f5cdb4a4c2be1e7,SD-20221108_Eday80,42,General,G,Vote Certified,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,327796,100,327796,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1668727538,2022-11-17 17:25:38 -0600,1acbd90371f81fa47d1aa920db5cff3548209322,SD-20221108_Eday80,42,General,G,Vote Certified,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,327840,100,327796,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
