captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,state,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.47991.first,candidates.47991.last,candidates.47991.incumbent,candidates.47991.party,candidates.47991.candidateID,candidates.47991.ballotOrder,candidates.47991.polID,candidates.47991.polNum,candidates.47991.electWon,candidates.48762.first,candidates.48762.last,candidates.48762.party,candidates.48762.candidateID,candidates.48762.ballotOrder,candidates.48762.polID,candidates.48762.polNum,candidates.48762.electWon,candidates.47991.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,SD-20221108_Eday80,42,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,South Dakota at large,True,True,District 1,1,368000,99,0,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,SD-20221108_Eday80,42,General,G,Active Tabulation,Too Early to Call,H,U.S. House,South Dakota at large,True,True,District 1,1,368000,99,7990,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,SD-20221108_Eday80,42,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,South Dakota at large,True,True,District 1,1,368000,99,0,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,SD-20221108_Eday80,42,General,G,Active Tabulation,Too Early to Call,H,U.S. House,South Dakota at large,True,True,District 1,1,368000,99,7990,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,SD-20221108_Eday80,42,General,G,Active Tabulation,Too Early to Call,H,U.S. House,South Dakota at large,True,True,District 1,1,368000,99,18189,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,SD-20221108_Eday80,42,General,G,Active Tabulation,Too Early to Call,H,U.S. House,South Dakota at large,True,True,District 1,1,368000,99,32174,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,368000,99,36993,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,368000,99,44947,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,368000,99,36993,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,368000,99,51123,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,368000,99,68674,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,368000,99,83333,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,368000,99,109625,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,368000,99,125205,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,368000,99,158058,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667968451,2022-11-08 22:34:11 -0600,ec7c4c2fbdf80046dac3b25dd67b45de79385a9e,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,177205,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667969334,2022-11-08 22:48:54 -0600,564b670a16af98b12d8c8533dac3052916cfa498,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,189087,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667970199,2022-11-08 23:03:19 -0600,f4db6dd16c878356c43dd19f6d680eb5acf90d34,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,196520,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667971032,2022-11-08 23:17:12 -0600,84fafb476f7846131500489058ff24997434ed54,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,218255,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667971839,2022-11-08 23:30:39 -0600,3cda52854e51a6576b7495d3201be6e474dda96c,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,232715,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667972675,2022-11-08 23:44:35 -0600,abc190fd74975557bf2546720ebdf83a0ace1d57,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,234793,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667973338,2022-11-08 23:55:38 -0600,60e23f89b0832d690c2e9c2012f75df6b998f230,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,237420,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667973379,2022-11-08 23:56:19 -0600,ed82c57e44d916231a228645db25042e154a7fb4,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,234793,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667973466,2022-11-08 23:57:46 -0600,99efdc0f1ed1d3ebdb4c01c2b3affc8219305bc0,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,237420,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667973512,2022-11-08 23:58:32 -0600,c5b8277525be0367964460ee9775326f5b2cc341,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,234793,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667973555,2022-11-08 23:59:15 -0600,574ef20eb007a0ff55ecd54e4003b61f517e06b5,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,237420,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667974269,2022-11-09 00:11:09 -0600,13a14ca127ca598b674838e5aa250bed9ab33b53,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,244995,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667975114,2022-11-09 00:25:14 -0600,7de9a48755736c6c6b0e73777ec236e813c5ce50,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,262104,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667975941,2022-11-09 00:39:01 -0600,824726c09f3a54d568715997d5b46bff5c7f219d,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,274939,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
1667976752,2022-11-09 00:52:32 -0600,6943d942b4cb99d83b19d398209a99f6d9f041ed,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,H,U.S. House,South Dakota at large,True,True,District 1,1,329288,99,279778,654757,True,20221108SD42005,2022-11-08,SD,47991,Dusty,Johnson,True,GOP,47991,2,66830,43398,0,Collin,Duprel,Lib,48762,1,71644,44450,0,2022-11-09T02:37:28.406Z
