captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.48438.first,candidates.48438.last,candidates.48438.party,candidates.48438.incumbent,candidates.48438.candidateID,candidates.48438.polID,candidates.48438.ballotOrder,candidates.48438.polNum,candidates.48438.electWon,candidates.50775.first,candidates.50775.last,candidates.50775.party,candidates.50775.candidateID,candidates.50775.polID,candidates.50775.ballotOrder,candidates.50775.polNum,candidates.50775.electWon,candidates.50963.first,candidates.50963.last,candidates.50963.party,candidates.50963.candidateID,candidates.50963.polID,candidates.50963.ballotOrder,candidates.50963.polNum,candidates.50963.electWon,candidates.50964.first,candidates.50964.last,candidates.50964.party,candidates.50964.candidateID,candidates.50964.polID,candidates.50964.ballotOrder,candidates.50964.polNum,candidates.50964.electWon,candidates.50990.first,candidates.50990.last,candidates.50990.party,candidates.50990.candidateID,candidates.50990.polID,candidates.50990.ballotOrder,candidates.50990.polNum,candidates.50990.electWon,candidates.48438.winnerDateTime,isCertified
1667987115,2022-11-09 03:45:15 -0600,e23b8de2242415db61d865c6efae16c4ec047a9f,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,180899,99,126360,556341,True,20221108TN43020,2022-11-08,TN,48438,Steve,Cohen,Dem,True,48438,41288,2,43538,0.0,Charlotte,Bergmann,GOP,50775,60986,1,46022,0.0,Dennis,Clark,Ind,50963,69622,3,46259,0.0,Paul,Cook,Ind,50964,64396,4,46152,0.0,George,Flinn,Ind,50990,62440,5,45752,0.0,2022-11-09T03:22:39.757Z,
1668010785,2022-11-09 10:19:45 -0600,ac95fcb5187b0ec568bfc31a45db0af40e500b93,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,180899,99,130419,556341,True,20221108TN43020,2022-11-08,TN,48438,Steve,Cohen,Dem,True,48438,41288,2,43538,0.0,Charlotte,Bergmann,GOP,50775,60986,1,46022,0.0,Dennis,Clark,Ind,50963,69622,3,46259,0.0,Paul,Cook,Ind,50964,64396,4,46152,0.0,George,Flinn,Ind,50990,62440,5,45752,0.0,2022-11-09T03:22:39.757Z,
1668014102,2022-11-09 11:15:02 -0600,b2cabcd1e7aaf8bc5b9fff7c805b0088e4c6d7ac,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,143193,99,137536,556341,True,20221108TN43020,2022-11-08,TN,48438,Steve,Cohen,Dem,True,48438,41288,2,43538,0.0,Charlotte,Bergmann,GOP,50775,60986,1,46022,0.0,Dennis,Clark,Ind,50963,69622,3,46259,0.0,Paul,Cook,Ind,50964,64396,4,46152,0.0,George,Flinn,Ind,50990,62440,5,45752,0.0,2022-11-09T03:22:39.757Z,
1668014936,2022-11-09 11:28:56 -0600,96f8d865c0d13e3b4af5adb0b9d51f50cb9f3abb,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,138925,99,137536,556341,True,20221108TN43020,2022-11-08,TN,48438,Steve,Cohen,Dem,True,48438,41288,2,43538,0.0,Charlotte,Bergmann,GOP,50775,60986,1,46022,0.0,Dennis,Clark,Ind,50963,69622,3,46259,0.0,Paul,Cook,Ind,50964,64396,4,46152,0.0,George,Flinn,Ind,50990,62440,5,45752,0.0,2022-11-09T03:22:39.757Z,
1668016621,2022-11-09 11:57:01 -0600,39411eba4613cbf80a9dc23f0153200509871323,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,138925,99,140976,556341,True,20221108TN43020,2022-11-08,TN,48438,Steve,Cohen,Dem,True,48438,41288,2,43538,0.0,Charlotte,Bergmann,GOP,50775,60986,1,46022,0.0,Dennis,Clark,Ind,50963,69622,3,46259,0.0,Paul,Cook,Ind,50964,64396,4,46152,0.0,George,Flinn,Ind,50990,62440,5,45752,0.0,2022-11-09T03:22:39.757Z,
1668022316,2022-11-09 13:31:56 -0600,8ac9d40a9f128bd1e65ee6aa2eeea055ff6e7ec0,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,142400,99,140976,556341,True,20221108TN43020,2022-11-08,TN,48438,Steve,Cohen,Dem,True,48438,41288,2,43538,0.0,Charlotte,Bergmann,GOP,50775,60986,1,46022,0.0,Dennis,Clark,Ind,50963,69622,3,46259,0.0,Paul,Cook,Ind,50964,64396,4,46152,0.0,George,Flinn,Ind,50990,62440,5,45752,0.0,2022-11-09T03:22:39.757Z,
1668022357,2022-11-09 13:32:37 -0600,459b06c1f22c711487c01a8ae7e7392951c4b12c,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,138925,99,140976,556341,True,20221108TN43020,2022-11-08,TN,48438,Steve,Cohen,Dem,True,48438,41288,2,43538,0.0,Charlotte,Bergmann,GOP,50775,60986,1,46022,0.0,Dennis,Clark,Ind,50963,69622,3,46259,0.0,Paul,Cook,Ind,50964,64396,4,46152,0.0,George,Flinn,Ind,50990,62440,5,45752,0.0,2022-11-09T03:22:39.757Z,
1668022892,2022-11-09 13:41:32 -0600,3ab14a362bf7f740c8ec0d5890ca3e987752a762,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,142400,99,140976,556341,True,20221108TN43020,2022-11-08,TN,48438,Steve,Cohen,Dem,True,48438,41288,2,43538,0.0,Charlotte,Bergmann,GOP,50775,60986,1,46022,0.0,Dennis,Clark,Ind,50963,69622,3,46259,0.0,Paul,Cook,Ind,50964,64396,4,46152,0.0,George,Flinn,Ind,50990,62440,5,45752,0.0,2022-11-09T03:22:39.757Z,
1668125535,2022-11-10 18:12:15 -0600,7283b8bef5bf81bfdec5daa6c8f736f547c976f7,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,142400,99,133859,556341,True,20221108TN43020,2022-11-08,TN,48438,Steve,Cohen,Dem,True,48438,41288,2,43538,0.0,Charlotte,Bergmann,GOP,50775,60986,1,46022,0.0,Dennis,Clark,Ind,50963,69622,3,46259,0.0,Paul,Cook,Ind,50964,64396,4,46152,0.0,George,Flinn,Ind,50990,62440,5,45752,0.0,2022-11-09T03:22:39.757Z,
1668145788,2022-11-10 23:49:48 -0600,1185342299bddc7725e19cadb4f98a99a719215e,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,135211,99,133859,556341,True,20221108TN43020,2022-11-08,TN,48438,Steve,Cohen,Dem,True,48438,41288,2,43538,0.0,Charlotte,Bergmann,GOP,50775,60986,1,46022,0.0,Dennis,Clark,Ind,50963,69622,3,46259,0.0,Paul,Cook,Ind,50964,64396,4,46152,0.0,George,Flinn,Ind,50990,62440,5,45752,0.0,2022-11-09T03:22:39.757Z,
1670975878,2022-12-13 17:57:58 -0600,b2935d08d17cbfd28db711c5e51713bc2ba2c19b,TN-20221108_Eday80,43,General,G,Tabulation Paused,Called,H,U.S. House,True,District 9,9,133917,100,133859,556341,True,20221108TN43020,2022-11-08,TN,48438,Steve,Cohen,Dem,True,48438,41288,2,43538,,Charlotte,Bergmann,GOP,50775,60986,1,46022,,Dennis,Clark,Ind,50963,69622,3,46259,,Paul,Cook,Ind,50964,64396,4,46152,,George,Flinn,Ind,50990,62440,5,45752,,2022-11-09T03:22:39.757Z,False
