captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.18875.first,candidates.18875.last,candidates.18875.incumbent,candidates.18875.party,candidates.18875.candidateID,candidates.18875.ballotOrder,candidates.18875.polID,candidates.18875.polNum,candidates.18875.electWon,candidates.19540.first,candidates.19540.last,candidates.19540.party,candidates.19540.candidateID,candidates.19540.ballotOrder,candidates.19540.polID,candidates.19540.polNum,candidates.19540.electWon,candidates.19840.first,candidates.19840.last,candidates.19840.party,candidates.19840.candidateID,candidates.19840.ballotOrder,candidates.19840.polID,candidates.19840.polNum,candidates.19840.electWon,candidates.18875.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,ID-20221108_Eday80,13,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,311768,99,0,610414,True,20221108ID13253,2022-11-08,ID,18875,Russ,Fulcher,True,GOP,18875,2,63500,15415,0,Kaylee,Peterson,Dem,19540,1,70337,16504,0,Darian,Drake,Lib,19840,3,71819,16681,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,ID-20221108_Eday82,13,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,348220,99,0,610414,True,20221108ID13253,2022-11-08,ID,18875,Russ,Fulcher,True,GOP,18875,2,63500,15415,0,Kaylee,Peterson,Dem,19540,1,70337,16504,0,Darian,Drake,Lib,19840,3,71819,16681,0,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,ID-20221108_Eday82,13,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,311768,99,0,610414,True,20221108ID13253,2022-11-08,ID,18875,Russ,Fulcher,True,GOP,18875,2,63500,15415,0,Kaylee,Peterson,Dem,19540,1,70337,16504,0,Darian,Drake,Lib,19840,3,71819,16681,0,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,ID-20221108_Eday82,13,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,311768,99,21280,610414,True,20221108ID13253,2022-11-08,ID,18875,Russ,Fulcher,True,GOP,18875,2,63500,15415,0,Kaylee,Peterson,Dem,19540,1,70337,16504,0,Darian,Drake,Lib,19840,3,71819,16681,0,
1667967954,2022-11-08 22:25:54 -0600,ddd8cd55583cb4e51013ac431e84d23dc8167e7a,ID-20221108_Eday82,13,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,311768,99,21725,610414,True,20221108ID13253,2022-11-08,ID,18875,Russ,Fulcher,True,GOP,18875,2,63500,15415,0,Kaylee,Peterson,Dem,19540,1,70337,16504,0,Darian,Drake,Lib,19840,3,71819,16681,0,
1667968931,2022-11-08 22:42:11 -0600,cca40a484cb23456c0df129e9bd1750068cb4880,ID-20221108_Eday82,13,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,311768,99,27086,610414,True,20221108ID13253,2022-11-08,ID,18875,Russ,Fulcher,True,GOP,18875,2,63500,15415,0,Kaylee,Peterson,Dem,19540,1,70337,16504,0,Darian,Drake,Lib,19840,3,71819,16681,0,
1667969855,2022-11-08 22:57:35 -0600,8c3f41d4804fda622cab89f365a05518b70e5a91,ID-20221108_Eday82,13,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,311768,99,36332,610414,True,20221108ID13253,2022-11-08,ID,18875,Russ,Fulcher,True,GOP,18875,2,63500,15415,0,Kaylee,Peterson,Dem,19540,1,70337,16504,0,Darian,Drake,Lib,19840,3,71819,16681,0,
1667970637,2022-11-08 23:10:37 -0600,879713b6aae904f8cc55b1a8c3ce99346dd39ab3,ID-20221108_Eday82,13,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,311768,99,42208,610414,True,20221108ID13253,2022-11-08,ID,18875,Russ,Fulcher,True,GOP,18875,2,63500,15415,0,Kaylee,Peterson,Dem,19540,1,70337,16504,0,Darian,Drake,Lib,19840,3,71819,16681,0,
1667971482,2022-11-08 23:24:42 -0600,23c628a73988ac759f27061cca400c61ae3577c8,ID-20221108_Eday82,13,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,311768,99,48684,610414,True,20221108ID13253,2022-11-08,ID,18875,Russ,Fulcher,True,GOP,18875,2,63500,15415,0,Kaylee,Peterson,Dem,19540,1,70337,16504,0,Darian,Drake,Lib,19840,3,71819,16681,0,
1667972364,2022-11-08 23:39:24 -0600,bfe9cb466aa6b65574c16effa903cd993efd4fe0,ID-20221108_Eday82,13,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,311768,99,56739,610414,True,20221108ID13253,2022-11-08,ID,18875,Russ,Fulcher,True,GOP,18875,2,63500,15415,0,Kaylee,Peterson,Dem,19540,1,70337,16504,0,Darian,Drake,Lib,19840,3,71819,16681,0,
