captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.62492.first,candidates.62492.last,candidates.62492.incumbent,candidates.62492.party,candidates.62492.candidateID,candidates.62492.ballotOrder,candidates.62492.polID,candidates.62492.polNum,candidates.62492.electWon,candidates.62962.first,candidates.62962.last,candidates.62962.party,candidates.62962.candidateID,candidates.62962.ballotOrder,candidates.62962.polID,candidates.62962.polNum,candidates.62962.electWon,candidates.63492.first,candidates.63492.last,candidates.63492.party,candidates.63492.candidateID,candidates.63492.ballotOrder,candidates.63492.polID,candidates.63492.polNum,candidates.63492.electWon,candidates.62492.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TX-20221108_Eday80,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,West Texas,True,District 23,23,240983,99,0,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,TX-20221108_Eday80,44,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,West Texas,True,District 23,23,240983,99,0,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,West Texas,True,District 23,23,240983,99,710,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,West Texas,True,District 23,23,240983,99,2735,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,West Texas,True,District 23,23,240983,99,710,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,West Texas,True,District 23,23,240983,99,2735,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,West Texas,True,District 23,23,240983,99,17544,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,West Texas,True,District 23,23,275723,99,142658,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,West Texas,True,District 23,23,275723,99,104168,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,West Texas,True,District 23,23,275723,99,142658,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,West Texas,True,District 23,23,275723,99,106888,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,West Texas,True,District 23,23,275723,99,104083,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,West Texas,True,District 23,23,240983,99,107398,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,West Texas,True,District 23,23,240983,99,109331,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,West Texas,True,District 23,23,240801,99,127725,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,West Texas,True,District 23,23,240819,99,129264,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,West Texas,True,District 23,23,235481,99,132721,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,West Texas,True,District 23,23,235834,99,134577,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,West Texas,True,District 23,23,235834,99,139856,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,
1667968494,2022-11-08 22:34:54 -0600,cfbd241bb06919184c9a5ad42a24eb60bc59879a,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,235834,99,145402,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667969248,2022-11-08 22:47:28 -0600,22d8758416ee8e5b986d6c680c79fc8b3c4bdaaf,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,235834,99,159039,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667970156,2022-11-08 23:02:36 -0600,84ea53799ae0036a04ac85127e62d719394c963e,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,235834,99,169677,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667970199,2022-11-08 23:03:19 -0600,f4db6dd16c878356c43dd19f6d680eb5acf90d34,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,235834,99,159039,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667970241,2022-11-08 23:04:01 -0600,d53bae4b64596045c97e6eb2ac077f70fc0cec78,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,235834,99,169677,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667971879,2022-11-08 23:31:19 -0600,e58483b4fb47a48c624446a947423840f5e4d94b,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,235834,99,178574,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667972675,2022-11-08 23:44:35 -0600,abc190fd74975557bf2546720ebdf83a0ace1d57,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,226492,99,178574,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667973692,2022-11-09 00:01:32 -0600,ace2173236427104569b3ce7a51ec8e19284acf6,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,226492,99,181323,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,226492,99,191586,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667976306,2022-11-09 00:45:06 -0600,a65306ebcf7e41c11b1557bbe78229c6107820ce,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,226492,99,196865,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667976346,2022-11-09 00:45:46 -0600,b9be9344301c155fbb38561b225d36627ab71bd2,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,226492,99,191586,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667976387,2022-11-09 00:46:27 -0600,3fc81e357a75429f605eafd56848166989ceb407,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,226492,99,196865,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667977161,2022-11-09 00:59:21 -0600,d4158baa35ee56754832f9c50c65e72445101881,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,226492,99,197558,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667977204,2022-11-09 01:00:04 -0600,dac000c6cb8d5ec813c750db85e9cfb1bed2692e,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,226492,99,196865,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667977245,2022-11-09 01:00:45 -0600,941801650b13c3c4f4a2abd9523403803c17f776,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,226492,99,197558,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667981323,2022-11-09 02:08:43 -0600,b5f3db39a2b7f38cd8f1d18e952da1355d85c27d,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,226492,99,197979,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667982992,2022-11-09 02:36:32 -0600,4ebc14952587d9571e07302724c316675b0c2e42,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,229798,99,197979,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667983031,2022-11-09 02:37:11 -0600,f73872b641d39df66d685f81da0fecf0e5d77276,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,226492,99,197979,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667983071,2022-11-09 02:37:51 -0600,84bbf1af0bb96f095aaf2f6f55e9d106638797ad,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,229798,99,197979,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667983841,2022-11-09 02:50:41 -0600,193695bfa5205d54cf0a283dfe143de9c0437045,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,229798,99,207622,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667987156,2022-11-09 03:45:56 -0600,b0834d18baef8f9e56b541ac7d7fd923dfd61279,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,223433,99,207622,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667995909,2022-11-09 06:11:49 -0600,86fb714ad3def448162bea0ce7860ad4ab5804ce,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,210988,99,207622,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1667996797,2022-11-09 06:26:37 -0600,8c48d5624981284a096830518fe601502dd817ac,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,209720,99,207622,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
1668098713,2022-11-10 10:45:13 -0600,8db8da59db19cd17fe927059bcbf296b296eb0c8,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Texas,True,District 23,23,209720,99,207725,1298662,True,20221108TX45893,2022-11-08,TX,62492,Tony,Gonzales,True,GOP,62492,1,68302,52541,0,John,Lira,Dem,62962,2,69863,53036,0,Frank,Lopez,Ind,63492,3,71750,53406,0,2022-11-09T04:28:09.990Z
