captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.46562.first,candidates.46562.last,candidates.46562.incumbent,candidates.46562.party,candidates.46562.candidateID,candidates.46562.ballotOrder,candidates.46562.polID,candidates.46562.polNum,candidates.46562.electWon,candidates.49921.first,candidates.49921.last,candidates.49921.party,candidates.49921.candidateID,candidates.49921.ballotOrder,candidates.49921.polID,candidates.49921.polNum,candidates.49921.electWon,candidates.50883.first,candidates.50883.last,candidates.50883.abbrv,candidates.50883.party,candidates.50883.candidateID,candidates.50883.ballotOrder,candidates.50883.polID,candidates.50883.polNum,candidates.50883.electWon,candidates.50884.first,candidates.50884.last,candidates.50884.abbrv,candidates.50884.party,candidates.50884.candidateID,candidates.50884.ballotOrder,candidates.50884.polID,candidates.50884.polNum,candidates.50884.electWon,candidates.46562.winnerDateTime,isCertified
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,NH-20221108_Eday80,30,General,G,Active Tabulation,Too Early to Call,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,81348,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,88708,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,90006,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,94662,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,95625,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,100345,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,95977,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,100345,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,110820,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,113107,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,110820,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,127628,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,124819,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,130441,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,146878,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,151591,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,167111,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,198828,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,216666,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,247384,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,283258,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667967905,2022-11-08 22:25:05 -0600,7b53fc8cb8c53477e9f4fecf82fac92988ee5275,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,306977,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667968757,2022-11-08 22:39:17 -0600,444e7baf756125a86bedac9f7455307c41fed63a,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,332591,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667969592,2022-11-08 22:53:12 -0600,1aa535c5b76797aa0c55f68109cd2149e6f7b08a,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,350977,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667970373,2022-11-08 23:06:13 -0600,3ea973c74a9585b2e944f9dd59e390b2b951b2cd,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,374210,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667971213,2022-11-08 23:20:13 -0600,5f24f417653bba3396590267801436b107c31ac9,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,389351,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667972072,2022-11-08 23:34:32 -0600,5f08375f0416ad308fd9009cb811eb22d16c43e4,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,410575,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667972854,2022-11-08 23:47:34 -0600,4c493d7ad5df619297ee4ec86e6725cbd0fcac02,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,432736,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667973648,2022-11-09 00:00:48 -0600,56d1333c268e0ca83267f304bc7ebda9b0c770b6,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,434017,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667973878,2022-11-09 00:04:38 -0600,dd0a2fb7e0a1ea86d312428fcf4c7c68541cc7da,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,620000,99,446924,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,625000,99,448851,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667974853,2022-11-09 00:20:53 -0600,675e67cf8102db01ebf6f3cc46b2432f97e9dfb7,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,625000,99,449302,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667975319,2022-11-09 00:28:39 -0600,7d24d010dbc95f183b9e815a9f6c12b55b48ad99,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,625000,99,453115,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
1667975361,2022-11-09 00:29:21 -0600,d37d846c431e83eb6217de33215cf28365760117,NH-20221108_Eday80,30,General,G,Active Tabulation,Called,G,Governor,Chris,Sununu,GOP,46562,65779,38532,True,True,True,625000,99,449302,869863,True,20221108NH30005,2022-11-08,NH,46562,Chris,Sununu,True,GOP,46562,4,65779,38532,0,Tom,Sherman,Dem,49921,3,71493,39207,0,Karlyn,Borysenko,Borysenk,Lib,50883,1,71804,41516,0,Kelly,Halldorson,Halldrsn,Lib,50884,2,71805,41517,0,2022-11-09T01:32:25.485Z,
