captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.61922.first,candidates.61922.last,candidates.61922.incumbent,candidates.61922.party,candidates.61922.candidateID,candidates.61922.ballotOrder,candidates.61922.polID,candidates.61922.polNum,candidates.61922.electWon,candidates.62943.first,candidates.62943.last,candidates.62943.party,candidates.62943.candidateID,candidates.62943.ballotOrder,candidates.62943.polID,candidates.62943.polNum,candidates.62943.electWon,candidates.61922.winnerDateTime,isCertified
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,255448,99,140295,1412857,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,255448,99,146800,1412857,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,255492,99,155003,1412857,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,252061,99,166090,1412857,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,251086,99,170587,1412857,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,241547,99,186616,1412857,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,241547,99,195286,1412857,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,241547,99,201239,1412857,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,
1667968451,2022-11-08 22:34:11 -0600,ec7c4c2fbdf80046dac3b25dd67b45de79385a9e,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,241547,99,209356,1412857,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,
1667969292,2022-11-08 22:48:12 -0600,27c0128769cb9950dd2d2f7b010376c6821eb8bd,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,243244,99,211264,1412857,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,
1667970114,2022-11-08 23:01:54 -0600,68b6dbb0ab0b313af53b82f98636ce9a824bdc54,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,243244,99,212323,1412857,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,
1667971079,2022-11-08 23:17:59 -0600,1cf7281bce65e8581e70a1164dc3589ed87371d4,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,243244,99,213982,1412857,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,
1667971921,2022-11-08 23:32:01 -0600,1ebecb55cb747fea463c7459ee81768ba8fae636,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,218195,99,213982,1412857,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,
1667973921,2022-11-09 00:05:21 -0600,8c7bea4e5501d62c6edf8b543f4ffeaf66fbee7c,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,218195,99,214301,1412857,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,
1667977366,2022-11-09 01:02:46 -0600,6e493bcb007f5684865247793748844d302980c2,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,218226,99,214301,1412857,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,
1667987322,2022-11-09 03:48:42 -0600,c4941bd0c330c6a68f39d6af84344c6410041a01,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,250259,99,214301,1412857,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,
1667996395,2022-11-09 06:19:55 -0600,d9e7beb5cf34798665cd100debfb30ec4eb697fa,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,216465,99,214301,1412857,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,
1668109019,2022-11-10 13:36:59 -0600,6ae061383b63ac273764072e8ea863997f865411,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,216465,99,214301,433048,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,
1668448027,2022-11-14 11:47:07 -0600,a0810da016f5be1e7ac85556b9ae48bf7881ac6b,TX-20221108_Eday80,44,General,G,Tabulation Paused,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,216465,99,214301,433048,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,
1669826327,2022-11-30 10:38:47 -0600,06dab009c8ba91c58a4d277479f79d19a3eed2ea,TX-20221108_Eday80,44,General,G,Gathering Certified Results,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,6024,100,214301,433048,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,False
1669827719,2022-11-30 11:01:59 -0600,f977d46cb6243ae0994959585051d99b0c0ac539,TX-20221108_Eday80,44,General,G,Gathering Certified Results,Called,H,U.S. House,"Panhandle, Amarillo",True,District 13,13,214488,100,214301,433048,True,20221108TX45883,2022-11-08,TX,61922,Ronny,Jackson,True,GOP,61922,2,68255,52469,0,Kathleen,Brown,Dem,62943,1,69941,53021,0,2022-11-09T02:34:11.071Z,False
