captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.6021.first,candidates.6021.last,candidates.6021.abbrv,candidates.6021.incumbent,candidates.6021.party,candidates.6021.candidateID,candidates.6021.ballotOrder,candidates.6021.polID,candidates.6021.polNum,candidates.6021.electWon,candidates.7172.first,candidates.7172.last,candidates.7172.party,candidates.7172.candidateID,candidates.7172.ballotOrder,candidates.7172.polID,candidates.7172.polNum,candidates.7172.electWon,candidates.7380.first,candidates.7380.last,candidates.7380.party,candidates.7380.candidateID,candidates.7380.ballotOrder,candidates.7380.polID,candidates.7380.polNum,candidates.7380.electWon,candidates.7384.first,candidates.7384.last,candidates.7384.party,candidates.7384.candidateID,candidates.7384.ballotOrder,candidates.7384.polID,candidates.7384.polNum,candidates.7384.electWon,candidates.7402.last,candidates.7402.abbrv,candidates.7402.party,candidates.7402.candidateID,candidates.7402.ballotOrder,candidates.7402.polID,candidates.7402.polNum,candidates.7402.electWon,isCertified,isShowingRankedChoiceResults,candidates.7487.first,candidates.7487.last,candidates.7487.party,candidates.7487.candidateID,candidates.7487.ballotOrder,candidates.7487.polID,candidates.7487.polNum,candidates.7488.first,candidates.7488.last,candidates.7488.party,candidates.7488.candidateID,candidates.7488.ballotOrder,candidates.7488.polID,candidates.7488.polNum,candidates.7489.first,candidates.7489.last,candidates.7489.abbrv,candidates.7489.incumbent,candidates.7489.party,candidates.7489.candidateID,candidates.7489.ballotOrder,candidates.7489.polID,candidates.7489.polNum,candidates.7489.winnerDateTime,candidates.7490.first,candidates.7490.last,candidates.7490.party,candidates.7490.candidateID,candidates.7490.ballotOrder,candidates.7490.polID,candidates.7490.polNum,candidates.7491.last,candidates.7491.abbrv,candidates.7491.party,candidates.7491.candidateID,candidates.7491.ballotOrder,candidates.7491.polID,candidates.7491.polNum
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,AK-20221108_Eday80,2,General,G,Awaiting Poll Close,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,1243128,99,0,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667949573,2022-11-08 23:19:33 +0000,2891155c76df951385c61df78f71bb7f4a65a56b,AK-20221108_Eday80,2,General,G,Awaiting Poll Close,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,1243128,80,0,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667949842,2022-11-08 23:24:02 +0000,e733c733b3b3c33f13905f9501db69cb94a55a64,AK-20221108_Eday80,2,General,G,Awaiting Poll Close,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,1243128,99,0,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667950369,2022-11-08 23:32:49 +0000,88781f78b51366cb56dbc8603a43b441a541be7f,AK-20221108_Eday80,2,General,G,Awaiting Poll Close,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,296655,99,0,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667951181,2022-11-08 23:46:21 +0000,c8f35c523efdf4413ea5833ae3ff85e5f5285402,AK-20221108_Eday80,2,General,G,Awaiting Poll Close,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,335000,99,0,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667970114,2022-11-08 23:01:54 -0600,68b6dbb0ab0b313af53b82f98636ce9a824bdc54,AK-20221108_Eday80,2,General,G,Polls Closed/Waiting First Report,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,335000,99,0,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667975114,2022-11-09 00:25:14 -0600,7de9a48755736c6c6b0e73777ec236e813c5ce50,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,335000,99,85085,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667975981,2022-11-09 00:39:41 -0600,41d3dfc6389002e5c03a1c16c1b7382e8f7f3159,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,303875,99,85085,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667976834,2022-11-09 00:53:54 -0600,66d316822c5fe8194918b7a1fd16a85b82525509,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,303875,99,146031,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667977571,2022-11-09 01:06:11 -0600,a52c232825af64477e8cc1b761cf52e3cfd7e241,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,304231,99,146031,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667978502,2022-11-09 01:21:42 -0600,3a9aa1fa129e28027260f73511b9ecad38e5231d,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,292062,99,146031,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667978542,2022-11-09 01:22:22 -0600,643a62c46ea55cf4fad03f9b86a6bd47ba933cb2,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,304231,99,146031,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667978582,2022-11-09 01:23:02 -0600,6fbbff39de224458e6936cb861e2ada647e487bb,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,292062,99,146031,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667981082,2022-11-09 02:04:42 -0600,e386ffb902f462119970711a103fe3a1f4b2f70c,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,292062,99,197216,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
