captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.6021.first,candidates.6021.last,candidates.6021.abbrv,candidates.6021.incumbent,candidates.6021.party,candidates.6021.candidateID,candidates.6021.ballotOrder,candidates.6021.polID,candidates.6021.polNum,candidates.6021.electWon,candidates.7172.first,candidates.7172.last,candidates.7172.party,candidates.7172.candidateID,candidates.7172.ballotOrder,candidates.7172.polID,candidates.7172.polNum,candidates.7172.electWon,candidates.7380.first,candidates.7380.last,candidates.7380.party,candidates.7380.candidateID,candidates.7380.ballotOrder,candidates.7380.polID,candidates.7380.polNum,candidates.7380.electWon,candidates.7384.first,candidates.7384.last,candidates.7384.party,candidates.7384.candidateID,candidates.7384.ballotOrder,candidates.7384.polID,candidates.7384.polNum,candidates.7384.electWon,candidates.7402.last,candidates.7402.abbrv,candidates.7402.party,candidates.7402.candidateID,candidates.7402.ballotOrder,candidates.7402.polID,candidates.7402.polNum,candidates.7402.electWon,isCertified,isShowingRankedChoiceResults,candidates.7487.first,candidates.7487.last,candidates.7487.party,candidates.7487.candidateID,candidates.7487.ballotOrder,candidates.7487.polID,candidates.7487.polNum,candidates.7488.first,candidates.7488.last,candidates.7488.party,candidates.7488.candidateID,candidates.7488.ballotOrder,candidates.7488.polID,candidates.7488.polNum,candidates.7489.first,candidates.7489.last,candidates.7489.abbrv,candidates.7489.incumbent,candidates.7489.party,candidates.7489.candidateID,candidates.7489.ballotOrder,candidates.7489.polID,candidates.7489.polNum,candidates.7489.winnerDateTime,candidates.7490.first,candidates.7490.last,candidates.7490.party,candidates.7490.candidateID,candidates.7490.ballotOrder,candidates.7490.polID,candidates.7490.polNum,candidates.7491.last,candidates.7491.abbrv,candidates.7491.party,candidates.7491.candidateID,candidates.7491.ballotOrder,candidates.7491.polID,candidates.7491.polNum
1667981923,2022-11-09 02:18:43 -0600,72d70ddd6acecdb673c79e8b3e57763fb964c22c,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,318090,99,197216,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667987965,2022-11-09 03:59:25 -0600,4dde3c8f59c3bcf3cff48ec0c0bbba8cecf9614a,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,318090,99,202207,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667989521,2022-11-09 04:25:21 -0600,74685ed35984562d85c6e361ffade5bfbfbbc6ab,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,297363,99,202207,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667994749,2022-11-09 05:52:29 -0600,148724610ce66af596333590b2c0815505e94ceb,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,297363,99,211573,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667995750,2022-11-09 06:09:10 -0600,66abd8ec18a4a4455146be9e5f26128bbe9d0c97,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,282097,99,211573,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667995869,2022-11-09 06:11:09 -0600,3b215528ad2b0581ceb8769b4d1b1c42bf065319,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,297363,99,211573,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667995991,2022-11-09 06:13:11 -0600,5e8f17747cd014c66d6629fde12e2ebb35517625,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,282097,99,211573,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667996030,2022-11-09 06:13:50 -0600,4c3e550975c316be14dbc1bf8dfd513204d39d72,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,297363,99,211573,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667996193,2022-11-09 06:16:33 -0600,28e3ec10844b594254f975ce478ea7cf0a36394b,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,282097,99,211573,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667996352,2022-11-09 06:19:12 -0600,92f2340f0c34b474cca4cfedf8a8b05e085b3030,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,297363,99,211573,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667996395,2022-11-09 06:19:55 -0600,d9e7beb5cf34798665cd100debfb30ec4eb697fa,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,282097,99,211573,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668036319,2022-11-09 17:25:19 -0600,05eaee291c77e5286382d2a154ff9a21fd6bcb93,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,282097,99,212572,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668037145,2022-11-09 17:39:05 -0600,e390379c2cdd50c2957631b28de03d02077bffeb,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,282097,99,212639,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668045365,2022-11-09 19:56:05 -0600,4e57bc9e44ab42ba85ec281d8635c630bcc0b225,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,265799,99,212639,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668108510,2022-11-10 13:28:30 -0600,125b96bb7acdc32ccc0e5d0620c7c4dadf796746,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,265799,99,212908,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668558196,2022-11-15 18:23:16 -0600,fd3a745cb8725348f7fea7367050be7e213d4e1f,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,265799,99,216633,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668564161,2022-11-15 20:02:41 -0600,6841b48324bb52959ed891092a439321114de06a,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Lisa,Murkowski,GOP,6021,1799,3428,True,True,True,265799,99,223163,597935,True,20221108AK2933,2022-11-08,AK,6021,Lisa,Murkowski,Murkwsk,True,GOP,6021,3.0,1799,3428,0.0,Patricia,Chesbro,Dem,7172,1.0,71383,4194,0.0,Buzz,Kelley,GOP,7380,2.0,71387,4647,0.0,Kelly,Tshibaka,GOP,7384,4.0,71386,4656,0.0,Total Write-Ins,TtlWrt-,Oth,7402,5.0,100008,4642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
