captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108AK2933,live,0.0,AK,Alaska,2,1,2022-11-09T06:00:00.000Z,state,0.0,2022-11-07T20:24:02.639Z,0,402,0.0,6021,0,0.0,7172,0,0.0,7402,0,0.0,7380,0,0.0,7384,0,0.0,1243128,99,0,597935,0,0,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108AK2933,live,0.0,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-08T21:06:21.859Z,0,402,0.0,6021,0,0.0,7172,0,0.0,7402,0,0.0,7380,0,0.0,7384,0,0.0,1243128,99,0,597935,0,0,,,
1667949573,2022-11-08 23:19:33 +0000,2891155c76df951385c61df78f71bb7f4a65a56b,20221108AK2933,live,0.0,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-08T23:11:45.724Z,0,402,0.0,6021,0,0.0,7172,0,0.0,7402,0,0.0,7380,0,0.0,7384,0,0.0,1243128,80,0,597935,0,0,,,
1667949842,2022-11-08 23:24:02 +0000,e733c733b3b3c33f13905f9501db69cb94a55a64,20221108AK2933,live,0.0,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-08T23:11:45.724Z,0,402,0.0,6021,0,0.0,7172,0,0.0,7402,0,0.0,7380,0,0.0,7384,0,0.0,296655,99,0,597935,0,0,,,
1667950369,2022-11-08 23:32:49 +0000,88781f78b51366cb56dbc8603a43b441a541be7f,20221108AK2933,live,0.0,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-08T23:28:11.477Z,0,402,0.0,6021,0,0.0,7172,0,0.0,7402,0,0.0,7380,0,0.0,7384,0,0.0,335000,99,0,597935,0,0,,,
1667970071,2022-11-08 23:01:11 -0600,dbae837cbbaf1f3aaf9390e6aaa3521af778ad97,20221108AK2933,live,0.0,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-09T05:00:08.658Z,0,402,0.0,6021,0,0.0,7172,0,0.0,7402,0,0.0,7380,0,0.0,7384,0,0.0,335000,99,0,597935,0,0,,,
1667974269,2022-11-09 00:11:09 -0600,13a14ca127ca598b674838e5aa250bed9ab33b53,20221108AK2933,live,25.4,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-09T06:09:05.630Z,140,402,34.83,7384,39632,46.58,6021,34479,40.52,7172,8127,9.55,7380,2642,3.11,7402,205,0.24,335000,99,85085,597935,140,102,0.0,,
1667974357,2022-11-09 00:12:37 -0600,f3a34debf9bc3f3d09633b4380781add88e0174a,20221108AK2933,live,25.4,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-09T06:10:36.989Z,140,402,34.83,7384,39632,46.58,6021,34479,40.52,7172,8127,9.55,7380,2642,3.11,7402,205,0.24,335000,99,85085,597935,140,102,0.0,,
1667974809,2022-11-09 00:20:09 -0600,21e89b68838446570e2788596a6ed47ed4d95a07,20221108AK2933,live,25.4,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-09T06:18:51.742Z,140,402,34.83,7384,39632,46.58,6021,34479,40.52,7172,8127,9.55,7380,2642,3.11,7402,205,0.24,335000,99,85085,597935,140,102,0.0,,
1667975196,2022-11-09 00:26:36 -0600,e7c0ff159fd1c173ed3e565feb144ed98be0c89e,20221108AK2933,live,28.0,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-09T06:25:09.673Z,140,402,34.83,7384,39632,46.58,6021,34479,40.52,7172,8127,9.55,7380,2642,3.11,7402,205,0.24,303875,99,85085,597935,140,113,0.0,,
1667976144,2022-11-09 00:42:24 -0600,9ba67be41054bbe85d475769a3f52b32f07bb1ad,20221108AK2933,live,28.0,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-09T06:41:09.645Z,140,402,34.83,7384,39632,46.58,6021,34479,40.52,7172,8127,9.55,7380,2642,3.11,7402,205,0.24,303875,99,85085,597935,140,113,0.0,,
1667976590,2022-11-09 00:49:50 -0600,94cc860afa532570fe1eea1ef2140983ffb9d8e8,20221108AK2933,live,48.06,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-09T06:46:32.680Z,225,402,55.97,7384,68728,47.06,6021,59163,40.51,7172,13396,9.17,7380,4407,3.02,7402,337,0.23,303875,99,146031,597935,225,193,0.0,,
1667976630,2022-11-09 00:50:30 -0600,db8e9eae6d57d57ee926ebc81f6ed458df0e5089,20221108AK2933,live,48.06,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-09T06:49:17.337Z,225,402,55.97,7384,68728,47.06,6021,59163,40.51,7172,13396,9.17,7380,4407,3.02,7402,337,0.23,303875,99,146031,597935,225,193,0.0,,
1667977366,2022-11-09 01:02:46 -0600,6e493bcb007f5684865247793748844d302980c2,20221108AK2933,live,48.0,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-09T07:01:17.075Z,225,402,55.97,7384,68728,47.06,6021,59163,40.51,7172,13396,9.17,7380,4407,3.02,7402,337,0.23,304231,99,146031,597935,225,193,0.0,,
1667978179,2022-11-09 01:16:19 -0600,e5b0abbb1cf26ccf017c9d5a0d528e78ff1d1e95,20221108AK2933,live,50.0,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-09T07:15:03.157Z,225,402,55.97,7384,68728,47.06,6021,59163,40.51,7172,13396,9.17,7380,4407,3.02,7402,337,0.23,292062,99,146031,597935,225,201,0.0,,
1667981000,2022-11-09 02:03:20 -0600,1844b1345bbfb22bedca82071a40b5941a2e46f1,20221108AK2933,live,67.53,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-09T08:01:12.083Z,280,402,69.65,7384,88430,44.84,6021,83088,42.13,7172,19066,9.67,7380,5673,2.88,7402,959,0.49,292062,99,197216,597935,280,271,0.0,,
1667981242,2022-11-09 02:07:22 -0600,cf751ccf5a467e68d03bb00a59a524242998a7c9,20221108AK2933,live,62.0,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-09T08:05:55.858Z,280,402,69.65,7384,88430,44.84,6021,83088,42.13,7172,19066,9.67,7380,5673,2.88,7402,959,0.49,318090,99,197216,597935,280,249,0.0,,
1667981323,2022-11-09 02:08:43 -0600,b5f3db39a2b7f38cd8f1d18e952da1355d85c27d,20221108AK2933,live,62.0,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-09T08:07:21.484Z,280,402,69.65,7384,88430,44.84,6021,83088,42.13,7172,19066,9.67,7380,5673,2.88,7402,959,0.49,318090,99,197216,597935,280,249,0.0,,
1667987724,2022-11-09 03:55:24 -0600,e2b744a1d315e0b0cd2e8cf8e84b4bbaa0ecd42c,20221108AK2933,live,63.57,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-09T09:54:05.924Z,336,402,83.58,7384,89538,44.28,6021,86342,42.7,7172,19501,9.64,7380,5833,2.88,7402,993,0.49,318090,99,202207,597935,336,256,0.0,,
1667987926,2022-11-09 03:58:46 -0600,73e091fdf26f4aa144c64e02115a1b8534b6c6ed,20221108AK2933,live,63.57,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-09T09:57:45.949Z,336,402,83.58,7384,89538,44.28,6021,86342,42.7,7172,19501,9.64,7380,5833,2.88,7402,993,0.49,318090,99,202207,597935,336,256,0.0,,
1667989121,2022-11-09 04:18:41 -0600,c465f18bc76653d10d16bdf8263355edd2fe0344,20221108AK2933,live,68.0,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-09T10:17:37.042Z,336,402,83.58,7384,89538,44.28,6021,86342,42.7,7172,19501,9.64,7380,5833,2.88,7402,993,0.49,297363,99,202207,597935,336,273,0.0,,
1667994271,2022-11-09 05:44:31 -0600,5864c1700baf17cbdd47156c55f3b9bc81d18496,20221108AK2933,live,71.15,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-09T11:43:08.075Z,387,402,96.27,7384,93847,44.36,6021,90325,42.69,7172,20180,9.54,7380,6187,2.92,7402,1034,0.49,297363,99,211573,597935,387,286,0.0,,
1667994510,2022-11-09 05:48:30 -0600,0e318c7cd7bd74a5c719fe3c4a14bcac84bd2b50,20221108AK2933,live,71.15,AK,Alaska,2,1,2022-11-09T05:00:00.000Z,state,0.0,2022-11-09T11:47:32.885Z,387,402,96.27,7384,93847,44.36,6021,90325,42.69,7172,20180,9.54,7380,6187,2.92,7402,1034,0.49,297363,99,211573,597935,387,286,0.0,,
