captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,candidates.5.candidateID,candidates.5.voteCount,candidates.5.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.1.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108VT46374,live,0.0,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-07T22:58:30.016Z,0,283,0.0,53971,0,0.0,54270,0,0.0,53975,0,0.0,54243,0,0.0,54244,0,0.0,54245,0,0.0,239338,99,0,499349,0,0,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108VT46374,live,0.0,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-08T19:43:47.047Z,0,283,0.0,53971,0,0.0,54270,0,0.0,53975,0,0.0,54243,0,0.0,54244,0,0.0,54245,0,0.0,322465,99,0,483698,0,0,,,,
1667953518,2022-11-09 00:25:18 +0000,c5fd4e03c2339afc5fd044a64f91f261b7e7cfa1,20221108VT46374,live,0.21,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:23:37.619Z,2,283,0.71,53971,406,58.93,53975,233,33.82,54270,24,3.48,54243,10,1.45,54245,9,1.31,54244,7,1.02,322465,99,689,483698,2,1,1.0,0.0,,
1667954620,2022-11-09 00:43:40 +0000,390deeca213dc77033625c9727e9139ac530f13c,20221108VT46374,live,0.53,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:42:03.775Z,4,283,1.41,53971,1008,58.6,53975,583,33.9,54270,54,3.14,54245,43,2.5,54243,21,1.22,54244,11,0.64,322465,99,1720,483698,4,2,1.0,0.0,,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,20221108VT46374,live,0.74,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:46:58.197Z,5,283,1.77,53971,1274,53.22,53975,910,38.01,54270,87,3.63,54245,57,2.38,54243,40,1.67,54244,26,1.09,322465,99,2394,483698,5,2,1.0,0.0,,
1667955430,2022-11-09 00:57:10 +0000,e9bf9bc2954735d2abe72015bd1ac602b27e7679,20221108VT46374,live,1.16,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:55:37.349Z,7,283,2.47,53971,2179,58.37,53975,1240,33.22,54270,144,3.86,54245,69,1.85,54243,66,1.77,54244,35,0.94,322465,99,3733,483698,7,3,1.0,0.0,,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,20221108VT46374,live,1.54,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T01:01:05.564Z,9,283,3.18,53971,2782,55.85,53975,1744,35.01,54270,232,4.66,54245,86,1.73,54243,79,1.59,54244,58,1.16,322465,99,4981,483698,9,4,1.0,0.0,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,20221108VT46374,live,1.54,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T01:03:01.897Z,9,283,3.18,53971,2782,55.85,53975,1744,35.01,54270,232,4.66,54245,86,1.73,54243,79,1.59,54244,58,1.16,322465,99,4981,483698,9,4,1.0,0.0,,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,20221108VT46374,live,2.06,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T01:10:27.773Z,11,283,3.89,53971,3471,52.24,53975,2551,38.4,54270,326,4.91,54243,101,1.52,54245,100,1.51,54244,95,1.43,322465,99,6644,483698,11,6,1.0,0.0,,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,20221108VT46374,live,3.13,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T01:14:17.225Z,14,283,4.95,53971,5983,59.31,53975,3215,31.87,54270,454,4.5,54243,181,1.79,54245,134,1.33,54244,120,1.19,322465,99,10087,483698,14,9,1.0,0.0,,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,20221108VT46374,live,4.55,VT,Vermont,46,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T01:19:08.010Z,16,283,5.65,53971,9790,66.78,53975,3749,25.57,54270,562,3.83,54243,250,1.71,54245,164,1.12,54244,145,0.99,322465,99,14660,483698,16,13,1.0,0.0,,
