captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,state,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.53971.first,candidates.53971.last,candidates.53971.party,candidates.53971.candidateID,candidates.53971.ballotOrder,candidates.53971.polID,candidates.53971.polNum,candidates.53971.electWon,candidates.53975.first,candidates.53975.last,candidates.53975.party,candidates.53975.candidateID,candidates.53975.ballotOrder,candidates.53975.polID,candidates.53975.polNum,candidates.53975.electWon,candidates.54243.first,candidates.54243.last,candidates.54243.party,candidates.54243.candidateID,candidates.54243.ballotOrder,candidates.54243.polID,candidates.54243.polNum,candidates.54243.electWon,candidates.54244.first,candidates.54244.last,candidates.54244.party,candidates.54244.candidateID,candidates.54244.ballotOrder,candidates.54244.polID,candidates.54244.polNum,candidates.54244.electWon,candidates.54245.first,candidates.54245.last,candidates.54245.party,candidates.54245.candidateID,candidates.54245.ballotOrder,candidates.54245.polID,candidates.54245.polNum,candidates.54245.electWon,candidates.54270.first,candidates.54270.last,candidates.54270.party,candidates.54270.candidateID,candidates.54270.ballotOrder,candidates.54270.polID,candidates.54270.polNum,candidates.54270.electWon,candidates.53971.winnerDateTime
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,VT-20221108_Eday80,46,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,True,District 1,1,322465,99,99063,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,VT-20221108_Eday80,46,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,True,District 1,1,322465,99,145395,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,VT-20221108_Eday80,46,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,True,District 1,1,322465,99,146040,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,VT-20221108_Eday80,46,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,True,District 1,1,322465,99,147151,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,VT-20221108_Eday80,46,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,True,District 1,1,322465,99,147419,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,VT-20221108_Eday80,46,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,True,District 1,1,322465,99,150772,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 1,1,322465,99,152278,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 1,1,302054,99,158614,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 1,1,302054,99,169675,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 1,1,302054,99,178756,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1667968316,2022-11-08 22:31:56 -0600,c7364a5d7197a125b098705a317e32ff0afe0f57,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 1,1,302054,99,213258,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1667969116,2022-11-08 22:45:16 -0600,79682069eac6cae3840febac265b40363b9c51ff,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 1,1,300492,99,252413,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1667969160,2022-11-08 22:46:00 -0600,702f27aec8e9117aaf59a55a71ae69d9a7aed7a6,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 1,1,302054,99,213258,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1667969204,2022-11-08 22:46:44 -0600,861af312a343e9b4769e08b8c7c8c17fab4dadef,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 1,1,300492,99,252413,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1667970027,2022-11-08 23:00:27 -0600,0d3c5c12e1d5e510cd8a9d7ec7188e7376d3702a,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 1,1,300492,99,253315,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1667971571,2022-11-08 23:26:11 -0600,d2379320e55d7c8b235939474aad516c1cf9a83b,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 1,1,300492,99,255651,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1667973248,2022-11-08 23:54:08 -0600,fb954f3a0e354e923f1bd778e51927737d2c1332,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 1,1,300492,99,256232,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1667975277,2022-11-09 00:27:57 -0600,17c095274dda52ebfb3b73285837dfacff37cb9b,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 1,1,300492,99,256802,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1667979473,2022-11-09 01:37:53 -0600,5d943cd360aaf4835af0f146a5a7aa603bfdd4cb,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 1,1,300492,99,267242,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1667980354,2022-11-09 01:52:34 -0600,b95b3aa03864d3aa8e20ef68881e81d2ed7e17c2,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 1,1,300492,99,278834,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1667981204,2022-11-09 02:06:44 -0600,09a8563a8daa3136c9787fc4f73c6b797a1fddf0,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 1,1,300492,99,279431,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1667983801,2022-11-09 02:50:01 -0600,f8dcd2921862fa8f2b18f478a2ad042ae3e8bf73,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 1,1,285134,99,279431,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1667985683,2022-11-09 03:21:23 -0600,8d6490b73382f2ed58c3fbdb846897b79d79f217,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 1,1,282254,99,279431,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1668014726,2022-11-09 11:25:26 -0600,a32677c4e760138ae75c3352c8387e02c07ff2e9,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 1,1,282254,99,279936,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1668182935,2022-11-11 10:08:55 -0600,f5d5b62c3c944a72130f6d6d92e990d069ca92a3,VT-20221108_Eday80,46,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 1,1,282254,99,279682,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1668541928,2022-11-15 13:52:08 -0600,35a429f1874030c4742f0959eb504de1a5653bca,VT-20221108_Eday80,46,General,G,Gathering Certified Results,Called,H,U.S. House,True,True,District 1,1,279735,100,279682,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1668613522,2022-11-16 09:45:22 -0600,7d9c1ff425a0645f13430906359823fd78abc062,VT-20221108_Eday80,46,General,G,Gathering Certified Results,Called,H,U.S. House,True,True,District 1,1,281021,100,281021,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
1668702374,2022-11-17 10:26:14 -0600,f1fc5bb6f08df70ddfbaad85eb670f9f7c0b55ae,VT-20221108_Eday80,46,General,G,Vote Certified,Called,H,U.S. House,True,True,District 1,1,281021,100,279682,483698,True,20221108VT46374,2022-11-08,VT,Becca,Balint,Dem,53971,1,71178,49704,0,Liam,Madden,GOP,53975,3,71179,50348,0,Matt,Druzba,Ind,54243,2,71699,50469,0,Adam,Ortiz,Ind,54244,4,71700,50470,0,Luke,Talbot,Ind,54245,6,71701,50471,0,Ericka,Redic,Lib,54270,5,71180,50172,0,2022-11-09T03:21:55.840Z
