captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,uncontested,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.62816.first,candidates.62816.last,candidates.62816.party,candidates.62816.incumbent,candidates.62816.candidateID,candidates.62816.polID,candidates.62816.ballotOrder,candidates.62816.polNum,candidates.62816.electWon,candidates.62816.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TX-20221108_Eday62,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,Dallas subs South,True,True,District 6,6,312000,99,0,1025559,True,20221108TX45876,2022-11-08,TX,62816,Jake,Ellzey,GOP,True,62816,65914,1,51202,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,TX-20221108_Eday80,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,Dallas subs South,True,True,District 6,6,312000,99,0,1025559,True,20221108TX45876,2022-11-08,TX,62816,Jake,Ellzey,GOP,True,62816,65914,1,51202,0,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Dallas subs South,True,True,District 6,6,312000,99,0,1025559,True,20221108TX45876,2022-11-08,TX,62816,Jake,Ellzey,GOP,True,62816,65914,1,51202,0,2022-11-09T02:01:03.009Z
