captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.1.colorIndex,candidates.0.winner,candidates.0.calledAt,candidates.1.winner,candidates.1.calledAt
1668035007,2022-11-09 17:03:27 -0600,43133944602e1e0b8843fe10adadb4aed74ddc19,20221108IL15995,live,96.83,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T23:02:43.392Z,617,621,99.36,27825,143133,53.69,29250,123445,46.31,275297,99,266578,1139270,617,601,1.0,0.0,X,2022-11-09T05:01:23.557Z,,
1668040106,2022-11-09 18:28:26 -0600,5a8cc48e563288b946914ba3e1e6471722ff0859,20221108IL15995,live,96.83,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T00:26:56.831Z,617,621,99.36,27825,143133,53.69,29250,123445,46.31,275297,99,266578,1139270,617,601,1.0,0.0,X,2022-11-09T05:01:23.557Z,,
1668042677,2022-11-09 19:11:17 -0600,0b14c3d1c32073c33d0d7452ed0510a095a2ca13,20221108IL15995,live,97.75,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T01:08:43.971Z,621,621,100.0,27825,144582,53.73,29250,124529,46.27,275297,99,269111,1139270,621,607,1.0,,X,2022-11-09T05:01:23.557Z,,
1668050127,2022-11-09 21:15:27 -0600,23948b6f3850b0fded8dbcce268fb1d6631325b0,20221108IL15995,live,97.75,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T03:14:42.492Z,621,621,100.0,27825,144582,53.73,29250,124529,46.27,275297,99,269111,1139270,621,607,1.0,,X,2022-11-09T05:01:23.557Z,,
1668050170,2022-11-09 21:16:10 -0600,f27a08527fef6503702572302c84f915e34224c0,20221108IL15995,live,99.0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T03:15:14.328Z,621,621,100.0,27825,144582,53.73,29250,124529,46.27,271829,99,269111,1139270,621,615,1.0,,X,2022-11-09T05:01:23.557Z,,
1668099682,2022-11-10 11:01:22 -0600,8b72ba970c2b1017ef683cfdf379073b723d0d4d,20221108IL15995,live,99.0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T17:00:14.163Z,621,621,100.0,27825,144582,53.73,29250,124529,46.27,271829,99,269111,1139270,621,615,1.0,,X,2022-11-09T05:01:23.557Z,,
1668106662,2022-11-10 12:57:42 -0600,41315b76605929c9d858a6aade05dfec1260a394,20221108IL15995,live,99.0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T18:56:22.018Z,621,621,100.0,27825,145405,53.82,29250,124740,46.18,271829,99,270145,1139270,621,615,1.0,,X,2022-11-09T05:01:23.557Z,,
1668137290,2022-11-10 21:28:10 -0600,b91f322866cd07d1955d6dd260ec281b4cd976cc,20221108IL15995,live,99.0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-11T03:27:11.558Z,621,621,100.0,27825,145405,53.82,29250,124740,46.18,271829,99,270145,1139270,621,615,1.0,,X,2022-11-09T05:01:23.557Z,,
1668139148,2022-11-10 21:59:08 -0600,662d32e35d493f200820f8b694778bf16fcc4377,20221108IL15995,live,99.0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-11T03:58:19.919Z,621,621,100.0,27825,145405,53.82,29250,124740,46.18,271829,99,270145,1139270,621,615,1.0,,X,2022-11-09T05:01:23.557Z,,
1668170276,2022-11-11 06:37:56 -0600,d0ea77d4f94408d4fe9ff676ece8f4ea33548542,20221108IL15995,live,98.84,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-11T12:36:48.098Z,621,621,100.0,27825,145405,53.82,29250,124740,46.18,273315,99,270145,1139270,621,614,1.0,,X,2022-11-09T05:01:23.557Z,,
1668171402,2022-11-11 06:56:42 -0600,e45d44627f683daab24ef75f228819bf334720eb,20221108IL15995,live,98.0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-11T12:55:23.607Z,621,621,100.0,27825,145405,53.82,29250,124740,46.18,275658,99,270145,1139270,621,609,1.0,,X,2022-11-09T05:01:23.557Z,,
1668186271,2022-11-11 11:04:31 -0600,d6ad798b3258b6e4e9c7bf5ae83b01ec9f22ce70,20221108IL15995,live,98.51,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-11T17:03:38.604Z,621,621,100.0,27825,146500,53.95,29250,125061,46.05,275658,99,271561,1139270,621,612,1.0,,X,2022-11-09T05:01:23.557Z,,
1668202975,2022-11-11 15:42:55 -0600,dd0255ddda1dec5848aaec0438dbb249ce665124,20221108IL15995,live,98.63,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-11T21:42:01.541Z,621,621,100.0,27825,146738,53.97,29250,125143,46.03,275658,99,271881,1139270,621,612,1.0,,X,2022-11-09T05:01:23.557Z,,
1668380304,2022-11-13 16:58:24 -0600,6aa4c927f18ca89ee1146971ba98476be3e35ae6,20221108IL15995,live,96.68,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-13T22:58:04.314Z,621,621,100.0,27825,146738,53.97,29250,125143,46.03,281206,99,271881,1139270,621,600,1.0,,X,2022-11-09T05:01:23.557Z,,
1668447751,2022-11-14 11:42:31 -0600,6b3cbdb0f5433072af4b246b9a2deb8f4e7e9295,20221108IL15995,live,96.68,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-14T17:42:06.410Z,621,621,100.0,27825,146738,53.97,29250,125143,46.03,281206,99,271881,1139270,621,600,1.0,,X,2022-11-09T05:01:23.557Z,,
1668447867,2022-11-14 11:44:27 -0600,2e91d48f1e355cf48c4a1ddabf7d5d69550d7974,20221108IL15995,live,96.69,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-14T17:43:47.574Z,621,621,100.0,27825,146755,53.97,29250,125152,46.03,281206,99,271907,1139270,621,600,1.0,,X,2022-11-09T05:01:23.557Z,,
1668450815,2022-11-14 12:33:35 -0600,f285b1267e91b86228be5577954a3ebbca0fa068,20221108IL15995,live,96.69,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-14T18:33:12.155Z,621,621,100.0,27825,146755,53.97,29250,125152,46.03,281206,99,271907,1139270,621,600,1.0,,X,2022-11-09T05:01:23.557Z,,
1668457964,2022-11-14 14:32:44 -0600,2534c62ba18b52fed8cadcf4239d5dcb1b0237d3,20221108IL15995,live,96.05,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-14T20:32:18.498Z,621,621,100.0,27825,146755,53.97,29250,125152,46.03,283080,99,271907,1139270,621,596,1.0,,X,2022-11-09T05:01:23.557Z,,
1668545019,2022-11-15 14:43:39 -0600,e7511341ae46c5f35e1190f09ede935def3ffd72,20221108IL15995,live,96.7,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-15T20:43:15.782Z,621,621,100.0,27825,148159,54.13,29250,125572,45.87,283080,99,273731,1139270,621,600,1.0,,X,2022-11-09T05:01:23.557Z,,
1668549417,2022-11-15 15:56:57 -0600,01aace502edac4631ecd2f2b7c2bb328acc94d3a,20221108IL15995,live,96.58,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-15T21:56:31.587Z,621,621,100.0,27825,148159,54.13,29250,125572,45.87,283421,99,273731,1139270,621,600,1.0,,X,2022-11-09T05:01:23.557Z,,
