captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.53107.first,candidates.53107.last,candidates.53107.party,candidates.53107.candidateID,candidates.53107.ballotOrder,candidates.53107.polID,candidates.53107.polNum,candidates.53107.electWon,candidates.53117.first,candidates.53117.last,candidates.53117.abbrv,candidates.53117.party,candidates.53117.candidateID,candidates.53117.ballotOrder,candidates.53117.polID,candidates.53117.polNum,candidates.53117.electWon,candidates.53518.first,candidates.53518.last,candidates.53518.abbrv,candidates.53518.party,candidates.53518.candidateID,candidates.53518.ballotOrder,candidates.53518.polID,candidates.53518.polNum,candidates.53518.electWon,candidates.53519.first,candidates.53519.last,candidates.53519.party,candidates.53519.candidateID,candidates.53519.ballotOrder,candidates.53519.polID,candidates.53519.polNum,candidates.53519.electWon,candidates.53520.first,candidates.53520.last,candidates.53520.party,candidates.53520.candidateID,candidates.53520.ballotOrder,candidates.53520.polID,candidates.53520.polNum,candidates.53520.electWon,candidates.53107.winnerDateTime,isCertified
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,G,Governor,Tom,Wolf,Wolf,Dem,50216,63485,44827,True,True,True,5900000,95,723206,8795652,True,20221108PA39292,2022-11-08,PA,Josh,Shapiro,Dem,53107,1,70066,43320,0,Douglas,Mastriano,Mastrian,GOP,53117,2,66451,45737,0,Matt,Hackenburg,Hacknbrg,Lib,53518,3,71362,46471,0,Christina,Digiulio,Grn,53519,4,71363,46470,0,Joseph,Soloski,Key,53520,5,71361,45761,0,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,G,Governor,Tom,Wolf,Wolf,Dem,50216,63485,44827,True,True,True,5900000,95,1020666,8795652,True,20221108PA39292,2022-11-08,PA,Josh,Shapiro,Dem,53107,1,70066,43320,0,Douglas,Mastriano,Mastrian,GOP,53117,2,66451,45737,0,Matt,Hackenburg,Hacknbrg,Lib,53518,3,71362,46471,0,Christina,Digiulio,Grn,53519,4,71363,46470,0,Joseph,Soloski,Key,53520,5,71361,45761,0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,G,Governor,Tom,Wolf,Wolf,Dem,50216,63485,44827,True,True,True,5900000,95,1030571,8795652,True,20221108PA39292,2022-11-08,PA,Josh,Shapiro,Dem,53107,1,70066,43320,0,Douglas,Mastriano,Mastrian,GOP,53117,2,66451,45737,0,Matt,Hackenburg,Hacknbrg,Lib,53518,3,71362,46471,0,Christina,Digiulio,Grn,53519,4,71363,46470,0,Joseph,Soloski,Key,53520,5,71361,45761,0,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,G,Governor,Tom,Wolf,Wolf,Dem,50216,63485,44827,True,True,True,5900000,95,1043511,8795652,True,20221108PA39292,2022-11-08,PA,Josh,Shapiro,Dem,53107,1,70066,43320,0,Douglas,Mastriano,Mastrian,GOP,53117,2,66451,45737,0,Matt,Hackenburg,Hacknbrg,Lib,53518,3,71362,46471,0,Christina,Digiulio,Grn,53519,4,71363,46470,0,Joseph,Soloski,Key,53520,5,71361,45761,0,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,G,Governor,Tom,Wolf,Wolf,Dem,50216,63485,44827,True,True,True,5900000,95,1391162,8795652,True,20221108PA39292,2022-11-08,PA,Josh,Shapiro,Dem,53107,1,70066,43320,0,Douglas,Mastriano,Mastrian,GOP,53117,2,66451,45737,0,Matt,Hackenburg,Hacknbrg,Lib,53518,3,71362,46471,0,Christina,Digiulio,Grn,53519,4,71363,46470,0,Joseph,Soloski,Key,53520,5,71361,45761,0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,G,Governor,Tom,Wolf,Wolf,Dem,50216,63485,44827,True,True,True,5900000,95,1437054,8795652,True,20221108PA39292,2022-11-08,PA,Josh,Shapiro,Dem,53107,1,70066,43320,0,Douglas,Mastriano,Mastrian,GOP,53117,2,66451,45737,0,Matt,Hackenburg,Hacknbrg,Lib,53518,3,71362,46471,0,Christina,Digiulio,Grn,53519,4,71363,46470,0,Joseph,Soloski,Key,53520,5,71361,45761,0,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,G,Governor,Tom,Wolf,Wolf,Dem,50216,63485,44827,True,True,True,5900000,95,1919526,8795652,True,20221108PA39292,2022-11-08,PA,Josh,Shapiro,Dem,53107,1,70066,43320,0,Douglas,Mastriano,Mastrian,GOP,53117,2,66451,45737,0,Matt,Hackenburg,Hacknbrg,Lib,53518,3,71362,46471,0,Christina,Digiulio,Grn,53519,4,71363,46470,0,Joseph,Soloski,Key,53520,5,71361,45761,0,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,G,Governor,Tom,Wolf,Wolf,Dem,50216,63485,44827,True,True,True,5900000,95,1835102,8795652,True,20221108PA39292,2022-11-08,PA,Josh,Shapiro,Dem,53107,1,70066,43320,0,Douglas,Mastriano,Mastrian,GOP,53117,2,66451,45737,0,Matt,Hackenburg,Hacknbrg,Lib,53518,3,71362,46471,0,Christina,Digiulio,Grn,53519,4,71363,46470,0,Joseph,Soloski,Key,53520,5,71361,45761,0,,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,G,Governor,Tom,Wolf,Wolf,Dem,50216,63485,44827,True,True,True,5900000,95,1874896,8795652,True,20221108PA39292,2022-11-08,PA,Josh,Shapiro,Dem,53107,1,70066,43320,0,Douglas,Mastriano,Mastrian,GOP,53117,2,66451,45737,0,Matt,Hackenburg,Hacknbrg,Lib,53518,3,71362,46471,0,Christina,Digiulio,Grn,53519,4,71363,46470,0,Joseph,Soloski,Key,53520,5,71361,45761,0,,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,G,Governor,Tom,Wolf,Wolf,Dem,50216,63485,44827,True,True,True,5900000,95,2284655,8795652,True,20221108PA39292,2022-11-08,PA,Josh,Shapiro,Dem,53107,1,70066,43320,0,Douglas,Mastriano,Mastrian,GOP,53117,2,66451,45737,0,Matt,Hackenburg,Hacknbrg,Lib,53518,3,71362,46471,0,Christina,Digiulio,Grn,53519,4,71363,46470,0,Joseph,Soloski,Key,53520,5,71361,45761,0,,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,G,Governor,Tom,Wolf,Wolf,Dem,50216,63485,44827,True,True,True,5900000,95,2864507,8795652,True,20221108PA39292,2022-11-08,PA,Josh,Shapiro,Dem,53107,1,70066,43320,0,Douglas,Mastriano,Mastrian,GOP,53117,2,66451,45737,0,Matt,Hackenburg,Hacknbrg,Lib,53518,3,71362,46471,0,Christina,Digiulio,Grn,53519,4,71363,46470,0,Joseph,Soloski,Key,53520,5,71361,45761,0,,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,G,Governor,Tom,Wolf,Wolf,Dem,50216,63485,44827,True,True,True,5900000,95,3221878,8795652,True,20221108PA39292,2022-11-08,PA,Josh,Shapiro,Dem,53107,1,70066,43320,0,Douglas,Mastriano,Mastrian,GOP,53117,2,66451,45737,0,Matt,Hackenburg,Hacknbrg,Lib,53518,3,71362,46471,0,Christina,Digiulio,Grn,53519,4,71363,46470,0,Joseph,Soloski,Key,53520,5,71361,45761,0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,G,Governor,Tom,Wolf,Wolf,Dem,50216,63485,44827,True,True,True,5900000,95,3167973,8795652,True,20221108PA39292,2022-11-08,PA,Josh,Shapiro,Dem,53107,1,70066,43320,0,Douglas,Mastriano,Mastrian,GOP,53117,2,66451,45737,0,Matt,Hackenburg,Hacknbrg,Lib,53518,3,71362,46471,0,Christina,Digiulio,Grn,53519,4,71363,46470,0,Joseph,Soloski,Key,53520,5,71361,45761,0,,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,G,Governor,Tom,Wolf,Wolf,Dem,50216,63485,44827,True,True,True,5900000,95,3221878,8795652,True,20221108PA39292,2022-11-08,PA,Josh,Shapiro,Dem,53107,1,70066,43320,0,Douglas,Mastriano,Mastrian,GOP,53117,2,66451,45737,0,Matt,Hackenburg,Hacknbrg,Lib,53518,3,71362,46471,0,Christina,Digiulio,Grn,53519,4,71363,46470,0,Joseph,Soloski,Key,53520,5,71361,45761,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,G,Governor,Tom,Wolf,Wolf,Dem,50216,63485,44827,True,True,True,5900000,95,3590175,8795652,True,20221108PA39292,2022-11-08,PA,Josh,Shapiro,Dem,53107,1,70066,43320,0,Douglas,Mastriano,Mastrian,GOP,53117,2,66451,45737,0,Matt,Hackenburg,Hacknbrg,Lib,53518,3,71362,46471,0,Christina,Digiulio,Grn,53519,4,71363,46470,0,Joseph,Soloski,Key,53520,5,71361,45761,0,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,G,Governor,Tom,Wolf,Wolf,Dem,50216,63485,44827,True,True,True,5900000,95,3883482,8795652,True,20221108PA39292,2022-11-08,PA,Josh,Shapiro,Dem,53107,1,70066,43320,0,Douglas,Mastriano,Mastrian,GOP,53117,2,66451,45737,0,Matt,Hackenburg,Hacknbrg,Lib,53518,3,71362,46471,0,Christina,Digiulio,Grn,53519,4,71363,46470,0,Joseph,Soloski,Key,53520,5,71361,45761,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,G,Governor,Tom,Wolf,Wolf,Dem,50216,63485,44827,True,True,True,5900000,95,3862221,8795652,True,20221108PA39292,2022-11-08,PA,Josh,Shapiro,Dem,53107,1,70066,43320,0,Douglas,Mastriano,Mastrian,GOP,53117,2,66451,45737,0,Matt,Hackenburg,Hacknbrg,Lib,53518,3,71362,46471,0,Christina,Digiulio,Grn,53519,4,71363,46470,0,Joseph,Soloski,Key,53520,5,71361,45761,0,,
1667967592,2022-11-08 22:19:52 -0600,bb461283809479aaf92a1a30cba63636f0c85695,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,G,Governor,Tom,Wolf,Wolf,Dem,50216,63485,44827,True,True,True,5900000,95,3998117,8795652,True,20221108PA39292,2022-11-08,PA,Josh,Shapiro,Dem,53107,1,70066,43320,0,Douglas,Mastriano,Mastrian,GOP,53117,2,66451,45737,0,Matt,Hackenburg,Hacknbrg,Lib,53518,3,71362,46471,0,Christina,Digiulio,Grn,53519,4,71363,46470,0,Joseph,Soloski,Key,53520,5,71361,45761,0,,
