captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.48389.first,candidates.48389.last,candidates.48389.abbrv,candidates.48389.incumbent,candidates.48389.party,candidates.48389.candidateID,candidates.48389.ballotOrder,candidates.48389.polID,candidates.48389.polNum,candidates.48389.electWon,candidates.50754.first,candidates.50754.last,candidates.50754.party,candidates.50754.candidateID,candidates.50754.ballotOrder,candidates.50754.polID,candidates.50754.polNum,candidates.50754.electWon,candidates.50952.first,candidates.50952.last,candidates.50952.party,candidates.50952.candidateID,candidates.50952.ballotOrder,candidates.50952.polID,candidates.50952.polNum,candidates.50952.electWon,candidates.50953.first,candidates.50953.last,candidates.50953.party,candidates.50953.candidateID,candidates.50953.ballotOrder,candidates.50953.polID,candidates.50953.polNum,candidates.50953.electWon,candidates.50954.first,candidates.50954.last,candidates.50954.party,candidates.50954.candidateID,candidates.50954.ballotOrder,candidates.50954.polID,candidates.50954.polNum,candidates.50954.electWon,candidates.50955.first,candidates.50955.last,candidates.50955.party,candidates.50955.candidateID,candidates.50955.ballotOrder,candidates.50955.polID,candidates.50955.polNum,candidates.50955.electWon,candidates.50956.first,candidates.50956.last,candidates.50956.party,candidates.50956.candidateID,candidates.50956.ballotOrder,candidates.50956.polID,candidates.50956.polNum,candidates.50956.electWon,candidates.48389.winnerDateTime
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,226396,99,58938,962792,True,20221108TN43011,2022-11-08,TN,48389,Scott,DesJarlais,DesJarls,True,GOP,48389,1,61091,45498,0,Wayne,Steele,Dem,50754,2,70859,46820,0,Joseph,Magyer,Ind,50952,6,70880,46822,0,Mike,Winton,Ind,50953,7,64393,46149,0,David,Jones,Ind,50954,5,70891,46465,0,Tharon,Chandler,Ind,50955,4,65322,46212,0,Clyde,Benson,Ind,50956,3,70890,46274,0,2022-11-09T03:22:29.076Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,226396,99,127542,962792,True,20221108TN43011,2022-11-08,TN,48389,Scott,DesJarlais,DesJarls,True,GOP,48389,1,61091,45498,0,Wayne,Steele,Dem,50754,2,70859,46820,0,Joseph,Magyer,Ind,50952,6,70880,46822,0,Mike,Winton,Ind,50953,7,64393,46149,0,David,Jones,Ind,50954,5,70891,46465,0,Tharon,Chandler,Ind,50955,4,65322,46212,0,Clyde,Benson,Ind,50956,3,70890,46274,0,2022-11-09T03:22:29.076Z
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,226396,99,147624,962792,True,20221108TN43011,2022-11-08,TN,48389,Scott,DesJarlais,DesJarls,True,GOP,48389,1,61091,45498,0,Wayne,Steele,Dem,50754,2,70859,46820,0,Joseph,Magyer,Ind,50952,6,70880,46822,0,Mike,Winton,Ind,50953,7,64393,46149,0,David,Jones,Ind,50954,5,70891,46465,0,Tharon,Chandler,Ind,50955,4,65322,46212,0,Clyde,Benson,Ind,50956,3,70890,46274,0,2022-11-09T03:22:29.076Z
1667968451,2022-11-08 22:34:11 -0600,ec7c4c2fbdf80046dac3b25dd67b45de79385a9e,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,216817,99,153204,962792,True,20221108TN43011,2022-11-08,TN,48389,Scott,DesJarlais,DesJarls,True,GOP,48389,1,61091,45498,0,Wayne,Steele,Dem,50754,2,70859,46820,0,Joseph,Magyer,Ind,50952,6,70880,46822,0,Mike,Winton,Ind,50953,7,64393,46149,0,David,Jones,Ind,50954,5,70891,46465,0,Tharon,Chandler,Ind,50955,4,65322,46212,0,Clyde,Benson,Ind,50956,3,70890,46274,0,2022-11-09T03:22:29.076Z
1667970156,2022-11-08 23:02:36 -0600,84ea53799ae0036a04ac85127e62d719394c963e,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,193830,99,154962,962792,True,20221108TN43011,2022-11-08,TN,48389,Scott,DesJarlais,DesJarls,True,GOP,48389,1,61091,45498,0,Wayne,Steele,Dem,50754,2,70859,46820,0,Joseph,Magyer,Ind,50952,6,70880,46822,0,Mike,Winton,Ind,50953,7,64393,46149,0,David,Jones,Ind,50954,5,70891,46465,0,Tharon,Chandler,Ind,50955,4,65322,46212,0,Clyde,Benson,Ind,50956,3,70890,46274,0,2022-11-09T03:22:29.076Z
1667973512,2022-11-08 23:58:32 -0600,c5b8277525be0367964460ee9775326f5b2cc341,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,193830,99,155994,962792,True,20221108TN43011,2022-11-08,TN,48389,Scott,DesJarlais,DesJarls,True,GOP,48389,1,61091,45498,0,Wayne,Steele,Dem,50754,2,70859,46820,0,Joseph,Magyer,Ind,50952,6,70880,46822,0,Mike,Winton,Ind,50953,7,64393,46149,0,David,Jones,Ind,50954,5,70891,46465,0,Tharon,Chandler,Ind,50955,4,65322,46212,0,Clyde,Benson,Ind,50956,3,70890,46274,0,2022-11-09T03:22:29.076Z
1667980452,2022-11-09 01:54:12 -0600,8582b289a5585f5144f1456aab265e4a7ab9ddc5,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,179887,99,155994,962792,True,20221108TN43011,2022-11-08,TN,48389,Scott,DesJarlais,DesJarls,True,GOP,48389,1,61091,45498,0,Wayne,Steele,Dem,50754,2,70859,46820,0,Joseph,Magyer,Ind,50952,6,70880,46822,0,Mike,Winton,Ind,50953,7,64393,46149,0,David,Jones,Ind,50954,5,70891,46465,0,Tharon,Chandler,Ind,50955,4,65322,46212,0,Clyde,Benson,Ind,50956,3,70890,46274,0,2022-11-09T03:22:29.076Z
1667987197,2022-11-09 03:46:37 -0600,c6de9a5ef91cb16901f36d62fb2513f293fa8ed2,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,183295,99,155994,962792,True,20221108TN43011,2022-11-08,TN,48389,Scott,DesJarlais,DesJarls,True,GOP,48389,1,61091,45498,0,Wayne,Steele,Dem,50754,2,70859,46820,0,Joseph,Magyer,Ind,50952,6,70880,46822,0,Mike,Winton,Ind,50953,7,64393,46149,0,David,Jones,Ind,50954,5,70891,46465,0,Tharon,Chandler,Ind,50955,4,65322,46212,0,Clyde,Benson,Ind,50956,3,70890,46274,0,2022-11-09T03:22:29.076Z
1667987280,2022-11-09 03:48:00 -0600,a88286d7028ba2595139baf03aeca44134230973,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,179887,99,155994,962792,True,20221108TN43011,2022-11-08,TN,48389,Scott,DesJarlais,DesJarls,True,GOP,48389,1,61091,45498,0,Wayne,Steele,Dem,50754,2,70859,46820,0,Joseph,Magyer,Ind,50952,6,70880,46822,0,Mike,Winton,Ind,50953,7,64393,46149,0,David,Jones,Ind,50954,5,70891,46465,0,Tharon,Chandler,Ind,50955,4,65322,46212,0,Clyde,Benson,Ind,50956,3,70890,46274,0,2022-11-09T03:22:29.076Z
1667987322,2022-11-09 03:48:42 -0600,c4941bd0c330c6a68f39d6af84344c6410041a01,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,183295,99,155994,962792,True,20221108TN43011,2022-11-08,TN,48389,Scott,DesJarlais,DesJarls,True,GOP,48389,1,61091,45498,0,Wayne,Steele,Dem,50754,2,70859,46820,0,Joseph,Magyer,Ind,50952,6,70880,46822,0,Mike,Winton,Ind,50953,7,64393,46149,0,David,Jones,Ind,50954,5,70891,46465,0,Tharon,Chandler,Ind,50955,4,65322,46212,0,Clyde,Benson,Ind,50956,3,70890,46274,0,2022-11-09T03:22:29.076Z
1667988091,2022-11-09 04:01:31 -0600,ad99db3e9080c7ed6200ad727ad2ea36cd855591,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,193830,99,155994,962792,True,20221108TN43011,2022-11-08,TN,48389,Scott,DesJarlais,DesJarls,True,GOP,48389,1,61091,45498,0,Wayne,Steele,Dem,50754,2,70859,46820,0,Joseph,Magyer,Ind,50952,6,70880,46822,0,Mike,Winton,Ind,50953,7,64393,46149,0,David,Jones,Ind,50954,5,70891,46465,0,Tharon,Chandler,Ind,50955,4,65322,46212,0,Clyde,Benson,Ind,50956,3,70890,46274,0,2022-11-09T03:22:29.076Z
1668010285,2022-11-09 10:11:25 -0600,b64b12d7f879ecda657a24a58c402a84aed97c29,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,193830,99,173377,962792,True,20221108TN43011,2022-11-08,TN,48389,Scott,DesJarlais,DesJarls,True,GOP,48389,1,61091,45498,0,Wayne,Steele,Dem,50754,2,70859,46820,0,Joseph,Magyer,Ind,50952,6,70880,46822,0,Mike,Winton,Ind,50953,7,64393,46149,0,David,Jones,Ind,50954,5,70891,46465,0,Tharon,Chandler,Ind,50955,4,65322,46212,0,Clyde,Benson,Ind,50956,3,70890,46274,0,2022-11-09T03:22:29.076Z
1668013598,2022-11-09 11:06:38 -0600,b73843ea180f5fe85f68d153a7e2e2afb94e9f06,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,176842,99,173377,962792,True,20221108TN43011,2022-11-08,TN,48389,Scott,DesJarlais,DesJarls,True,GOP,48389,1,61091,45498,0,Wayne,Steele,Dem,50754,2,70859,46820,0,Joseph,Magyer,Ind,50952,6,70880,46822,0,Mike,Winton,Ind,50953,7,64393,46149,0,David,Jones,Ind,50954,5,70891,46465,0,Tharon,Chandler,Ind,50955,4,65322,46212,0,Clyde,Benson,Ind,50956,3,70890,46274,0,2022-11-09T03:22:29.076Z
1668013644,2022-11-09 11:07:24 -0600,149fa4c47bc02be1867d5154d9cb65935c12b338,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,193830,99,173377,962792,True,20221108TN43011,2022-11-08,TN,48389,Scott,DesJarlais,DesJarls,True,GOP,48389,1,61091,45498,0,Wayne,Steele,Dem,50754,2,70859,46820,0,Joseph,Magyer,Ind,50952,6,70880,46822,0,Mike,Winton,Ind,50953,7,64393,46149,0,David,Jones,Ind,50954,5,70891,46465,0,Tharon,Chandler,Ind,50955,4,65322,46212,0,Clyde,Benson,Ind,50956,3,70890,46274,0,2022-11-09T03:22:29.076Z
1668013686,2022-11-09 11:08:06 -0600,4b297ad2cb57f1b845901b4dd6335b6a0e0d49bf,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,176842,99,173377,962792,True,20221108TN43011,2022-11-08,TN,48389,Scott,DesJarlais,DesJarls,True,GOP,48389,1,61091,45498,0,Wayne,Steele,Dem,50754,2,70859,46820,0,Joseph,Magyer,Ind,50952,6,70880,46822,0,Mike,Winton,Ind,50953,7,64393,46149,0,David,Jones,Ind,50954,5,70891,46465,0,Tharon,Chandler,Ind,50955,4,65322,46212,0,Clyde,Benson,Ind,50956,3,70890,46274,0,2022-11-09T03:22:29.076Z
1668014433,2022-11-09 11:20:33 -0600,8fa24b4a18c51565cf10fa8dfa12d6aeae991f1a,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,180684,99,173377,962792,True,20221108TN43011,2022-11-08,TN,48389,Scott,DesJarlais,DesJarls,True,GOP,48389,1,61091,45498,0,Wayne,Steele,Dem,50754,2,70859,46820,0,Joseph,Magyer,Ind,50952,6,70880,46822,0,Mike,Winton,Ind,50953,7,64393,46149,0,David,Jones,Ind,50954,5,70891,46465,0,Tharon,Chandler,Ind,50955,4,65322,46212,0,Clyde,Benson,Ind,50956,3,70890,46274,0,2022-11-09T03:22:29.076Z
1668015276,2022-11-09 11:34:36 -0600,dcda9d10235f87ec4665b5c918b5272474a1d6ee,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,176842,99,173377,962792,True,20221108TN43011,2022-11-08,TN,48389,Scott,DesJarlais,DesJarls,True,GOP,48389,1,61091,45498,0,Wayne,Steele,Dem,50754,2,70859,46820,0,Joseph,Magyer,Ind,50952,6,70880,46822,0,Mike,Winton,Ind,50953,7,64393,46149,0,David,Jones,Ind,50954,5,70891,46465,0,Tharon,Chandler,Ind,50955,4,65322,46212,0,Clyde,Benson,Ind,50956,3,70890,46274,0,2022-11-09T03:22:29.076Z
1668032127,2022-11-09 16:15:27 -0600,6a7eed451cb48fac3e3c454bd7a8853ce2f4857a,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,175129,99,173377,962792,True,20221108TN43011,2022-11-08,TN,48389,Scott,DesJarlais,DesJarls,True,GOP,48389,1,61091,45498,0,Wayne,Steele,Dem,50754,2,70859,46820,0,Joseph,Magyer,Ind,50952,6,70880,46822,0,Mike,Winton,Ind,50953,7,64393,46149,0,David,Jones,Ind,50954,5,70891,46465,0,Tharon,Chandler,Ind,50955,4,65322,46212,0,Clyde,Benson,Ind,50956,3,70890,46274,0,2022-11-09T03:22:29.076Z
1668198390,2022-11-11 14:26:30 -0600,50cb81c7079ea2ca8acaf9b975cd30faf6f0866f,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,175129,99,173348,962792,True,20221108TN43011,2022-11-08,TN,48389,Scott,DesJarlais,DesJarls,True,GOP,48389,1,61091,45498,0,Wayne,Steele,Dem,50754,2,70859,46820,0,Joseph,Magyer,Ind,50952,6,70880,46822,0,Mike,Winton,Ind,50953,7,64393,46149,0,David,Jones,Ind,50954,5,70891,46465,0,Tharon,Chandler,Ind,50955,4,65322,46212,0,Clyde,Benson,Ind,50956,3,70890,46274,0,2022-11-09T03:22:29.076Z
