captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108WI50068,live,0.0,WI,Wisconsin,50,1,2022-11-09T02:00:00.000Z,state,0,2022-11-07T22:54:36.776Z,0,402,0.0,26935,0,0.0,28636,0,0.0,28642,0,0.0,336509,99,0,692290,0,0,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108WI50068,live,0.0,WI,Wisconsin,50,1,2022-11-09T02:00:00.000Z,state,0,2022-11-08T19:53:23.398Z,0,402,0.0,26935,0,0.0,28636,0,0.0,28642,0,0.0,448198,99,0,692290,0,0,,,
1667947429,2022-11-08 22:43:49 +0000,e6d5bcf1f6c68c6499934b6e270555c5d0bb1bbf,20221108WI50068,live,0.0,WI,Wisconsin,50,1,2022-11-09T02:00:00.000Z,state,0,2022-11-08T22:42:02.748Z,0,402,0.0,26935,0,0.0,28636,0,0.0,28642,0,0.0,448198,99,0,692290,0,0,,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,20221108WI50068,live,0.34,WI,Wisconsin,50,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T02:26:18.483Z,3,402,0.75,26935,1200,78.23,28642,217,14.15,28636,117,7.63,448198,99,1534,692290,3,1,0.0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,20221108WI50068,live,1.81,WI,Wisconsin,50,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T02:31:33.658Z,15,402,3.73,26935,5760,71.08,28642,1550,19.13,28636,794,9.8,448198,99,8104,692290,15,7,0.0,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,20221108WI50068,live,7.21,WI,Wisconsin,50,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T02:39:31.892Z,15,402,3.73,26935,24583,76.08,28642,4814,14.9,28636,2916,9.02,448198,99,32313,692290,15,29,0.0,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,20221108WI50068,live,8.98,WI,Wisconsin,50,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T02:41:21.490Z,28,402,6.97,26935,30614,76.04,28642,6081,15.11,28636,3563,8.85,448198,99,40258,692290,28,36,0.0,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,20221108WI50068,live,9.37,WI,Wisconsin,50,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T02:48:32.155Z,32,402,7.96,26935,32002,76.22,28642,6210,14.79,28636,3776,8.99,448198,99,41988,692290,32,38,0.0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,20221108WI50068,live,10.06,WI,Wisconsin,50,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T02:54:36.996Z,37,402,9.2,26935,34281,76.06,28642,6697,14.86,28636,4095,9.09,448198,99,45073,692290,37,40,0.0,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,20221108WI50068,live,13.91,WI,Wisconsin,50,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T02:58:32.094Z,37,402,9.2,26935,45896,73.63,28642,10287,16.5,28636,6149,9.86,448198,99,62332,692290,37,56,0.0,,
