captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.45704.first,candidates.45704.last,candidates.45704.party,candidates.45704.candidateID,candidates.45704.polID,candidates.45704.ballotOrder,candidates.45704.polNum,candidates.45704.electWon,candidates.45705.first,candidates.45705.last,candidates.45705.party,candidates.45705.incumbent,candidates.45705.candidateID,candidates.45705.polID,candidates.45705.ballotOrder,candidates.45705.polNum,candidates.45705.electWon,candidates.45705.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NC-20221108_Eday62,34,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 8,8,266627,99,0,1044651,True,20221108NC35390,2022-11-08,NC,45705,Scott,Huffman,Dem,45704,66320,1,38407,0,Dan,Bishop,GOP,True,45705,68365,2,37643,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,NC-20221108_Eday80,34,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 8,8,301739,99,0,1044651,True,20221108NC35390,2022-11-08,NC,45705,Scott,Huffman,Dem,45704,66320,1,38407,0,Dan,Bishop,GOP,True,45705,68365,2,37643,0,,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,301739,99,29854,1044651,True,20221108NC35390,2022-11-08,NC,45705,Scott,Huffman,Dem,45704,66320,1,38407,0,Dan,Bishop,GOP,True,45705,68365,2,37643,0,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,301739,99,81761,1044651,True,20221108NC35390,2022-11-08,NC,45705,Scott,Huffman,Dem,45704,66320,1,38407,0,Dan,Bishop,GOP,True,45705,68365,2,37643,0,,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,301739,99,139620,1044651,True,20221108NC35390,2022-11-08,NC,45705,Scott,Huffman,Dem,45704,66320,1,38407,0,Dan,Bishop,GOP,True,45705,68365,2,37643,0,,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,301739,99,138963,1044651,True,20221108NC35390,2022-11-08,NC,45705,Scott,Huffman,Dem,45704,66320,1,38407,0,Dan,Bishop,GOP,True,45705,68365,2,37643,0,,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,301739,99,141744,1044651,True,20221108NC35390,2022-11-08,NC,45705,Scott,Huffman,Dem,45704,66320,1,38407,0,Dan,Bishop,GOP,True,45705,68365,2,37643,0,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,301739,99,153753,1044651,True,20221108NC35390,2022-11-08,NC,45705,Scott,Huffman,Dem,45704,66320,1,38407,0,Dan,Bishop,GOP,True,45705,68365,2,37643,0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,301739,99,155137,1044651,True,20221108NC35390,2022-11-08,NC,45705,Scott,Huffman,Dem,45704,66320,1,38407,0,Dan,Bishop,GOP,True,45705,68365,2,37643,0,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,301739,99,166553,1044651,True,20221108NC35390,2022-11-08,NC,45705,Scott,Huffman,Dem,45704,66320,1,38407,0,Dan,Bishop,GOP,True,45705,68365,2,37643,0,2022-11-09T01:48:02.376Z,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,301739,99,163143,1044651,True,20221108NC35390,2022-11-08,NC,45705,Scott,Huffman,Dem,45704,66320,1,38407,0,Dan,Bishop,GOP,True,45705,68365,2,37643,0,2022-11-09T01:48:02.376Z,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,301739,99,195310,1044651,True,20221108NC35390,2022-11-08,NC,45705,Scott,Huffman,Dem,45704,66320,1,38407,0,Dan,Bishop,GOP,True,45705,68365,2,37643,0,2022-11-09T01:48:02.376Z,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,301739,99,209469,1044651,True,20221108NC35390,2022-11-08,NC,45705,Scott,Huffman,Dem,45704,66320,1,38407,0,Dan,Bishop,GOP,True,45705,68365,2,37643,0,2022-11-09T01:48:02.376Z,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,301739,99,234786,1044651,True,20221108NC35390,2022-11-08,NC,45705,Scott,Huffman,Dem,45704,66320,1,38407,0,Dan,Bishop,GOP,True,45705,68365,2,37643,0,2022-11-09T01:48:02.376Z,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,301739,99,246255,1044651,True,20221108NC35390,2022-11-08,NC,45705,Scott,Huffman,Dem,45704,66320,1,38407,0,Dan,Bishop,GOP,True,45705,68365,2,37643,0,2022-11-09T01:48:02.376Z,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,301739,99,254041,1044651,True,20221108NC35390,2022-11-08,NC,45705,Scott,Huffman,Dem,45704,66320,1,38407,0,Dan,Bishop,GOP,True,45705,68365,2,37643,0,2022-11-09T01:48:02.376Z,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,301739,99,256178,1044651,True,20221108NC35390,2022-11-08,NC,45705,Scott,Huffman,Dem,45704,66320,1,38407,0,Dan,Bishop,GOP,True,45705,68365,2,37643,0,2022-11-09T01:48:02.376Z,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,263719,99,259401,1044651,True,20221108NC35390,2022-11-08,NC,45705,Scott,Huffman,Dem,45704,66320,1,38407,0,Dan,Bishop,GOP,True,45705,68365,2,37643,0,2022-11-09T01:48:02.376Z,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,263719,99,259626,1044651,True,20221108NC35390,2022-11-08,NC,45705,Scott,Huffman,Dem,45704,66320,1,38407,0,Dan,Bishop,GOP,True,45705,68365,2,37643,0,2022-11-09T01:48:02.376Z,
1667968931,2022-11-08 22:42:11 -0600,cca40a484cb23456c0df129e9bd1750068cb4880,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,262780,99,259626,1044651,True,20221108NC35390,2022-11-08,NC,45705,Scott,Huffman,Dem,45704,66320,1,38407,0,Dan,Bishop,GOP,True,45705,68365,2,37643,0,2022-11-09T01:48:02.376Z,
