captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.22891.first,candidates.22891.last,candidates.22891.party,candidates.22891.incumbent,candidates.22891.candidateID,candidates.22891.polID,candidates.22891.ballotOrder,candidates.22891.polNum,candidates.22891.electWon,candidates.22893.first,candidates.22893.last,candidates.22893.abbrv,candidates.22893.party,candidates.22893.candidateID,candidates.22893.polID,candidates.22893.ballotOrder,candidates.22893.polNum,candidates.22893.electWon,candidates.22891.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,CA-20221108_Eday62,5,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 7,7,251121,99,0,544990,True,20221108CA5697,2022-11-08,CA,22891,Doris,Matsui,Dem,True,22891,51416,2,10732,0.0,Max,Semenenko,Semenenk,GOP,22893,70671,1,13746,0.0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,CA-20221108_Eday80,5,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 7,7,262745,99,0,544864,True,20221108CA5697,2022-11-08,CA,22891,Doris,Matsui,Dem,True,22891,51416,2,10732,0.0,Max,Semenenko,Semenenk,GOP,22893,70671,1,13746,0.0,,
1667950369,2022-11-08 23:32:49 +0000,88781f78b51366cb56dbc8603a43b441a541be7f,CA-20221108_Eday80,5,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 7,7,262745,90,0,544864,True,20221108CA5697,2022-11-08,CA,22891,Doris,Matsui,Dem,True,22891,51416,2,10732,0.0,Max,Semenenko,Semenenk,GOP,22893,70671,1,13746,0.0,,
1667968798,2022-11-08 22:39:58 -0600,a5f602864fc4763e8a6bc6f82d3436a01320e3bc,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,262745,90,53839,544864,True,20221108CA5697,2022-11-08,CA,22891,Doris,Matsui,Dem,True,22891,51416,2,10732,0.0,Max,Semenenko,Semenenk,GOP,22893,70671,1,13746,0.0,,
1667969592,2022-11-08 22:53:12 -0600,1aa535c5b76797aa0c55f68109cd2149e6f7b08a,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,262745,90,53852,544864,True,20221108CA5697,2022-11-08,CA,22891,Doris,Matsui,Dem,True,22891,51416,2,10732,0.0,Max,Semenenko,Semenenk,GOP,22893,70671,1,13746,0.0,,
1667975154,2022-11-09 00:25:54 -0600,e385cf3ed45230deb4315fbba874f4f4144f56b6,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,262745,90,56618,544864,True,20221108CA5697,2022-11-08,CA,22891,Doris,Matsui,Dem,True,22891,51416,2,10732,0.0,Max,Semenenko,Semenenk,GOP,22893,70671,1,13746,0.0,,
1667976021,2022-11-09 00:40:21 -0600,1f65c40d3c652c15981217b194d23b97d0290d89,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,262745,90,63446,544864,True,20221108CA5697,2022-11-08,CA,22891,Doris,Matsui,Dem,True,22891,51416,2,10732,0.0,Max,Semenenko,Semenenk,GOP,22893,70671,1,13746,0.0,,
1667978582,2022-11-09 01:23:02 -0600,6fbbff39de224458e6936cb861e2ada647e487bb,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,262745,90,63446,544864,True,20221108CA5697,2022-11-08,CA,22891,Doris,Matsui,Dem,True,22891,51416,2,10732,0.0,Max,Semenenko,Semenenk,GOP,22893,70671,1,13746,0.0,2022-11-09T07:06:32.934Z,
1667984363,2022-11-09 02:59:23 -0600,d6a9e6483825182d1040b09b3e047ae20cab1e3a,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,262745,90,67826,544864,True,20221108CA5697,2022-11-08,CA,22891,Doris,Matsui,Dem,True,22891,51416,2,10732,0.0,Max,Semenenko,Semenenk,GOP,22893,70671,1,13746,0.0,2022-11-09T07:06:32.934Z,
1667986872,2022-11-09 03:41:12 -0600,f878f3b60e8ceb3542d6c044870ffba85849690d,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,262745,90,68426,544864,True,20221108CA5697,2022-11-08,CA,22891,Doris,Matsui,Dem,True,22891,51416,2,10732,0.0,Max,Semenenko,Semenenk,GOP,22893,70671,1,13746,0.0,2022-11-09T07:06:32.934Z,
1667986912,2022-11-09 03:41:52 -0600,111328f8f980c2017f6b147fde38e9a3f7e11bab,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,262745,90,67826,544864,True,20221108CA5697,2022-11-08,CA,22891,Doris,Matsui,Dem,True,22891,51416,2,10732,0.0,Max,Semenenko,Semenenk,GOP,22893,70671,1,13746,0.0,2022-11-09T07:06:32.934Z,
1667987322,2022-11-09 03:48:42 -0600,c4941bd0c330c6a68f39d6af84344c6410041a01,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,262745,90,68426,544864,True,20221108CA5697,2022-11-08,CA,22891,Doris,Matsui,Dem,True,22891,51416,2,10732,0.0,Max,Semenenko,Semenenk,GOP,22893,70671,1,13746,0.0,2022-11-09T07:06:32.934Z,
