captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.0.calledAt,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.winner,candidates.0.colorIndex
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108AZ3924,live,0,AZ,Arizona,3,1,2022-11-09T02:00:00.000Z,state,0,2022-11-07T16:36:11.508Z,0,175,0,9702,0,0,2022-11-09T01:00:00.000Z,309669,99,0,864709,0,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108AZ3924,live,0,AZ,Arizona,3,1,2022-11-09T02:00:00.000Z,state,0,2022-11-07T20:24:46.971Z,0,175,0,9702,0,0,2022-11-09T01:00:00.000Z,309669,99,0,864709,0,0,,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,20221108AZ3924,live,0,AZ,Arizona,3,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T03:01:52.752Z,0,175,0,9702,0,0,2022-11-09T01:00:00.000Z,309669,99,0,864709,0,0,X,0.0
