captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.35878.first,candidates.35878.last,candidates.35878.incumbent,candidates.35878.party,candidates.35878.candidateID,candidates.35878.ballotOrder,candidates.35878.polID,candidates.35878.polNum,candidates.35878.electWon,candidates.37339.first,candidates.37339.last,candidates.37339.party,candidates.37339.candidateID,candidates.37339.ballotOrder,candidates.37339.polID,candidates.37339.polNum,candidates.37339.electWon,candidates.37955.first,candidates.37955.last,candidates.37955.party,candidates.37955.candidateID,candidates.37955.ballotOrder,candidates.37955.polID,candidates.37955.polNum,candidates.37955.electWon,candidates.37956.first,candidates.37956.last,candidates.37956.party,candidates.37956.candidateID,candidates.37956.ballotOrder,candidates.37956.polID,candidates.37956.polNum,candidates.37956.electWon,candidates.37976.first,candidates.37976.last,candidates.37976.party,candidates.37976.candidateID,candidates.37976.ballotOrder,candidates.37976.polID,candidates.37976.polNum,candidates.37976.electWon,candidates.37982.first,candidates.37982.last,candidates.37982.abbrv,candidates.37982.party,candidates.37982.candidateID,candidates.37982.ballotOrder,candidates.37982.polID,candidates.37982.polNum,candidates.37982.electWon,candidates.35878.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,MI-20221108_Eday80,23,General,G,Awaiting Poll Close,Too Early to Call,G,Governor,Gretchen,Whitmer,Dem,35878,55071,27578,True,True,True,4900000,99,0,8210166,True,20221108MI24074,2022-11-08,MI,35878,Gretchen,Whitmer,True,Dem,35878,1,55071,27578,0,Tudor,Dixon,GOP,37339,2,70816,30110,0,Mary,Buzuma,Lib,37955,3,62356,28548,0,Kevin,Hogan,Grn,37956,5,71658,30493,0,Daryl,Simpson,NLP,37976,6,71744,30501,0,Donna,Brandenburg,Brndnbrg,UST,37982,4,70820,30117,0,,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,MI-20221108_Eday80,23,General,G,Polls Closed/Waiting First Report,Too Early to Call,G,Governor,Gretchen,Whitmer,Dem,35878,55071,27578,True,True,True,4900000,99,0,8210166,True,20221108MI24074,2022-11-08,MI,35878,Gretchen,Whitmer,True,Dem,35878,1,55071,27578,0,Tudor,Dixon,GOP,37339,2,70816,30110,0,Mary,Buzuma,Lib,37955,3,62356,28548,0,Kevin,Hogan,Grn,37956,5,71658,30493,0,Daryl,Simpson,NLP,37976,6,71744,30501,0,Donna,Brandenburg,Brndnbrg,UST,37982,4,70820,30117,0,,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,G,Governor,Gretchen,Whitmer,Dem,35878,55071,27578,True,True,True,4900000,99,90280,8210166,True,20221108MI24074,2022-11-08,MI,35878,Gretchen,Whitmer,True,Dem,35878,1,55071,27578,0,Tudor,Dixon,GOP,37339,2,70816,30110,0,Mary,Buzuma,Lib,37955,3,62356,28548,0,Kevin,Hogan,Grn,37956,5,71658,30493,0,Daryl,Simpson,NLP,37976,6,71744,30501,0,Donna,Brandenburg,Brndnbrg,UST,37982,4,70820,30117,0,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,G,Governor,Gretchen,Whitmer,Dem,35878,55071,27578,True,True,True,4900000,99,109450,8210166,True,20221108MI24074,2022-11-08,MI,35878,Gretchen,Whitmer,True,Dem,35878,1,55071,27578,0,Tudor,Dixon,GOP,37339,2,70816,30110,0,Mary,Buzuma,Lib,37955,3,62356,28548,0,Kevin,Hogan,Grn,37956,5,71658,30493,0,Daryl,Simpson,NLP,37976,6,71744,30501,0,Donna,Brandenburg,Brndnbrg,UST,37982,4,70820,30117,0,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,G,Governor,Gretchen,Whitmer,Dem,35878,55071,27578,True,True,True,4900000,99,149506,8210166,True,20221108MI24074,2022-11-08,MI,35878,Gretchen,Whitmer,True,Dem,35878,1,55071,27578,0,Tudor,Dixon,GOP,37339,2,70816,30110,0,Mary,Buzuma,Lib,37955,3,62356,28548,0,Kevin,Hogan,Grn,37956,5,71658,30493,0,Daryl,Simpson,NLP,37976,6,71744,30501,0,Donna,Brandenburg,Brndnbrg,UST,37982,4,70820,30117,0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,G,Governor,Gretchen,Whitmer,Dem,35878,55071,27578,True,True,True,4900000,99,295819,8210166,True,20221108MI24074,2022-11-08,MI,35878,Gretchen,Whitmer,True,Dem,35878,1,55071,27578,0,Tudor,Dixon,GOP,37339,2,70816,30110,0,Mary,Buzuma,Lib,37955,3,62356,28548,0,Kevin,Hogan,Grn,37956,5,71658,30493,0,Daryl,Simpson,NLP,37976,6,71744,30501,0,Donna,Brandenburg,Brndnbrg,UST,37982,4,70820,30117,0,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,G,Governor,Gretchen,Whitmer,Dem,35878,55071,27578,True,True,True,4900000,99,365345,8210166,True,20221108MI24074,2022-11-08,MI,35878,Gretchen,Whitmer,True,Dem,35878,1,55071,27578,0,Tudor,Dixon,GOP,37339,2,70816,30110,0,Mary,Buzuma,Lib,37955,3,62356,28548,0,Kevin,Hogan,Grn,37956,5,71658,30493,0,Daryl,Simpson,NLP,37976,6,71744,30501,0,Donna,Brandenburg,Brndnbrg,UST,37982,4,70820,30117,0,,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,G,Governor,Gretchen,Whitmer,Dem,35878,55071,27578,True,True,True,4900000,99,361137,8210166,True,20221108MI24074,2022-11-08,MI,35878,Gretchen,Whitmer,True,Dem,35878,1,55071,27578,0,Tudor,Dixon,GOP,37339,2,70816,30110,0,Mary,Buzuma,Lib,37955,3,62356,28548,0,Kevin,Hogan,Grn,37956,5,71658,30493,0,Daryl,Simpson,NLP,37976,6,71744,30501,0,Donna,Brandenburg,Brndnbrg,UST,37982,4,70820,30117,0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,G,Governor,Gretchen,Whitmer,Dem,35878,55071,27578,True,True,True,4900000,99,365345,8210166,True,20221108MI24074,2022-11-08,MI,35878,Gretchen,Whitmer,True,Dem,35878,1,55071,27578,0,Tudor,Dixon,GOP,37339,2,70816,30110,0,Mary,Buzuma,Lib,37955,3,62356,28548,0,Kevin,Hogan,Grn,37956,5,71658,30493,0,Daryl,Simpson,NLP,37976,6,71744,30501,0,Donna,Brandenburg,Brndnbrg,UST,37982,4,70820,30117,0,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,G,Governor,Gretchen,Whitmer,Dem,35878,55071,27578,True,True,True,4900000,99,443994,8210166,True,20221108MI24074,2022-11-08,MI,35878,Gretchen,Whitmer,True,Dem,35878,1,55071,27578,0,Tudor,Dixon,GOP,37339,2,70816,30110,0,Mary,Buzuma,Lib,37955,3,62356,28548,0,Kevin,Hogan,Grn,37956,5,71658,30493,0,Daryl,Simpson,NLP,37976,6,71744,30501,0,Donna,Brandenburg,Brndnbrg,UST,37982,4,70820,30117,0,,
