captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.51243.first,candidates.51243.last,candidates.51243.party,candidates.51243.incumbent,candidates.51243.candidateID,candidates.51243.polID,candidates.51243.ballotOrder,candidates.51243.polNum,candidates.51243.electWon,candidates.51928.first,candidates.51928.last,candidates.51928.party,candidates.51928.candidateID,candidates.51928.polID,candidates.51928.ballotOrder,candidates.51928.polNum,candidates.51928.electWon,candidates.51243.winnerDateTime
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,283594,99,276346,732661,True,20221108VA47021,2022-11-08,VA,51243,Gerald,Connolly,Dem,True,51243,59040,1,49170,0,James,Myles,GOP,51928,71717,2,49652,0,2022-11-09T02:17:40.683Z
1667969248,2022-11-08 22:47:28 -0600,22d8758416ee8e5b986d6c680c79fc8b3c4bdaaf,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,282783,99,276346,732661,True,20221108VA47021,2022-11-08,VA,51243,Gerald,Connolly,Dem,True,51243,59040,1,49170,0,James,Myles,GOP,51928,71717,2,49652,0,2022-11-09T02:17:40.683Z
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,279137,99,276346,732661,True,20221108VA47021,2022-11-08,VA,51243,Gerald,Connolly,Dem,True,51243,59040,1,49170,0,James,Myles,GOP,51928,71717,2,49652,0,2022-11-09T02:17:40.683Z
1667975402,2022-11-09 00:30:02 -0600,1cb740bfe02888499fbb239b5454758b24512913,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,279137,99,278053,732661,True,20221108VA47021,2022-11-08,VA,51243,Gerald,Connolly,Dem,True,51243,59040,1,49170,0,James,Myles,GOP,51928,71717,2,49652,0,2022-11-09T02:17:40.683Z
1668011858,2022-11-09 10:37:38 -0600,9ce43455b29f3ffd2d310815b60ae125f6313581,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,280861,99,278053,732661,True,20221108VA47021,2022-11-08,VA,51243,Gerald,Connolly,Dem,True,51243,59040,1,49170,0,James,Myles,GOP,51928,71717,2,49652,0,2022-11-09T02:17:40.683Z
1668454103,2022-11-14 13:28:23 -0600,58f11389546c33064cc1f356d8658aa5dc7bb002,VA-20221108_Eday80,47,General,G,Tabulation Paused,Called,H,U.S. House,True,District 11,11,280861,99,278101,732661,True,20221108VA47021,2022-11-08,VA,51243,Gerald,Connolly,Dem,True,51243,59040,1,49170,0,James,Myles,GOP,51928,71717,2,49652,0,2022-11-09T02:17:40.683Z
1668455826,2022-11-14 13:57:06 -0600,1f8a6f4d06e57d6c2d8bc527054c7149b5931aed,VA-20221108_Eday80,47,General,G,Tabulation Paused,Called,H,U.S. House,True,District 11,11,280861,99,278239,732661,True,20221108VA47021,2022-11-08,VA,51243,Gerald,Connolly,Dem,True,51243,59040,1,49170,0,James,Myles,GOP,51928,71717,2,49652,0,2022-11-09T02:17:40.683Z
1668481094,2022-11-14 20:58:14 -0600,e46aa7b17fc448b2f262207423defa35cf4681ce,VA-20221108_Eday80,47,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 11,11,280861,99,278244,732661,True,20221108VA47021,2022-11-08,VA,51243,Gerald,Connolly,Dem,True,51243,59040,1,49170,0,James,Myles,GOP,51928,71717,2,49652,0,2022-11-09T02:17:40.683Z
1668524214,2022-11-15 08:56:54 -0600,dda6bed574e892f7c2ea9b2929782fb003c7b577,VA-20221108_Eday80,47,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 11,11,280861,99,288824,732661,True,20221108VA47021,2022-11-08,VA,51243,Gerald,Connolly,Dem,True,51243,59040,1,49170,0,James,Myles,GOP,51928,71717,2,49652,0,2022-11-09T02:17:40.683Z
1668627038,2022-11-16 13:30:38 -0600,17328bd42afb135b8ab20fc9f74166f4c332f76c,VA-20221108_Eday80,47,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 11,11,287378,99,288824,732661,True,20221108VA47021,2022-11-08,VA,51243,Gerald,Connolly,Dem,True,51243,59040,1,49170,0,James,Myles,GOP,51928,71717,2,49652,0,2022-11-09T02:17:40.683Z
