captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,electTotal,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,candidates.5.candidateID,candidates.5.voteCount,candidates.5.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NJ,34029,2,2022-11-09T00:00:00.000Z,FIPSCode,34029,0,2022-11-07T03:18:47.650Z,0,0.0,334,0.0,38226,0,0.0,39994,0,0.0,39955,0,0.0,39993,0,0.0,39995,0,0.0,39996,0,0.0,232454,99,0,355348,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,NJ,34029,2,2022-11-09T01:00:00.000Z,FIPSCode,34029,0,2022-11-08T19:53:37.024Z,0,0.0,334,0.0,38226,0,0.0,39994,0,0.0,39955,0,0.0,39993,0,0.0,39995,0,0.0,39996,0,0.0,137383,99,0,355348,0,0
1667946382,2022-11-08 22:26:22 +0000,73f2c650f342d3057cfca8879805e19e5c627823,NJ,34029,2,2022-11-09T01:00:00.000Z,FIPSCode,34029,0,2022-11-08T22:23:59.881Z,0,0.0,334,0.0,38226,0,0.0,39994,0,0.0,39955,0,0.0,39993,0,0.0,39995,0,0.0,39996,0,0.0,137383,99,0,355348,0,0
1667954620,2022-11-09 00:43:40 +0000,390deeca213dc77033625c9727e9139ac530f13c,NJ,34029,2,2022-11-09T01:00:00.000Z,FIPSCode,34029,0,2022-11-09T00:39:58.974Z,0,0.0,334,0.0,38226,0,0.0,39994,0,0.0,39955,0,0.0,39993,0,0.0,39995,0,0.0,39996,0,0.0,137383,90,0,355348,0,0
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,NJ,34029,2,2022-11-09T01:00:00.000Z,FIPSCode,34029,0,2022-11-09T01:00:26.228Z,0,0.0,334,0.0,38226,0,0.0,39994,0,0.0,39955,0,0.0,39993,0,0.0,39995,0,0.0,39996,0,0.0,137383,90,0,355348,0,0
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,NJ,34029,2,2022-11-09T01:00:00.000Z,FIPSCode,34029,0,2022-11-09T01:06:27.159Z,0,19.45,334,0.0,38226,13510,50.57,39955,12928,48.39,39993,124,0.46,39994,62,0.23,39996,53,0.2,39995,40,0.15,137383,90,26717,355348,0,65
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,NJ,34029,2,2022-11-09T01:00:00.000Z,FIPSCode,34029,0,2022-11-09T01:12:14.591Z,0,19.45,334,0.0,38226,13510,50.57,39955,12928,48.39,39993,124,0.46,39994,62,0.23,39996,53,0.2,39995,40,0.15,137383,90,26717,355348,0,65
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,NJ,34029,2,2022-11-09T01:00:00.000Z,FIPSCode,34029,0,2022-11-09T01:32:26.199Z,15,32.5,334,4.49,38226,25886,57.98,39955,18205,40.78,39993,247,0.55,39994,132,0.3,39996,107,0.24,39995,69,0.15,137383,90,44646,355348,15,109
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,NJ,34029,2,2022-11-09T01:00:00.000Z,FIPSCode,34029,0,2022-11-09T01:38:26.748Z,30,36.47,334,8.98,38226,30083,60.04,39955,19374,38.67,39993,291,0.58,39994,162,0.32,39996,122,0.24,39995,74,0.15,137383,90,50106,355348,30,122
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,NJ,34029,2,2022-11-09T01:00:00.000Z,FIPSCode,34029,0,2022-11-09T01:46:26.013Z,72,47.42,334,21.56,38226,40924,62.82,39955,23265,35.71,39993,448,0.69,39994,225,0.35,39996,183,0.28,39995,96,0.15,137383,90,65141,355348,72,158
