captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.38226.first,candidates.38226.last,candidates.38226.party,candidates.38226.incumbent,candidates.38226.candidateID,candidates.38226.polID,candidates.38226.ballotOrder,candidates.38226.polNum,candidates.38226.electWon,candidates.39955.first,candidates.39955.last,candidates.39955.party,candidates.39955.candidateID,candidates.39955.polID,candidates.39955.ballotOrder,candidates.39955.polNum,candidates.39955.electWon,candidates.39993.first,candidates.39993.last,candidates.39993.party,candidates.39993.candidateID,candidates.39993.polID,candidates.39993.ballotOrder,candidates.39993.polNum,candidates.39993.electWon,candidates.39994.first,candidates.39994.last,candidates.39994.abbrv,candidates.39994.party,candidates.39994.candidateID,candidates.39994.polID,candidates.39994.ballotOrder,candidates.39994.polNum,candidates.39994.electWon,candidates.39995.first,candidates.39995.last,candidates.39995.party,candidates.39995.candidateID,candidates.39995.polID,candidates.39995.ballotOrder,candidates.39995.polNum,candidates.39995.electWon,candidates.39996.first,candidates.39996.last,candidates.39996.party,candidates.39996.candidateID,candidates.39996.polID,candidates.39996.ballotOrder,candidates.39996.polNum,candidates.39996.electWon,candidates.38226.winnerDateTime,isCertified
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,218013,90,186120,958817,True,20221108NJ31208,2022-11-08,NJ,38226,Christopher,Smith,GOP,True,38226,1352,2,31018,0,Matthew,Jenkins,Dem,39955,70448,1,35542,0,Jason,Cullen,Ind,39993,60052,3,35565,0,Hank,Schroeder,Schroedr,Ind,39994,63128,5,34707,0,Pam,Daniels,Ind,39995,71522,4,35566,0,David,Schmidt,Ind,39996,71521,6,35567,0,2022-11-09T02:05:10.256Z,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,218013,90,192915,958817,True,20221108NJ31208,2022-11-08,NJ,38226,Christopher,Smith,GOP,True,38226,1352,2,31018,0,Matthew,Jenkins,Dem,39955,70448,1,35542,0,Jason,Cullen,Ind,39993,60052,3,35565,0,Hank,Schroeder,Schroedr,Ind,39994,63128,5,34707,0,Pam,Daniels,Ind,39995,71522,4,35566,0,David,Schmidt,Ind,39996,71521,6,35567,0,2022-11-09T02:05:10.256Z,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,218013,90,222165,958817,True,20221108NJ31208,2022-11-08,NJ,38226,Christopher,Smith,GOP,True,38226,1352,2,31018,0,Matthew,Jenkins,Dem,39955,70448,1,35542,0,Jason,Cullen,Ind,39993,60052,3,35565,0,Hank,Schroeder,Schroedr,Ind,39994,63128,5,34707,0,Pam,Daniels,Ind,39995,71522,4,35566,0,David,Schmidt,Ind,39996,71521,6,35567,0,2022-11-09T02:05:10.256Z,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,218013,90,238977,958817,True,20221108NJ31208,2022-11-08,NJ,38226,Christopher,Smith,GOP,True,38226,1352,2,31018,0,Matthew,Jenkins,Dem,39955,70448,1,35542,0,Jason,Cullen,Ind,39993,60052,3,35565,0,Hank,Schroeder,Schroedr,Ind,39994,63128,5,34707,0,Pam,Daniels,Ind,39995,71522,4,35566,0,David,Schmidt,Ind,39996,71521,6,35567,0,2022-11-09T02:05:10.256Z,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,276173,90,248556,958817,True,20221108NJ31208,2022-11-08,NJ,38226,Christopher,Smith,GOP,True,38226,1352,2,31018,0,Matthew,Jenkins,Dem,39955,70448,1,35542,0,Jason,Cullen,Ind,39993,60052,3,35565,0,Hank,Schroeder,Schroedr,Ind,39994,63128,5,34707,0,Pam,Daniels,Ind,39995,71522,4,35566,0,David,Schmidt,Ind,39996,71521,6,35567,0,2022-11-09T02:05:10.256Z,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,276173,90,248581,958817,True,20221108NJ31208,2022-11-08,NJ,38226,Christopher,Smith,GOP,True,38226,1352,2,31018,0,Matthew,Jenkins,Dem,39955,70448,1,35542,0,Jason,Cullen,Ind,39993,60052,3,35565,0,Hank,Schroeder,Schroedr,Ind,39994,63128,5,34707,0,Pam,Daniels,Ind,39995,71522,4,35566,0,David,Schmidt,Ind,39996,71521,6,35567,0,2022-11-09T02:05:10.256Z,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,276173,90,248854,958817,True,20221108NJ31208,2022-11-08,NJ,38226,Christopher,Smith,GOP,True,38226,1352,2,31018,0,Matthew,Jenkins,Dem,39955,70448,1,35542,0,Jason,Cullen,Ind,39993,60052,3,35565,0,Hank,Schroeder,Schroedr,Ind,39994,63128,5,34707,0,Pam,Daniels,Ind,39995,71522,4,35566,0,David,Schmidt,Ind,39996,71521,6,35567,0,2022-11-09T02:05:10.256Z,
1667974357,2022-11-09 00:12:37 -0600,f3a34debf9bc3f3d09633b4380781add88e0174a,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,261952,95,248854,958817,True,20221108NJ31208,2022-11-08,NJ,38226,Christopher,Smith,GOP,True,38226,1352,2,31018,0,Matthew,Jenkins,Dem,39955,70448,1,35542,0,Jason,Cullen,Ind,39993,60052,3,35565,0,Hank,Schroeder,Schroedr,Ind,39994,63128,5,34707,0,Pam,Daniels,Ind,39995,71522,4,35566,0,David,Schmidt,Ind,39996,71521,6,35567,0,2022-11-09T02:05:10.256Z,
1667974399,2022-11-09 00:13:19 -0600,d8b138971a5b2dcea653b8ad14e8ae0ccdecaf13,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,276505,90,248854,958817,True,20221108NJ31208,2022-11-08,NJ,38226,Christopher,Smith,GOP,True,38226,1352,2,31018,0,Matthew,Jenkins,Dem,39955,70448,1,35542,0,Jason,Cullen,Ind,39993,60052,3,35565,0,Hank,Schroeder,Schroedr,Ind,39994,63128,5,34707,0,Pam,Daniels,Ind,39995,71522,4,35566,0,David,Schmidt,Ind,39996,71521,6,35567,0,2022-11-09T02:05:10.256Z,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,261952,95,248854,958817,True,20221108NJ31208,2022-11-08,NJ,38226,Christopher,Smith,GOP,True,38226,1352,2,31018,0,Matthew,Jenkins,Dem,39955,70448,1,35542,0,Jason,Cullen,Ind,39993,60052,3,35565,0,Hank,Schroeder,Schroedr,Ind,39994,63128,5,34707,0,Pam,Daniels,Ind,39995,71522,4,35566,0,David,Schmidt,Ind,39996,71521,6,35567,0,2022-11-09T02:05:10.256Z,
1668032542,2022-11-09 16:22:22 -0600,90c92122ca365864031981438f872d89c2843876,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,261952,95,249773,958817,True,20221108NJ31208,2022-11-08,NJ,38226,Christopher,Smith,GOP,True,38226,1352,2,31018,0,Matthew,Jenkins,Dem,39955,70448,1,35542,0,Jason,Cullen,Ind,39993,60052,3,35565,0,Hank,Schroeder,Schroedr,Ind,39994,63128,5,34707,0,Pam,Daniels,Ind,39995,71522,4,35566,0,David,Schmidt,Ind,39996,71521,6,35567,0,2022-11-09T02:05:10.256Z,
1668092478,2022-11-10 09:01:18 -0600,54b36b7b496f3569c355c13c8d9029ac64a7047b,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,261952,95,253145,958817,True,20221108NJ31208,2022-11-08,NJ,38226,Christopher,Smith,GOP,True,38226,1352,2,31018,0,Matthew,Jenkins,Dem,39955,70448,1,35542,0,Jason,Cullen,Ind,39993,60052,3,35565,0,Hank,Schroeder,Schroedr,Ind,39994,63128,5,34707,0,Pam,Daniels,Ind,39995,71522,4,35566,0,David,Schmidt,Ind,39996,71521,6,35567,0,2022-11-09T02:05:10.256Z,
1668175718,2022-11-11 08:08:38 -0600,f353cff5873355a44051e184179496a5addb3164,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,261952,95,253869,958817,True,20221108NJ31208,2022-11-08,NJ,38226,Christopher,Smith,GOP,True,38226,1352,2,31018,0,Matthew,Jenkins,Dem,39955,70448,1,35542,0,Jason,Cullen,Ind,39993,60052,3,35565,0,Hank,Schroeder,Schroedr,Ind,39994,63128,5,34707,0,Pam,Daniels,Ind,39995,71522,4,35566,0,David,Schmidt,Ind,39996,71521,6,35567,0,2022-11-09T02:05:10.256Z,
1668467506,2022-11-14 17:11:46 -0600,514ef1e532ecbf9b3b3e2d1bb1be082487540a85,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,261952,95,254154,958817,True,20221108NJ31208,2022-11-08,NJ,38226,Christopher,Smith,GOP,True,38226,1352,2,31018,0,Matthew,Jenkins,Dem,39955,70448,1,35542,0,Jason,Cullen,Ind,39993,60052,3,35565,0,Hank,Schroeder,Schroedr,Ind,39994,63128,5,34707,0,Pam,Daniels,Ind,39995,71522,4,35566,0,David,Schmidt,Ind,39996,71521,6,35567,0,2022-11-09T02:05:10.256Z,
1668714944,2022-11-17 13:55:44 -0600,b5e0195156d08bf0ce8d23d003bc557d0b1dfa9f,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 4,4,261952,95,254154,958817,True,20221108NJ31208,2022-11-08,NJ,38226,Christopher,Smith,GOP,True,38226,1352,2,31018,0,Matthew,Jenkins,Dem,39955,70448,1,35542,0,Jason,Cullen,Ind,39993,60052,3,35565,0,Hank,Schroeder,Schroedr,Ind,39994,63128,5,34707,0,Pam,Daniels,Ind,39995,71522,4,35566,0,David,Schmidt,Ind,39996,71521,6,35567,0,2022-11-09T02:05:10.256Z,
1669058410,2022-11-21 13:20:10 -0600,0d55d77bef41a9e86e53b924f40f5a48e19223c9,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 4,4,261952,95,255662,958817,True,20221108NJ31208,2022-11-08,NJ,38226,Christopher,Smith,GOP,True,38226,1352,2,31018,0,Matthew,Jenkins,Dem,39955,70448,1,35542,0,Jason,Cullen,Ind,39993,60052,3,35565,0,Hank,Schroeder,Schroedr,Ind,39994,63128,5,34707,0,Pam,Daniels,Ind,39995,71522,4,35566,0,David,Schmidt,Ind,39996,71521,6,35567,0,2022-11-09T02:05:10.256Z,
1669841449,2022-11-30 14:50:49 -0600,bce523555d2e0ef5d959d4d998fa1ccafb6a20a2,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 4,4,259221,95,258962,958817,True,20221108NJ31208,2022-11-08,NJ,38226,Christopher,Smith,GOP,True,38226,1352,2,31018,0,Matthew,Jenkins,Dem,39955,70448,1,35542,0,Jason,Cullen,Ind,39993,60052,3,35565,0,Hank,Schroeder,Schroedr,Ind,39994,63128,5,34707,0,Pam,Daniels,Ind,39995,71522,4,35566,0,David,Schmidt,Ind,39996,71521,6,35567,0,2022-11-09T02:05:10.256Z,False
