captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.45549.first,candidates.45549.last,candidates.45549.incumbent,candidates.45549.party,candidates.45549.candidateID,candidates.45549.ballotOrder,candidates.45549.polID,candidates.45549.polNum,candidates.45549.electWon,candidates.46616.first,candidates.46616.last,candidates.46616.abbrv,candidates.46616.party,candidates.46616.candidateID,candidates.46616.ballotOrder,candidates.46616.polID,candidates.46616.polNum,candidates.46616.electWon,candidates.46803.first,candidates.46803.last,candidates.46803.party,candidates.46803.candidateID,candidates.46803.ballotOrder,candidates.46803.polID,candidates.46803.polNum,candidates.46803.electWon,candidates.46804.first,candidates.46804.last,candidates.46804.party,candidates.46804.candidateID,candidates.46804.ballotOrder,candidates.46804.polID,candidates.46804.polNum,candidates.46804.electWon,candidates.45549.winnerDateTime
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,OK-20221108_Eday80,37,General,G,Active Tabulation,Too Early to Call,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1300000,99,586803,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,OK-20221108_Eday80,37,General,G,Active Tabulation,Too Early to Call,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1300000,99,656755,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,OK-20221108_Eday80,37,General,G,Active Tabulation,Too Early to Call,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1300000,99,665987,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,OK-20221108_Eday80,37,General,G,Active Tabulation,Too Early to Call,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1300000,99,672326,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,OK-20221108_Eday80,37,General,G,Active Tabulation,Too Early to Call,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1150000,99,723205,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,OK-20221108_Eday80,37,General,G,Active Tabulation,Too Early to Call,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1300000,99,672326,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,OK-20221108_Eday80,37,General,G,Active Tabulation,Too Early to Call,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1150000,99,774252,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1150000,99,970082,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,2022-11-09T03:11:57.801Z
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1150000,99,1000357,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,2022-11-09T03:11:57.801Z
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1150000,99,1001668,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,2022-11-09T03:11:57.801Z
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1150000,99,1044336,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,2022-11-09T03:11:57.801Z
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1150000,99,1091149,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,2022-11-09T03:11:57.801Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1150000,99,1095814,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,2022-11-09T03:11:57.801Z
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1150000,99,1131115,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,2022-11-09T03:11:57.801Z
1667968002,2022-11-08 22:26:42 -0600,1235204137f0f06fe3cd4983951d9356477924c9,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1165000,99,1143877,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,2022-11-09T03:11:57.801Z
1667968844,2022-11-08 22:40:44 -0600,9af6e1ce44325ca43504ad5e0ccab8e9f14ef964,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1165000,99,1147629,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,2022-11-09T03:11:57.801Z
1667968885,2022-11-08 22:41:25 -0600,5c24a01105c8e263f0bd136533d71002afb61845,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1165000,99,1143877,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,2022-11-09T03:11:57.801Z
1667968931,2022-11-08 22:42:11 -0600,cca40a484cb23456c0df129e9bd1750068cb4880,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1165000,99,1147629,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,2022-11-09T03:11:57.801Z
1667969681,2022-11-08 22:54:41 -0600,4488651d53a6ff54750765f807b5aba2e7544f5e,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1165000,99,1148345,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,2022-11-09T03:11:57.801Z
1667970548,2022-11-08 23:09:08 -0600,a039c3e3daf59c6709863984d030931ce2f47b8a,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1165000,99,1152162,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,2022-11-09T03:11:57.801Z
1668025356,2022-11-09 14:22:36 -0600,984dbce7d5efede1e1ae178c4e57c2db1bded9ce,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1163800,99,1152162,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,2022-11-09T03:11:57.801Z
1668204480,2022-11-11 16:08:00 -0600,35d0a355276a5341edc05444df93a6c92c3a9cc1,OK-20221108_Eday80,37,General,G,Gathering Certified Results,Called,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1163800,99,1152162,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,2022-11-09T03:11:57.801Z
1668568046,2022-11-15 21:07:26 -0600,fdf19c924300bd0f696da3b1b09ba48e5c55394e,OK-20221108_Eday80,37,General,G,Gathering Certified Results,Called,G,Governor,Kevin,Stitt,Stitt,GOP,45549,67007,40779,True,True,True,1153284,100,1152162,2286039,True,20221108OK37857,2022-11-08,OK,45549,Kevin,Stitt,True,GOP,45549,2,67007,40779,0,Joy,Hofmeister,Hofmstr,Dem,46616,3,71189,40289,0,Natalie,Bruno,Lib,46803,1,71693,41450,0,Ervin,Yen,Ind,46804,4,71692,40309,0,2022-11-09T03:11:57.801Z
