captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.1.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108OK37857,live,0.0,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-07T21:28:05.524Z,0,1984,0.0,46616,0,0.0,46804,0,0.0,45549,0,0.0,46803,0,0.0,1300000,99,0,2286039,0,0,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108OK37857,live,0.0,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T19:34:05.688Z,0,1984,0.0,46616,0,0.0,46804,0,0.0,45549,0,0.0,46803,0,0.0,1300000,99,0,2286039,0,0,,,,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,20221108OK37857,live,0.0,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:07:50.985Z,0,1984,0.0,46616,0,0.0,46804,0,0.0,45549,0,0.0,46803,0,0.0,1300000,99,0,2286039,0,0,,,,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,20221108OK37857,live,0.0,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:16:45.566Z,0,1984,0.0,46616,0,0.0,46804,0,0.0,45549,0,0.0,46803,0,0.0,1300000,99,0,2286039,0,0,,,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,20221108OK37857,live,4.8,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:27:51.149Z,0,1984,0.0,46616,37442,59.96,45549,23858,38.21,46804,614,0.98,46803,532,0.85,1300000,99,62446,2286039,0,95,1.0,0.0,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,20221108OK37857,live,4.92,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:32:35.539Z,0,1984,0.0,46616,38053,59.47,45549,24754,38.69,46804,630,0.98,46803,551,0.86,1300000,99,63988,2286039,0,98,1.0,0.0,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,20221108OK37857,live,7.7,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:36:59.371Z,0,1984,0.0,46616,59505,59.43,45549,38993,38.94,46804,827,0.83,46803,801,0.8,1300000,99,100126,2286039,0,153,1.0,0.0,,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,20221108OK37857,live,18.68,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:42:37.110Z,156,1984,7.86,46616,121261,49.95,45549,116296,47.9,46803,2696,1.11,46804,2529,1.04,1300000,99,242782,2286039,156,371,1.0,0.0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,20221108OK37857,live,18.9,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:54:38.311Z,162,1984,8.17,46616,122145,49.71,45549,118284,48.14,46803,2738,1.11,46804,2565,1.04,1300000,99,245732,2286039,162,375,1.0,0.0,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,20221108OK37857,live,19.44,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:06:02.323Z,183,1984,9.22,46616,124359,49.22,45549,122821,48.61,46803,2828,1.12,46804,2670,1.06,1300000,99,252678,2286039,183,386,1.0,0.0,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,20221108OK37857,live,19.74,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:07:21.501Z,192,1984,9.68,46616,126471,49.28,45549,124539,48.53,46803,2888,1.13,46804,2732,1.06,1300000,99,256630,2286039,192,392,1.0,0.0,,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,20221108OK37857,live,42.17,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:15:22.745Z,955,1984,48.14,45549,309733,56.5,46616,223203,40.72,46803,7687,1.4,46804,7531,1.37,1300000,99,548154,2286039,955,837,0.0,1.0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,20221108OK37857,live,45.14,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:18:20.339Z,1040,1984,52.42,45549,331298,56.46,46616,239208,40.76,46803,8237,1.4,46804,8060,1.37,1300000,99,586803,2286039,1040,896,0.0,1.0,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,20221108OK37857,live,49.55,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:24:52.316Z,1154,1984,58.17,45549,366385,56.88,46616,259869,40.34,46803,9101,1.41,46804,8833,1.37,1300000,99,644188,2286039,1154,983,0.0,1.0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,20221108OK37857,live,50.52,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:33:10.819Z,1181,1984,59.53,45549,374888,57.08,46616,263619,40.14,46803,9268,1.41,46804,8980,1.37,1300000,99,656755,2286039,1181,1002,0.0,1.0,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,20221108OK37857,live,51.23,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:37:12.656Z,1193,1984,60.13,45549,379954,57.05,46616,267540,40.17,46803,9399,1.41,46804,9094,1.37,1300000,99,665987,2286039,1193,1016,0.0,1.0,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,20221108OK37857,live,66.15,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:48:54.660Z,1339,1984,67.49,45549,422377,55.52,46616,305373,40.14,46804,22386,2.94,46803,10590,1.39,1150000,99,760726,2286039,1339,1312,0.0,1.0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,20221108OK37857,live,67.13,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:53:45.802Z,1361,1984,68.6,45549,429617,55.65,46616,309025,40.03,46804,22571,2.92,46803,10768,1.39,1150000,99,771981,2286039,1361,1332,0.0,1.0,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,20221108OK37857,live,67.33,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:58:24.148Z,1368,1984,68.95,45549,430879,55.65,46616,309989,40.04,46804,22590,2.92,46803,10794,1.39,1150000,99,774252,2286039,1368,1336,0.0,1.0,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,20221108OK37857,live,80.19,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:03:10.708Z,1630,1984,82.16,45549,517563,56.12,46616,367208,39.82,46804,24523,2.66,46803,12943,1.4,1150000,99,922237,2286039,1630,1591,0.0,1.0,,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,20221108OK37857,live,81.1,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:05:51.301Z,1646,1984,82.96,45549,522654,56.04,46616,372308,39.92,46804,24642,2.64,46803,13079,1.4,1150000,99,932683,2286039,1646,1609,0.0,1.0,,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,20221108OK37857,live,84.35,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:11:57.976Z,1721,1984,86.74,45549,545496,56.23,46616,397391,40.96,46803,13771,1.42,46804,13424,1.38,1150000,99,970082,2286039,1721,1674,0.0,1.0,X,2022-11-09T03:11:57.801Z
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,20221108OK37857,live,87.1,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:15:47.821Z,1768,1984,89.11,45549,564605,56.37,46616,409071,40.84,46803,14182,1.42,46804,13810,1.38,1150000,99,1001668,2286039,1768,1728,0.0,1.0,X,2022-11-09T03:11:57.801Z
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,20221108OK37857,live,88.96,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:20:52.131Z,1795,1984,90.47,45549,575771,56.28,46616,418702,40.93,46803,14480,1.42,46804,14037,1.37,1150000,99,1022990,2286039,1795,1765,0.0,1.0,X,2022-11-09T03:11:57.801Z
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,20221108OK37857,live,90.21,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:24:53.350Z,1814,1984,91.43,45549,583280,56.23,46616,425268,40.99,46803,14665,1.41,46804,14183,1.37,1150000,99,1037396,2286039,1814,1790,0.0,1.0,X,2022-11-09T03:11:57.801Z
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,20221108OK37857,live,91.82,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:31:58.975Z,1839,1984,92.69,45549,593139,56.17,46616,433510,41.05,46803,14910,1.41,46804,14407,1.36,1150000,99,1055966,2286039,1839,1822,0.0,1.0,X,2022-11-09T03:11:57.801Z
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,20221108OK37857,live,93.01,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:35:16.385Z,1855,1984,93.5,45549,599982,56.1,46616,439949,41.13,46803,15082,1.41,46804,14565,1.36,1150000,99,1069578,2286039,1855,1845,0.0,1.0,X,2022-11-09T03:11:57.801Z
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,20221108OK37857,live,95.03,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:45:08.355Z,1888,1984,95.16,45549,611856,55.99,46616,450837,41.25,46803,15369,1.41,46804,14806,1.35,1150000,99,1092868,2286039,1888,1885,0.0,1.0,X,2022-11-09T03:11:57.801Z
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,20221108OK37857,live,95.12,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:51:00.789Z,1889,1984,95.21,45549,612433,55.99,46616,451259,41.25,46803,15382,1.41,46804,14807,1.35,1150000,99,1093881,2286039,1889,1887,0.0,1.0,X,2022-11-09T03:11:57.801Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,20221108OK37857,live,95.29,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:55:25.811Z,1891,1984,95.31,45549,613492,55.99,46616,452082,41.26,46803,15412,1.41,46804,14828,1.35,1150000,99,1095814,2286039,1891,1891,0.0,1.0,X,2022-11-09T03:11:57.801Z
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,20221108OK37857,live,99.0,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:11:41.923Z,1958,1984,98.69,45549,632778,55.57,46616,474424,41.67,46803,16006,1.41,46804,15454,1.36,1150000,99,1138662,2286039,1958,1964,0.0,1.0,X,2022-11-09T03:11:57.801Z
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,20221108OK37857,live,99.0,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:13:43.252Z,1960,1984,98.79,45549,633671,55.59,46616,474799,41.65,46803,16015,1.4,46804,15468,1.36,1150000,99,1139953,2286039,1960,1964,0.0,1.0,X,2022-11-09T03:11:57.801Z
1667967592,2022-11-08 22:19:52 -0600,bb461283809479aaf92a1a30cba63636f0c85695,20221108OK37857,live,97.85,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:18:37.433Z,1960,1984,98.79,45549,633671,55.59,46616,474799,41.65,46803,16015,1.4,46804,15468,1.36,1165000,99,1139953,2286039,1960,1941,0.0,1.0,X,2022-11-09T03:11:57.801Z
1667967954,2022-11-08 22:25:54 -0600,ddd8cd55583cb4e51013ac431e84d23dc8167e7a,20221108OK37857,live,98.19,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:23:46.562Z,1969,1984,99.24,45549,635708,55.57,46616,476568,41.66,46803,16077,1.41,46804,15524,1.36,1165000,99,1143877,2286039,1969,1948,0.0,1.0,X,2022-11-09T03:11:57.801Z
1667968092,2022-11-08 22:28:12 -0600,c3a7bcfa6d57d19e0339cd5eff437c13c5a7dec5,20221108OK37857,live,98.32,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:27:03.055Z,1972,1984,99.4,45549,636286,55.55,46616,477501,41.69,46803,16118,1.41,46804,15554,1.36,1165000,99,1145459,2286039,1972,1951,0.0,1.0,X,2022-11-09T03:11:57.801Z
1667968316,2022-11-08 22:31:56 -0600,c7364a5d7197a125b098705a317e32ff0afe0f57,20221108OK37857,live,98.44,OK,Oklahoma,37,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:31:19.770Z,1975,1984,99.55,45549,636687,55.52,46616,478445,41.72,46803,16139,1.41,46804,15571,1.36,1165000,99,1146842,2286039,1975,1953,0.0,1.0,X,2022-11-09T03:11:57.801Z
