captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,candidates.5.candidateID,candidates.5.voteCount,candidates.5.votePct,candidates.6.candidateID,candidates.6.voteCount,candidates.6.votePct,candidates.7.candidateID,candidates.7.voteCount,candidates.7.votePct,candidates.8.candidateID,candidates.8.voteCount,candidates.8.votePct,candidates.9.candidateID,candidates.9.voteCount,candidates.9.votePct,candidates.10.candidateID,candidates.10.voteCount,candidates.10.votePct,candidates.11.candidateID,candidates.11.voteCount,candidates.11.votePct,candidates.12.candidateID,candidates.12.voteCount,candidates.12.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA,22069,2,2022-11-09T02:00:00.000Z,FIPSCode,22069,2022-11-07T20:49:34.811Z,0,0.0,50,0,25319,0,0.0,25330,0,0.0,25325,0,0.0,25328,0,0.0,25327,0,0.0,25326,0,0.0,25334,0,0.0,25329,0,0.0,25331,0,0.0,25332,0,0.0,25333,0,0.0,25335,0,0.0,25336,0,0.0,11319,99,0,23941,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,LA,22069,2,2022-11-09T02:00:00.000Z,FIPSCode,22069,2022-11-08T19:34:20.190Z,0,0.0,50,0,25319,0,0.0,25330,0,0.0,25325,0,0.0,25328,0,0.0,25327,0,0.0,25326,0,0.0,25334,0,0.0,25329,0,0.0,25331,0,0.0,25332,0,0.0,25333,0,0.0,25335,0,0.0,25336,0,0.0,11588,99,0,23941,0,0
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,LA,22069,2,2022-11-09T02:00:00.000Z,FIPSCode,22069,2022-11-09T02:03:46.470Z,0,0.0,50,0,25319,0,0.0,25330,0,0.0,25325,0,0.0,25328,0,0.0,25327,0,0.0,25326,0,0.0,25334,0,0.0,25329,0,0.0,25331,0,0.0,25332,0,0.0,25333,0,0.0,25335,0,0.0,25336,0,0.0,11588,99,0,23941,0,0
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,LA,22069,2,2022-11-09T02:00:00.000Z,FIPSCode,22069,2022-11-09T02:25:15.459Z,0,22.26,50,0,25319,1574,61.01,25332,443,17.17,25327,406,15.74,25335,60,2.33,25330,24,0.93,25328,22,0.85,25333,21,0.81,25325,16,0.62,25334,4,0.16,25331,4,0.16,25336,3,0.12,25329,2,0.08,25326,1,0.04,11588,99,2580,23941,0,11
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,LA,22069,2,2022-11-09T02:00:00.000Z,FIPSCode,22069,2022-11-09T02:25:15.459Z,0,22.26,50,0,25319,1574,61.01,25332,443,17.17,25327,406,15.74,25335,60,2.33,25330,24,0.93,25328,22,0.85,25333,21,0.81,25325,16,0.62,25334,4,0.16,25331,4,0.16,25336,3,0.12,25329,2,0.08,25326,1,0.04,11588,99,2580,23941,0,11
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,LA,22069,2,2022-11-09T02:00:00.000Z,FIPSCode,22069,2022-11-09T02:25:15.459Z,0,22.26,50,0,25319,1574,61.01,25332,443,17.17,25327,406,15.74,25335,60,2.33,25330,24,0.93,25328,22,0.85,25333,21,0.81,25325,16,0.62,25334,4,0.16,25331,4,0.16,25336,3,0.12,25329,2,0.08,25326,1,0.04,11588,99,2580,23941,0,11
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,LA,22069,2,2022-11-09T02:00:00.000Z,FIPSCode,22069,2022-11-09T02:45:28.456Z,0,22.26,50,0,25319,1574,61.01,25332,443,17.17,25327,406,15.74,25335,60,2.33,25330,24,0.93,25328,22,0.85,25333,21,0.81,25325,16,0.62,25334,4,0.16,25331,4,0.16,25336,3,0.12,25329,2,0.08,25326,1,0.04,11588,99,2580,23941,0,11
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,LA,22069,2,2022-11-09T02:00:00.000Z,FIPSCode,22069,2022-11-09T02:59:14.735Z,18,50.45,50,36,25319,3144,53.78,25327,1208,20.66,25332,1115,19.07,25335,127,2.17,25328,61,1.04,25330,50,0.86,25325,42,0.72,25333,42,0.72,25331,20,0.34,25334,12,0.21,25326,9,0.15,25329,8,0.14,25336,8,0.14,11588,99,5846,23941,18,25
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,LA,22069,2,2022-11-09T02:00:00.000Z,FIPSCode,22069,2022-11-09T03:01:17.052Z,20,51.34,50,40,25319,3168,53.25,25327,1233,20.73,25332,1164,19.57,25335,128,2.15,25328,62,1.04,25330,50,0.84,25333,43,0.72,25325,42,0.71,25331,20,0.34,25334,12,0.2,25326,10,0.17,25329,9,0.15,25336,8,0.13,11588,99,5949,23941,20,26
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,LA,22069,2,2022-11-09T02:00:00.000Z,FIPSCode,22069,2022-11-09T03:07:50.643Z,20,53.53,50,40,25319,3168,53.25,25327,1233,20.73,25332,1164,19.57,25335,128,2.15,25328,62,1.04,25330,50,0.84,25333,43,0.72,25325,42,0.71,25331,20,0.34,25334,12,0.2,25326,10,0.17,25329,9,0.15,25336,8,0.13,11114,99,5949,23941,20,27
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,LA,22069,2,2022-11-09T02:00:00.000Z,FIPSCode,22069,2022-11-09T03:11:58.290Z,25,62.65,50,50,25319,3987,57.26,25327,1331,19.12,25332,1229,17.65,25335,133,1.91,25328,72,1.03,25330,54,0.78,25333,46,0.66,25325,45,0.65,25331,22,0.32,25326,13,0.19,25334,13,0.19,25329,10,0.14,25336,8,0.11,11114,99,6963,23941,25,31
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,LA,22069,2,2022-11-09T02:00:00.000Z,FIPSCode,22069,2022-11-09T03:24:54.693Z,35,76.48,50,70,25319,5118,62.04,25327,1376,16.68,25332,1282,15.54,25335,136,1.65,25328,99,1.2,25330,55,0.67,25325,51,0.62,25333,47,0.57,25331,26,0.32,25334,19,0.23,25326,17,0.21,25329,12,0.15,25336,11,0.13,10786,99,8249,23941,35,38
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,LA,22069,2,2022-11-09T02:00:00.000Z,FIPSCode,22069,2022-11-09T03:28:44.669Z,37,77.77,50,74,25319,5240,62.47,25327,1387,16.54,25332,1284,15.31,25335,136,1.62,25328,102,1.22,25330,55,0.66,25325,51,0.61,25333,47,0.56,25331,26,0.31,25334,19,0.23,25326,18,0.21,25329,12,0.14,25336,11,0.13,10786,99,8388,23941,37,39
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,LA,22069,2,2022-11-09T02:00:00.000Z,FIPSCode,22069,2022-11-09T03:35:05.355Z,37,79.63,50,74,25319,5240,62.47,25327,1387,16.54,25332,1284,15.31,25335,136,1.62,25328,102,1.22,25330,55,0.66,25325,51,0.61,25333,47,0.56,25331,26,0.31,25334,19,0.23,25326,18,0.21,25329,12,0.14,25336,11,0.13,10534,99,8388,23941,37,40
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,LA,22069,2,2022-11-09T02:00:00.000Z,FIPSCode,22069,2022-11-09T03:43:51.417Z,50,99.0,50,100,25319,6600,64.12,25327,1607,15.61,25332,1500,14.57,25335,146,1.42,25328,139,1.35,25330,71,0.69,25325,69,0.67,25333,60,0.58,25331,31,0.3,25326,21,0.2,25334,20,0.19,25329,18,0.17,25336,12,0.12,10398,99,10294,23941,50,49
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,LA,22069,2,2022-11-09T02:00:00.000Z,FIPSCode,22069,2022-11-09T03:43:51.417Z,50,99.0,50,100,25319,6600,64.12,25327,1607,15.61,25332,1500,14.57,25335,146,1.42,25328,139,1.35,25330,71,0.69,25325,69,0.67,25333,60,0.58,25331,31,0.3,25326,21,0.2,25334,20,0.19,25329,18,0.17,25336,12,0.12,10398,99,10294,23941,50,49
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,LA,22069,2,2022-11-09T02:00:00.000Z,FIPSCode,22069,2022-11-09T03:55:33.078Z,50,99.0,50,100,25319,6600,64.12,25327,1607,15.61,25332,1500,14.57,25335,146,1.42,25328,139,1.35,25330,71,0.69,25325,69,0.67,25333,60,0.58,25331,31,0.3,25326,21,0.2,25334,20,0.19,25329,18,0.17,25336,12,0.12,10398,99,10294,23941,50,49
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,LA,22069,2,2022-11-09T02:00:00.000Z,FIPSCode,22069,2022-11-09T03:55:33.078Z,50,99.0,50,100,25319,6600,64.12,25327,1607,15.61,25332,1500,14.57,25335,146,1.42,25328,139,1.35,25330,71,0.69,25325,69,0.67,25333,60,0.58,25331,31,0.3,25326,21,0.2,25334,20,0.19,25329,18,0.17,25336,12,0.12,10398,99,10294,23941,50,49
1667967862,2022-11-08 22:24:22 -0600,70f93394ffa370662e7d52b8ef52310baba3c929,LA,22069,2,2022-11-09T02:00:00.000Z,FIPSCode,22069,2022-11-09T03:55:33.078Z,50,99.0,50,100,25319,6600,64.12,25327,1607,15.61,25332,1500,14.57,25335,146,1.42,25328,139,1.35,25330,71,0.69,25325,69,0.67,25333,60,0.58,25331,31,0.3,25326,21,0.2,25334,20,0.19,25329,18,0.17,25336,12,0.12,10398,99,10294,23941,50,49
1667968002,2022-11-08 22:26:42 -0600,1235204137f0f06fe3cd4983951d9356477924c9,LA,22069,2,2022-11-09T02:00:00.000Z,FIPSCode,22069,2022-11-09T03:55:33.078Z,50,99.0,50,100,25319,6600,64.12,25327,1607,15.61,25332,1500,14.57,25335,146,1.42,25328,139,1.35,25330,71,0.69,25325,69,0.67,25333,60,0.58,25331,31,0.3,25326,21,0.2,25334,20,0.19,25329,18,0.17,25336,12,0.12,10398,99,10294,23941,50,49
