captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,numRunoff,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.25319.first,candidates.25319.last,candidates.25319.incumbent,candidates.25319.party,candidates.25319.candidateID,candidates.25319.ballotOrder,candidates.25319.polID,candidates.25319.polNum,candidates.25325.first,candidates.25325.last,candidates.25325.party,candidates.25325.candidateID,candidates.25325.ballotOrder,candidates.25325.polID,candidates.25325.polNum,candidates.25326.first,candidates.25326.last,candidates.25326.party,candidates.25326.candidateID,candidates.25326.ballotOrder,candidates.25326.polID,candidates.25326.polNum,candidates.25327.first,candidates.25327.last,candidates.25327.abbrv,candidates.25327.party,candidates.25327.candidateID,candidates.25327.ballotOrder,candidates.25327.polID,candidates.25327.polNum,candidates.25328.first,candidates.25328.last,candidates.25328.party,candidates.25328.candidateID,candidates.25328.ballotOrder,candidates.25328.polID,candidates.25328.polNum,candidates.25329.first,candidates.25329.last,candidates.25329.abbrv,candidates.25329.party,candidates.25329.candidateID,candidates.25329.ballotOrder,candidates.25329.polID,candidates.25329.polNum,candidates.25330.first,candidates.25330.last,candidates.25330.party,candidates.25330.candidateID,candidates.25330.ballotOrder,candidates.25330.polID,candidates.25330.polNum,candidates.25331.first,candidates.25331.last,candidates.25331.party,candidates.25331.candidateID,candidates.25331.ballotOrder,candidates.25331.polID,candidates.25331.polNum,candidates.25332.first,candidates.25332.last,candidates.25332.party,candidates.25332.candidateID,candidates.25332.ballotOrder,candidates.25332.polID,candidates.25332.polNum,candidates.25333.first,candidates.25333.last,candidates.25333.abbrv,candidates.25333.party,candidates.25333.candidateID,candidates.25333.ballotOrder,candidates.25333.polID,candidates.25333.polNum,candidates.25334.first,candidates.25334.last,candidates.25334.party,candidates.25334.candidateID,candidates.25334.ballotOrder,candidates.25334.polID,candidates.25334.polNum,candidates.25335.first,candidates.25335.last,candidates.25335.party,candidates.25335.candidateID,candidates.25335.ballotOrder,candidates.25335.polID,candidates.25335.polNum,candidates.25336.first,candidates.25336.last,candidates.25336.party,candidates.25336.candidateID,candidates.25336.ballotOrder,candidates.25336.polID,candidates.25336.polNum,candidates.25319.winnerDateTime,isCertified
1667967636,2022-11-08 22:20:36 -0600,1bed774242ed32fb5f86bc6fed50c68740cf5631,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1463721,99,1127065,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,2022-11-09T03:55:32.868Z,
1667968538,2022-11-08 22:35:38 -0600,921a14073c0a588fcddcb6fa0c38955a3a5e6401,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1463721,99,1285237,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,2022-11-09T03:55:32.868Z,
1667969334,2022-11-08 22:48:54 -0600,564b670a16af98b12d8c8533dac3052916cfa498,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1348404,99,1322870,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,2022-11-09T03:55:32.868Z,
1667970199,2022-11-08 23:03:19 -0600,f4db6dd16c878356c43dd19f6d680eb5acf90d34,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1348404,99,1326904,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,2022-11-09T03:55:32.868Z,
1667970985,2022-11-08 23:16:25 -0600,458b8c029ed943a1966fd047ace4d102323e3185,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1348404,99,1327147,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,2022-11-09T03:55:32.868Z,
1667971839,2022-11-08 23:30:39 -0600,3cda52854e51a6576b7495d3201be6e474dda96c,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1348404,99,1340147,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,2022-11-09T03:55:32.868Z,
1667973600,2022-11-09 00:00:00 -0600,bfc0ff3fe5ed1f4adc762f2d1128321f016d691f,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1348404,99,1342555,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,2022-11-09T03:55:32.868Z,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1348404,99,1343296,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,2022-11-09T03:55:32.868Z,
1667978582,2022-11-09 01:23:02 -0600,6fbbff39de224458e6936cb861e2ada647e487bb,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1395789,99,1381831,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,2022-11-09T03:55:32.868Z,
1668164654,2022-11-11 05:04:14 -0600,6b2e55ac9a029d48d4a393439261dfb2bf95cd95,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1395789,99,1382284,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,2022-11-09T03:55:32.868Z,
1668251126,2022-11-12 05:05:26 -0600,c6de5afef7f03f31618c9abe81c880b6d3a30616,LA-20221108_Eday80,19,Open Primary,X,Tabulation Paused,Called,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1395789,99,1382385,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,2022-11-09T03:55:32.868Z,
1668596578,2022-11-16 05:02:58 -0600,1c53580951582eac68b66016e2e98a895c26387d,LA-20221108_Eday80,19,Open Primary,X,Gathering Certified Results,Called,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1395789,99,1383229,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,2022-11-09T03:55:32.868Z,
