captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,numRunoff,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.25319.first,candidates.25319.last,candidates.25319.incumbent,candidates.25319.party,candidates.25319.candidateID,candidates.25319.ballotOrder,candidates.25319.polID,candidates.25319.polNum,candidates.25325.first,candidates.25325.last,candidates.25325.party,candidates.25325.candidateID,candidates.25325.ballotOrder,candidates.25325.polID,candidates.25325.polNum,candidates.25326.first,candidates.25326.last,candidates.25326.party,candidates.25326.candidateID,candidates.25326.ballotOrder,candidates.25326.polID,candidates.25326.polNum,candidates.25327.first,candidates.25327.last,candidates.25327.abbrv,candidates.25327.party,candidates.25327.candidateID,candidates.25327.ballotOrder,candidates.25327.polID,candidates.25327.polNum,candidates.25328.first,candidates.25328.last,candidates.25328.party,candidates.25328.candidateID,candidates.25328.ballotOrder,candidates.25328.polID,candidates.25328.polNum,candidates.25329.first,candidates.25329.last,candidates.25329.abbrv,candidates.25329.party,candidates.25329.candidateID,candidates.25329.ballotOrder,candidates.25329.polID,candidates.25329.polNum,candidates.25330.first,candidates.25330.last,candidates.25330.party,candidates.25330.candidateID,candidates.25330.ballotOrder,candidates.25330.polID,candidates.25330.polNum,candidates.25331.first,candidates.25331.last,candidates.25331.party,candidates.25331.candidateID,candidates.25331.ballotOrder,candidates.25331.polID,candidates.25331.polNum,candidates.25332.first,candidates.25332.last,candidates.25332.party,candidates.25332.candidateID,candidates.25332.ballotOrder,candidates.25332.polID,candidates.25332.polNum,candidates.25333.first,candidates.25333.last,candidates.25333.abbrv,candidates.25333.party,candidates.25333.candidateID,candidates.25333.ballotOrder,candidates.25333.polID,candidates.25333.polNum,candidates.25334.first,candidates.25334.last,candidates.25334.party,candidates.25334.candidateID,candidates.25334.ballotOrder,candidates.25334.polID,candidates.25334.polNum,candidates.25335.first,candidates.25335.last,candidates.25335.party,candidates.25335.candidateID,candidates.25335.ballotOrder,candidates.25335.polID,candidates.25335.polNum,candidates.25336.first,candidates.25336.last,candidates.25336.party,candidates.25336.candidateID,candidates.25336.ballotOrder,candidates.25336.polID,candidates.25336.polNum,candidates.25319.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA-20221108_Eday80,19,Open Primary,X,Awaiting Poll Close,Too Early to Call,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1606652,99,0,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,LA-20221108_Eday80,19,Open Primary,X,Awaiting Poll Close,Too Early to Call,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1700000,99,0,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,LA-20221108_Eday80,19,Open Primary,X,Polls Closed/Waiting First Report,Too Early to Call,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1700000,99,0,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Too Early to Call,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1700000,99,125903,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Too Early to Call,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1700000,99,164843,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Too Early to Call,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1700000,99,447965,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Too Early to Call,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1700000,99,720007,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Too Early to Call,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1700000,99,913246,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Too Early to Call,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1700000,99,1099994,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,S,U.S. Senate,John,Kennedy,GOP,25319,21684,19841,True,True,True,2,1500000,99,1126563,3010596,True,20221108LA20555,2022-11-08,LA,25319,John,Kennedy,True,GOP,25319,5,21684,19841,Beryl,Billiot,NPD,25325,1,64518,21682,Xan,John,Oth,25326,4,69573,22266,Gary,Chambers,Chambrs,Dem,25327,2,71723,22049,Devin,Graham,GOP,25328,3,65696,21900,W. Thomas,La Fontaine Olson,LFntnOl,NPD,25329,6,71721,22299,Vinny,Mendoza,Dem,25330,8,50666,20990,Bradley,McMorris,Ind,25331,7,71722,22300,Luke,Mixon,Dem,25332,9,71724,22301,Salvador,Rodriguez,Rodriguz,Dem,25333,10,71725,22302,Aaron,Sigler,Lib,25334,11,69579,22272,Syrita,Steib,Dem,25335,12,71726,22303,Thomas,Wenn,Oth,25336,13,71720,22304,2022-11-09T03:55:32.868Z,
