captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,candidates.5.candidateID,candidates.5.voteCount,candidates.5.votePct,candidates.6.candidateID,candidates.6.voteCount,candidates.6.votePct,candidates.7.candidateID,candidates.7.voteCount,candidates.7.votePct,candidates.8.candidateID,candidates.8.voteCount,candidates.8.votePct,candidates.9.candidateID,candidates.9.voteCount,candidates.9.votePct,candidates.10.candidateID,candidates.10.voteCount,candidates.10.votePct,candidates.11.candidateID,candidates.11.voteCount,candidates.11.votePct,candidates.12.candidateID,candidates.12.voteCount,candidates.12.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA,22075,2,2022-11-09T02:00:00.000Z,FIPSCode,22075,2022-11-07T20:49:34.822Z,0,0.0,21,0.0,25319,0,0.0,25330,0,0.0,25325,0,0.0,25328,0,0.0,25327,0,0.0,25326,0,0.0,25334,0,0.0,25329,0,0.0,25331,0,0.0,25332,0,0.0,25333,0,0.0,25335,0,0.0,25336,0,0.0,8636,99,0,14285,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,LA,22075,2,2022-11-09T02:00:00.000Z,FIPSCode,22075,2022-11-08T19:34:20.192Z,0,0.0,21,0.0,25319,0,0.0,25330,0,0.0,25325,0,0.0,25328,0,0.0,25327,0,0.0,25326,0,0.0,25334,0,0.0,25329,0,0.0,25331,0,0.0,25332,0,0.0,25333,0,0.0,25335,0,0.0,25336,0,0.0,9122,99,0,14285,0,0
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,LA,22075,2,2022-11-09T02:00:00.000Z,FIPSCode,22075,2022-11-09T02:03:46.982Z,0,0.0,21,0.0,25319,0,0.0,25330,0,0.0,25325,0,0.0,25328,0,0.0,25327,0,0.0,25326,0,0.0,25334,0,0.0,25329,0,0.0,25331,0,0.0,25332,0,0.0,25333,0,0.0,25335,0,0.0,25336,0,0.0,9122,99,0,14285,0,0
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,LA,22075,2,2022-11-09T02:00:00.000Z,FIPSCode,22075,2022-11-09T02:25:15.367Z,0,40.64,21,0.0,25319,2771,74.75,25327,385,10.39,25332,321,8.66,25335,73,1.97,25328,56,1.51,25330,32,0.86,25325,22,0.59,25333,18,0.49,25334,14,0.38,25326,5,0.13,25331,5,0.13,25329,4,0.11,25336,1,0.03,9122,99,3707,14285,0,9
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,LA,22075,2,2022-11-09T02:00:00.000Z,FIPSCode,22075,2022-11-09T02:25:15.367Z,0,40.64,21,0.0,25319,2771,74.75,25327,385,10.39,25332,321,8.66,25335,73,1.97,25328,56,1.51,25330,32,0.86,25325,22,0.59,25333,18,0.49,25334,14,0.38,25326,5,0.13,25331,5,0.13,25329,4,0.11,25336,1,0.03,9122,99,3707,14285,0,9
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,LA,22075,2,2022-11-09T02:00:00.000Z,FIPSCode,22075,2022-11-09T02:25:15.367Z,0,40.64,21,0.0,25319,2771,74.75,25327,385,10.39,25332,321,8.66,25335,73,1.97,25328,56,1.51,25330,32,0.86,25325,22,0.59,25333,18,0.49,25334,14,0.38,25326,5,0.13,25331,5,0.13,25329,4,0.11,25336,1,0.03,9122,99,3707,14285,0,9
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,LA,22075,2,2022-11-09T02:00:00.000Z,FIPSCode,22075,2022-11-09T02:45:28.880Z,0,40.64,21,0.0,25319,2771,74.75,25327,385,10.39,25332,321,8.66,25335,73,1.97,25328,56,1.51,25330,32,0.86,25325,22,0.59,25333,18,0.49,25334,14,0.38,25326,5,0.13,25331,5,0.13,25329,4,0.11,25336,1,0.03,9122,99,3707,14285,0,9
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,LA,22075,2,2022-11-09T02:00:00.000Z,FIPSCode,22075,2022-11-09T02:59:14.939Z,2,46.49,21,9.52,25319,3195,75.34,25327,420,9.9,25332,359,8.46,25335,78,1.84,25328,65,1.53,25330,34,0.8,25325,31,0.73,25333,20,0.47,25334,16,0.38,25326,8,0.19,25331,8,0.19,25329,6,0.14,25336,1,0.02,9122,99,4241,14285,2,10
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,LA,22075,2,2022-11-09T02:00:00.000Z,FIPSCode,22075,2022-11-09T02:59:14.939Z,2,46.49,21,9.52,25319,3195,75.34,25327,420,9.9,25332,359,8.46,25335,78,1.84,25328,65,1.53,25330,34,0.8,25325,31,0.73,25333,20,0.47,25334,16,0.38,25326,8,0.19,25331,8,0.19,25329,6,0.14,25336,1,0.02,9122,99,4241,14285,2,10
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,LA,22075,2,2022-11-09T02:00:00.000Z,FIPSCode,22075,2022-11-09T03:07:58.050Z,2,46.49,21,9.52,25319,3195,75.34,25327,420,9.9,25332,359,8.46,25335,78,1.84,25328,65,1.53,25330,34,0.8,25325,31,0.73,25333,20,0.47,25334,16,0.38,25326,8,0.19,25331,8,0.19,25329,6,0.14,25336,1,0.02,9122,99,4241,14285,2,10
