captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.38633.first,candidates.38633.last,candidates.38633.abbrv,candidates.38633.incumbent,candidates.38633.party,candidates.38633.candidateID,candidates.38633.ballotOrder,candidates.38633.polID,candidates.38633.polNum,candidates.38633.electWon,candidates.39229.first,candidates.39229.last,candidates.39229.abbrv,candidates.39229.party,candidates.39229.candidateID,candidates.39229.ballotOrder,candidates.39229.polID,candidates.39229.polNum,candidates.39229.electWon,candidates.39328.first,candidates.39328.last,candidates.39328.party,candidates.39328.candidateID,candidates.39328.ballotOrder,candidates.39328.polID,candidates.39328.polNum,candidates.39328.electWon,candidates.38633.winnerDateTime,isCertified
1667968092,2022-11-08 22:28:12 -0600,c3a7bcfa6d57d19e0339cd5eff437c13c5a7dec5,NM-20221108_Eday80,32,General,G,Active Tabulation,Too Early to Call,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,496927,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,,
1667968974,2022-11-08 22:42:54 -0600,6782d2843c55794bd70cb628b0a71e22fe48f3f5,NM-20221108_Eday80,32,General,G,Active Tabulation,Too Early to Call,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,503435,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,,
1667969768,2022-11-08 22:56:08 -0600,13751e5ba6ec1b0e3bf8ed4bdd82f9ad01fec7e2,NM-20221108_Eday80,32,General,G,Active Tabulation,Too Early to Call,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,544369,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,,
1667970594,2022-11-08 23:09:54 -0600,d4f30f0656d3b91d4423d751f85b9496715af7d9,NM-20221108_Eday80,32,General,G,Active Tabulation,Too Early to Call,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,583576,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,,
1667971482,2022-11-08 23:24:42 -0600,23c628a73988ac759f27061cca400c61ae3577c8,NM-20221108_Eday80,32,General,G,Active Tabulation,Too Early to Call,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,607002,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,,
1667972264,2022-11-08 23:37:44 -0600,32512d68a8869811d6b4c587f4ea396147ae27a4,NM-20221108_Eday80,32,General,G,Active Tabulation,Too Early to Call,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,608010,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,,
1667973115,2022-11-08 23:51:55 -0600,76528750fef7c265d19f91ec30e86804e3da6e06,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,624733,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667973921,2022-11-09 00:05:21 -0600,8c7bea4e5501d62c6edf8b543f4ffeaf66fbee7c,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,628388,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667974006,2022-11-09 00:06:46 -0600,c8cae7bec2b0c7f4ed9e9ca6a473abc069a1d034,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,627831,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667974050,2022-11-09 00:07:30 -0600,7abf683084771abb66bcbd62c846b6795b86899c,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,628388,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667974099,2022-11-09 00:08:19 -0600,67d73bab95116eb2dbcfbbf8bea9e7546d6f9d87,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,627831,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667974184,2022-11-09 00:09:44 -0600,5e29bdc6dd3e2b02c04e87a98f0009af6b85de6f,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,628388,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667974225,2022-11-09 00:10:25 -0600,2985b4bedf5fc7a85a7f91a2caf4c7b14617e055,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,627831,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667974269,2022-11-09 00:11:09 -0600,13a14ca127ca598b674838e5aa250bed9ab33b53,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,628388,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667974313,2022-11-09 00:11:53 -0600,6b3b0bacc6c41a15c188eab11ce932a1d154d208,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,627831,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667974357,2022-11-09 00:12:37 -0600,f3a34debf9bc3f3d09633b4380781add88e0174a,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,628388,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667974399,2022-11-09 00:13:19 -0600,d8b138971a5b2dcea653b8ad14e8ae0ccdecaf13,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,627831,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,628388,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667974762,2022-11-09 00:19:22 -0600,eae9f5b1ba131d7652f49e9c3001c7a015f755b1,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,663166,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667976467,2022-11-09 00:47:47 -0600,32bb8c730464b2ab549dbe977eea353741198772,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,676461,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667976875,2022-11-09 00:54:35 -0600,aef5a4a9a30b34f946f3098786ce9297f77ec589,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,676576,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667976914,2022-11-09 00:55:14 -0600,5c39d98cea3779ab691e2ae42f4961d1de16c4b9,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,676461,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667977161,2022-11-09 00:59:21 -0600,d4158baa35ee56754832f9c50c65e72445101881,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,676576,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667977204,2022-11-09 01:00:04 -0600,dac000c6cb8d5ec813c750db85e9cfb1bed2692e,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,676461,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667977245,2022-11-09 01:00:45 -0600,941801650b13c3c4f4a2abd9523403803c17f776,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,676576,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667977854,2022-11-09 01:10:54 -0600,48bc116d28d8730921e71b24209c1971684df670,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,677537,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667978057,2022-11-09 01:14:17 -0600,45226886ebec704c2559e16aa3f6244612fff44c,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,676576,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667978096,2022-11-09 01:14:56 -0600,9704f9ed3b0570d75ec2a13ef6d6f848b5453f32,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,677537,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667978582,2022-11-09 01:23:02 -0600,6fbbff39de224458e6936cb861e2ada647e487bb,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,678376,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667978624,2022-11-09 01:23:44 -0600,97e704602754dedf1a218b99d26e3136f940ebe6,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,677537,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667978664,2022-11-09 01:24:24 -0600,73bce36c5ea8401647e246b61818fdde84855229,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,678376,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667979765,2022-11-09 01:42:45 -0600,e20d3d18de2024c6ec748d544de216fd0e889070,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,687710,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667979807,2022-11-09 01:43:27 -0600,fda1599d5dbdfbd32e28d16eb4a1fc9dc29895a1,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,687269,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667979888,2022-11-09 01:44:48 -0600,0e0f720f51726ae625e5e1365d2ab4384b8c34ed,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,687710,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667980111,2022-11-09 01:48:31 -0600,428d6efc67001dc34b2967bd8bff4fda13dfb188,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,687269,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
