captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.38633.first,candidates.38633.last,candidates.38633.abbrv,candidates.38633.incumbent,candidates.38633.party,candidates.38633.candidateID,candidates.38633.ballotOrder,candidates.38633.polID,candidates.38633.polNum,candidates.38633.electWon,candidates.39229.first,candidates.39229.last,candidates.39229.abbrv,candidates.39229.party,candidates.39229.candidateID,candidates.39229.ballotOrder,candidates.39229.polID,candidates.39229.polNum,candidates.39229.electWon,candidates.39328.first,candidates.39328.last,candidates.39328.party,candidates.39328.candidateID,candidates.39328.ballotOrder,candidates.39328.polID,candidates.39328.polNum,candidates.39328.electWon,candidates.38633.winnerDateTime,isCertified
1667980397,2022-11-09 01:53:17 -0600,1b200414e74e74c077c598450c24c8df6fb7c5e4,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,687710,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667980498,2022-11-09 01:54:58 -0600,080f852a8c127ca7a693ce7339f054df2661fd43,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,687269,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667980544,2022-11-09 01:55:44 -0600,e9aeb01a2451c25a148402fe614f0089c5823e3c,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,750000,98,687710,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667980673,2022-11-09 01:57:53 -0600,8a7dca48f9ace0440c702512ea351f0c51b77c4d,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,715000,98,691374,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667981363,2022-11-09 02:09:23 -0600,bfa0f0af48aad4f07dbb25f4832040f613fe6f03,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,715000,98,692961,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667981404,2022-11-09 02:10:04 -0600,e09740c31d10d15245b40b33933c939d855e3457,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,715000,98,691374,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667981483,2022-11-09 02:11:23 -0600,71b7e139fa561afc8a43f66a3db53706a14f3cc6,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,715000,98,692961,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667983190,2022-11-09 02:39:50 -0600,33d66fac29e7b6dbaed9d0c4d2c158e412e07a74,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,715000,98,693518,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667984202,2022-11-09 02:56:42 -0600,2a3d229469fbf73bd09fff993afa4c97a371b1a0,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,710000,98,693518,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667985779,2022-11-09 03:22:59 -0600,af9ba99ad8f2bff9ef334fac2128203d4237fb3b,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,710000,98,699494,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667986630,2022-11-09 03:37:10 -0600,bdc18b7713211c3f675ae3f141b7e51a89bfd88d,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,710000,98,700831,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667995710,2022-11-09 06:08:30 -0600,962f3f394af10c453d233b04b469ae64bfc0d291,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,710000,98,701264,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667995750,2022-11-09 06:09:10 -0600,66abd8ec18a4a4455146be9e5f26128bbe9d0c97,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,710000,98,700831,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667995828,2022-11-09 06:10:28 -0600,307215f184b7f378fb36224093a2b665152da4fb,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,710000,98,701264,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667995869,2022-11-09 06:11:09 -0600,3b215528ad2b0581ceb8769b4d1b1c42bf065319,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,710000,98,700831,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1667995909,2022-11-09 06:11:49 -0600,86fb714ad3def448162bea0ce7860ad4ab5804ce,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,710000,98,701264,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1668018341,2022-11-09 12:25:41 -0600,b56d245c33e708c17fef45737243740ad771695a,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,710000,98,707355,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1668021688,2022-11-09 13:21:28 -0600,566323923504f34e369e20cec6a13647a53b7c24,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,710000,98,707364,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1668029057,2022-11-09 15:24:17 -0600,696b22712e7505f43983489919f13ed1e2331814,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,716245,98,709083,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1668029099,2022-11-09 15:24:59 -0600,7b334ff94232507ca6c912e61304eea7e7cf51da,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,710000,98,707364,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1668029140,2022-11-09 15:25:40 -0600,4246256abf0245b10ed8dd2b684303cbc0866018,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,716245,98,709083,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1668029862,2022-11-09 15:37:42 -0600,e0506d0767b398b91e9250b37655621bca4064a1,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,720760,98,709083,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1668041005,2022-11-09 18:43:25 -0600,ee1517d2b32358ac778853643b284a237131ec59,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,720760,98,709722,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1668100948,2022-11-10 11:22:28 -0600,a2bbf767a8055d86faf62ce420893ee19aad2992,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,720760,98,709740,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1668120645,2022-11-10 16:50:45 -0600,c1cd7b89e0daa4dbf3b4d7f9310686c744a8bf18,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,720760,98,710123,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1668144377,2022-11-10 23:26:17 -0600,a2dae900812c87403c1f67a23925f3f1140baf64,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,717296,98,710123,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1668208539,2022-11-11 17:15:39 -0600,b0aad4a702cf4c99643582133bc49627c02562c4,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,717296,98,710123,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1668555809,2022-11-15 17:43:29 -0600,a0ac6ae1d1a91c427903c8b1de30a6d2d321422e,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,717296,98,710394,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1668610836,2022-11-16 09:00:36 -0600,9a036e518425fc56124e2bc5e7e2f7e9d65717a1,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,717296,98,710706,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1668614794,2022-11-16 10:06:34 -0600,8b45a58a03fad04d2d89be163262e609fd216aea,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,717296,98,711374,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1668696201,2022-11-17 08:43:21 -0600,0c086f35e83dddd861e3a62f86d5c6e46615f89c,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,717296,98,712080,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1668808413,2022-11-18 15:53:33 -0600,19158dc9e7e8e256ebd07c75dae16ad447de971a,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,717296,98,712085,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1668815152,2022-11-18 17:45:52 -0600,73b205e14d3d7c4cf98e2c416b3465f4ea8b49a4,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,717296,98,712107,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,
1669139611,2022-11-22 11:53:31 -0600,25230b33a74d7414dcc5f3a0cc74ba485ee09421,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,717296,98,712107,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,False
1669734282,2022-11-29 09:04:42 -0600,dfb7e276d0f8c933e64d887f24f20856c5a1ffff,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,717296,98,712115,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,False
1669737302,2022-11-29 09:55:02 -0600,4bb548dc99494f60079ddcfc733a6509b8aeaf1b,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,717296,98,712107,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,False
1669738237,2022-11-29 10:10:37 -0600,8181de98b34d18b88adaaebef2e83db1d80854e0,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,717296,98,712115,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,False
1669760952,2022-11-29 16:29:12 -0600,f80d5a47db50a6450137ed9f5dd1365fb5f4f9aa,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,712087,100,712115,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,False
1669763302,2022-11-29 17:08:22 -0600,bf7c1e04d10cfa6bcb8e43d54540e951008eb925,NM-20221108_Eday80,32,General,G,Gathering Certified Results,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,712087,100,712115,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,False
1669847445,2022-11-30 16:30:45 -0600,4ca3c23fa9e0d17341fad18ef3b0192f2361bb9f,NM-20221108_Eday80,32,General,G,Gathering Certified Results,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,712256,100,712115,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,False
1669850447,2022-11-30 17:20:47 -0600,fbc3db430d298a953cf1baaae1253e42324f95f3,NM-20221108_Eday80,32,General,G,Vote Certified,Called,G,Governor,Michelle,Lujan Grisham,Dem,38633,59726,34414,True,True,True,712256,100,712256,1125000,True,20221108NM32238,2022-11-08,NM,38633,Michelle,Lujan Grisham,LjnGrsh,True,Dem,38633,3,59726,34414,0,Mark,Ronchetti,Ronchett,GOP,39229,2,68485,34856,0,Karen,Bedonie,Lib,39328,1,68476,34870,0,2022-11-09T05:46:54.482Z,True
