captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,officeID,officeName,description,national,state,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.19837.last,candidates.19837.party,candidates.19837.candidateID,candidates.19837.ballotOrder,candidates.19837.polID,candidates.19837.polNum,candidates.19837.electWon,candidates.19838.last,candidates.19838.party,candidates.19838.candidateID,candidates.19838.ballotOrder,candidates.19838.polID,candidates.19838.polNum,candidates.19838.electWon,raceCallStatus,candidates.19837.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,ID-20221108_Eday80,13,Ballot Issue,G,Awaiting Poll Close,I,Amendment, 60% membership petition,True,True,SJR 102 - Special Leg Sessions,0,650000,99,0,999384,True,20221108ID14445,2022-11-08,ID,Yes,Yes,19837,1,2,13792,0,No,No,19838,2,3,13793,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,ID-20221108_Eday82,13,Ballot Issue,G,Awaiting Poll Close,I,Amendment, 60% membership petition,True,True,SJR 102 - Special Leg Sessions,0,635637,99,0,993982,True,20221108ID14445,2022-11-08,ID,Yes,Yes,19837,1,2,13792,0,No,No,19838,2,3,13793,0,,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,ID-20221108_Eday82,13,Ballot Issue,G,Awaiting Poll Close,I,Amendment, 60% membership petition,True,True,SJR 102 - Special Leg Sessions,0,650000,99,0,999384,True,20221108ID14445,2022-11-08,ID,Yes,Yes,19837,1,2,13792,0,No,No,19838,2,3,13793,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,ID-20221108_Eday82,13,Ballot Issue,G,Active Tabulation,I,Amendment, 60% membership petition,True,True,SJR 102 - Special Leg Sessions,0,650000,99,0,999384,True,20221108ID14445,2022-11-08,ID,Yes,Yes,19837,1,2,13792,0,No,No,19838,2,3,13793,0,,
1667968002,2022-11-08 22:26:42 -0600,1235204137f0f06fe3cd4983951d9356477924c9,ID-20221108_Eday82,13,Ballot Issue,G,Active Tabulation,I,Amendment, 60% membership petition,True,True,SJR 102 - Special Leg Sessions,0,650000,99,8680,999384,True,20221108ID14445,2022-11-08,ID,Yes,Yes,19837,1,2,13792,0,No,No,19838,2,3,13793,0,,
1667968757,2022-11-08 22:39:17 -0600,444e7baf756125a86bedac9f7455307c41fed63a,ID-20221108_Eday82,13,Ballot Issue,G,Active Tabulation,I,Amendment, 60% membership petition,True,True,SJR 102 - Special Leg Sessions,0,650000,99,18904,999384,True,20221108ID14445,2022-11-08,ID,Yes,Yes,19837,1,2,13792,0,No,No,19838,2,3,13793,0,,
1667969592,2022-11-08 22:53:12 -0600,1aa535c5b76797aa0c55f68109cd2149e6f7b08a,ID-20221108_Eday82,13,Ballot Issue,G,Active Tabulation,I,Amendment, 60% membership petition,True,True,SJR 102 - Special Leg Sessions,0,650000,99,72498,999384,True,20221108ID14445,2022-11-08,ID,Yes,Yes,19837,1,2,13792,0,No,No,19838,2,3,13793,0,,
1667970461,2022-11-08 23:07:41 -0600,7d669d180641a9a00e537201f92d2f70ea120169,ID-20221108_Eday82,13,Ballot Issue,G,Active Tabulation,I,Amendment, 60% membership petition,True,True,SJR 102 - Special Leg Sessions,0,650000,99,87089,999384,True,20221108ID14445,2022-11-08,ID,Yes,Yes,19837,1,2,13792,0,No,No,19838,2,3,13793,0,,
1667971304,2022-11-08 23:21:44 -0600,1425fca56a9abad3e92162e44d8c52f320121f3e,ID-20221108_Eday82,13,Ballot Issue,G,Active Tabulation,I,Amendment, 60% membership petition,True,True,SJR 102 - Special Leg Sessions,0,650000,99,121771,999384,True,20221108ID14445,2022-11-08,ID,Yes,Yes,19837,1,2,13792,0,No,No,19838,2,3,13793,0,,
1667972176,2022-11-08 23:36:16 -0600,a6fd708cc30eea79171ae74711d81685981a53ab,ID-20221108_Eday82,13,Ballot Issue,G,Active Tabulation,I,Amendment, 60% membership petition,True,True,SJR 102 - Special Leg Sessions,0,650000,99,133387,999384,True,20221108ID14445,2022-11-08,ID,Yes,Yes,19837,1,2,13792,0,No,No,19838,2,3,13793,0,,
