captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.33509.first,candidates.33509.last,candidates.33509.incumbent,candidates.33509.party,candidates.33509.candidateID,candidates.33509.ballotOrder,candidates.33509.polID,candidates.33509.polNum,candidates.33509.electWon,candidates.34768.first,candidates.34768.last,candidates.34768.party,candidates.34768.candidateID,candidates.34768.ballotOrder,candidates.34768.polID,candidates.34768.polNum,candidates.34768.electWon,candidates.35281.first,candidates.35281.last,candidates.35281.party,candidates.35281.candidateID,candidates.35281.ballotOrder,candidates.35281.polID,candidates.35281.polNum,candidates.35281.electWon,candidates.35282.first,candidates.35282.last,candidates.35282.party,candidates.35282.candidateID,candidates.35282.ballotOrder,candidates.35282.polID,candidates.35282.polNum,candidates.35282.electWon,candidates.35436.first,candidates.35436.last,candidates.35436.party,candidates.35436.candidateID,candidates.35436.ballotOrder,candidates.35436.polID,candidates.35436.polNum,candidates.35436.electWon,candidates.35437.first,candidates.35437.last,candidates.35437.abbrv,candidates.35437.party,candidates.35437.candidateID,candidates.35437.ballotOrder,candidates.35437.polID,candidates.35437.polNum,candidates.35437.electWon,candidates.33509.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,MN-20221108_Eday80,24,General,G,Awaiting Poll Close,Too Early to Call,G,Governor,Tim,Walz,Dem,33509,51531,26917,True,True,True,2855543,99,0,3561194,True,20221108MN24704,2022-11-08,MN,33509,Tim,Walz,True,Dem,33509,4,51531,26917,0,Scott,Jensen,GOP,34768,3,71207,28585,0,Hugh,McTavish,InA,35281,5,71650,29591,0,Gabrielle,Prosser,SWP,35282,6,71652,29592,0,James,McCaskel,LMN,35436,2,71753,29596,0,Steve,Patterson,Pattersn,GRP,35437,1,71752,29593,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,MN-20221108_Eday80,24,General,G,Awaiting Poll Close,Too Early to Call,G,Governor,Tim,Walz,Dem,33509,51531,26917,True,True,True,2700000,99,0,3562055,True,20221108MN24704,2022-11-08,MN,33509,Tim,Walz,True,Dem,33509,4,51531,26917,0,Scott,Jensen,GOP,34768,3,71207,28585,0,Hugh,McTavish,InA,35281,5,71650,29591,0,Gabrielle,Prosser,SWP,35282,6,71652,29592,0,James,McCaskel,LMN,35436,2,71753,29596,0,Steve,Patterson,Pattersn,GRP,35437,1,71752,29593,0,,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,G,Governor,Tim,Walz,Dem,33509,51531,26917,True,True,True,2700000,99,1168,3562055,True,20221108MN24704,2022-11-08,MN,33509,Tim,Walz,True,Dem,33509,4,51531,26917,0,Scott,Jensen,GOP,34768,3,71207,28585,0,Hugh,McTavish,InA,35281,5,71650,29591,0,Gabrielle,Prosser,SWP,35282,6,71652,29592,0,James,McCaskel,LMN,35436,2,71753,29596,0,Steve,Patterson,Pattersn,GRP,35437,1,71752,29593,0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,G,Governor,Tim,Walz,Dem,33509,51531,26917,True,True,True,2700000,99,5180,3562055,True,20221108MN24704,2022-11-08,MN,33509,Tim,Walz,True,Dem,33509,4,51531,26917,0,Scott,Jensen,GOP,34768,3,71207,28585,0,Hugh,McTavish,InA,35281,5,71650,29591,0,Gabrielle,Prosser,SWP,35282,6,71652,29592,0,James,McCaskel,LMN,35436,2,71753,29596,0,Steve,Patterson,Pattersn,GRP,35437,1,71752,29593,0,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,G,Governor,Tim,Walz,Dem,33509,51531,26917,True,True,True,2700000,99,19957,3562055,True,20221108MN24704,2022-11-08,MN,33509,Tim,Walz,True,Dem,33509,4,51531,26917,0,Scott,Jensen,GOP,34768,3,71207,28585,0,Hugh,McTavish,InA,35281,5,71650,29591,0,Gabrielle,Prosser,SWP,35282,6,71652,29592,0,James,McCaskel,LMN,35436,2,71753,29596,0,Steve,Patterson,Pattersn,GRP,35437,1,71752,29593,0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,G,Governor,Tim,Walz,Dem,33509,51531,26917,True,True,True,2700000,99,19121,3562055,True,20221108MN24704,2022-11-08,MN,33509,Tim,Walz,True,Dem,33509,4,51531,26917,0,Scott,Jensen,GOP,34768,3,71207,28585,0,Hugh,McTavish,InA,35281,5,71650,29591,0,Gabrielle,Prosser,SWP,35282,6,71652,29592,0,James,McCaskel,LMN,35436,2,71753,29596,0,Steve,Patterson,Pattersn,GRP,35437,1,71752,29593,0,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,G,Governor,Tim,Walz,Dem,33509,51531,26917,True,True,True,2700000,99,46609,3562055,True,20221108MN24704,2022-11-08,MN,33509,Tim,Walz,True,Dem,33509,4,51531,26917,0,Scott,Jensen,GOP,34768,3,71207,28585,0,Hugh,McTavish,InA,35281,5,71650,29591,0,Gabrielle,Prosser,SWP,35282,6,71652,29592,0,James,McCaskel,LMN,35436,2,71753,29596,0,Steve,Patterson,Pattersn,GRP,35437,1,71752,29593,0,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,G,Governor,Tim,Walz,Dem,33509,51531,26917,True,True,True,2700000,99,46408,3562055,True,20221108MN24704,2022-11-08,MN,33509,Tim,Walz,True,Dem,33509,4,51531,26917,0,Scott,Jensen,GOP,34768,3,71207,28585,0,Hugh,McTavish,InA,35281,5,71650,29591,0,Gabrielle,Prosser,SWP,35282,6,71652,29592,0,James,McCaskel,LMN,35436,2,71753,29596,0,Steve,Patterson,Pattersn,GRP,35437,1,71752,29593,0,,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,G,Governor,Tim,Walz,Dem,33509,51531,26917,True,True,True,2700000,99,46609,3562055,True,20221108MN24704,2022-11-08,MN,33509,Tim,Walz,True,Dem,33509,4,51531,26917,0,Scott,Jensen,GOP,34768,3,71207,28585,0,Hugh,McTavish,InA,35281,5,71650,29591,0,Gabrielle,Prosser,SWP,35282,6,71652,29592,0,James,McCaskel,LMN,35436,2,71753,29596,0,Steve,Patterson,Pattersn,GRP,35437,1,71752,29593,0,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,G,Governor,Tim,Walz,Dem,33509,51531,26917,True,True,True,2700000,99,50064,3562055,True,20221108MN24704,2022-11-08,MN,33509,Tim,Walz,True,Dem,33509,4,51531,26917,0,Scott,Jensen,GOP,34768,3,71207,28585,0,Hugh,McTavish,InA,35281,5,71650,29591,0,Gabrielle,Prosser,SWP,35282,6,71652,29592,0,James,McCaskel,LMN,35436,2,71753,29596,0,Steve,Patterson,Pattersn,GRP,35437,1,71752,29593,0,,
