captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.49569.first,candidates.49569.last,candidates.49569.incumbent,candidates.49569.party,candidates.49569.candidateID,candidates.49569.ballotOrder,candidates.49569.polID,candidates.49569.polNum,candidates.49569.electWon,candidates.50767.first,candidates.50767.last,candidates.50767.party,candidates.50767.candidateID,candidates.50767.ballotOrder,candidates.50767.polID,candidates.50767.polNum,candidates.50767.electWon,candidates.50961.first,candidates.50961.last,candidates.50961.party,candidates.50961.candidateID,candidates.50961.ballotOrder,candidates.50961.polID,candidates.50961.polNum,candidates.50961.electWon,candidates.50962.first,candidates.50962.last,candidates.50962.party,candidates.50962.candidateID,candidates.50962.ballotOrder,candidates.50962.polID,candidates.50962.polNum,candidates.50962.electWon,candidates.49569.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TN-20221108_Eday80,43,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 8,8,256450,99,0,1169153,True,20221108TN43019,2022-11-08,TN,49569,David,Kustoff,True,GOP,49569,1,65268,46219,0,Lynnette,Williams,Dem,50767,2,70872,46562,0,James,Hart,Ind,50961,3,1431,45948,0,Ronnie,Henley,Ind,50962,4,69601,46682,0,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,256450,99,20374,1169153,True,20221108TN43019,2022-11-08,TN,49569,David,Kustoff,True,GOP,49569,1,65268,46219,0,Lynnette,Williams,Dem,50767,2,70872,46562,0,James,Hart,Ind,50961,3,1431,45948,0,Ronnie,Henley,Ind,50962,4,69601,46682,0,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,256450,99,25441,1169153,True,20221108TN43019,2022-11-08,TN,49569,David,Kustoff,True,GOP,49569,1,65268,46219,0,Lynnette,Williams,Dem,50767,2,70872,46562,0,James,Hart,Ind,50961,3,1431,45948,0,Ronnie,Henley,Ind,50962,4,69601,46682,0,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,256450,99,20374,1169153,True,20221108TN43019,2022-11-08,TN,49569,David,Kustoff,True,GOP,49569,1,65268,46219,0,Lynnette,Williams,Dem,50767,2,70872,46562,0,James,Hart,Ind,50961,3,1431,45948,0,Ronnie,Henley,Ind,50962,4,69601,46682,0,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,256450,99,34894,1169153,True,20221108TN43019,2022-11-08,TN,49569,David,Kustoff,True,GOP,49569,1,65268,46219,0,Lynnette,Williams,Dem,50767,2,70872,46562,0,James,Hart,Ind,50961,3,1431,45948,0,Ronnie,Henley,Ind,50962,4,69601,46682,0,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,256450,99,46057,1169153,True,20221108TN43019,2022-11-08,TN,49569,David,Kustoff,True,GOP,49569,1,65268,46219,0,Lynnette,Williams,Dem,50767,2,70872,46562,0,James,Hart,Ind,50961,3,1431,45948,0,Ronnie,Henley,Ind,50962,4,69601,46682,0,2022-11-09T01:34:48.821Z
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,256450,99,57702,1169153,True,20221108TN43019,2022-11-08,TN,49569,David,Kustoff,True,GOP,49569,1,65268,46219,0,Lynnette,Williams,Dem,50767,2,70872,46562,0,James,Hart,Ind,50961,3,1431,45948,0,Ronnie,Henley,Ind,50962,4,69601,46682,0,2022-11-09T01:34:48.821Z
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,256450,99,62233,1169153,True,20221108TN43019,2022-11-08,TN,49569,David,Kustoff,True,GOP,49569,1,65268,46219,0,Lynnette,Williams,Dem,50767,2,70872,46562,0,James,Hart,Ind,50961,3,1431,45948,0,Ronnie,Henley,Ind,50962,4,69601,46682,0,2022-11-09T01:34:48.821Z
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,256450,99,68620,1169153,True,20221108TN43019,2022-11-08,TN,49569,David,Kustoff,True,GOP,49569,1,65268,46219,0,Lynnette,Williams,Dem,50767,2,70872,46562,0,James,Hart,Ind,50961,3,1431,45948,0,Ronnie,Henley,Ind,50962,4,69601,46682,0,2022-11-09T01:34:48.821Z
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,256450,99,80961,1169153,True,20221108TN43019,2022-11-08,TN,49569,David,Kustoff,True,GOP,49569,1,65268,46219,0,Lynnette,Williams,Dem,50767,2,70872,46562,0,James,Hart,Ind,50961,3,1431,45948,0,Ronnie,Henley,Ind,50962,4,69601,46682,0,2022-11-09T01:34:48.821Z
