captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.47239.first,candidates.47239.last,candidates.47239.incumbent,candidates.47239.party,candidates.47239.candidateID,candidates.47239.ballotOrder,candidates.47239.polID,candidates.47239.polNum,candidates.47239.electWon,candidates.48751.first,candidates.48751.last,candidates.48751.party,candidates.48751.candidateID,candidates.48751.ballotOrder,candidates.48751.polID,candidates.48751.polNum,candidates.48751.electWon,candidates.48761.first,candidates.48761.last,candidates.48761.party,candidates.48761.candidateID,candidates.48761.ballotOrder,candidates.48761.polID,candidates.48761.polNum,candidates.48761.electWon,candidates.47239.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,SD-20221108_Eday80,42,General,G,Awaiting Poll Close,Too Early to Call,S,U.S. Senate,John,Thune,GOP,47239,579,42818,True,True,True,368000,99,0,654757,True,20221108SD42426,2022-11-08,SD,47239,John,Thune,True,GOP,47239,3,579,42818,0,Brian,Bengs,Dem,48751,1,70405,44444,0,Tamara,Lesnar,Lib,48761,2,71643,44449,0,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,SD-20221108_Eday80,42,General,G,Polls Closed/Waiting First Report,Called,S,U.S. Senate,John,Thune,GOP,47239,579,42818,True,True,True,368000,99,0,654757,True,20221108SD42426,2022-11-08,SD,47239,John,Thune,True,GOP,47239,3,579,42818,0,Brian,Bengs,Dem,48751,1,70405,44444,0,Tamara,Lesnar,Lib,48761,2,71643,44449,0,2022-11-09T02:00:06.798Z
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,S,U.S. Senate,John,Thune,GOP,47239,579,42818,True,True,True,368000,99,11355,654757,True,20221108SD42426,2022-11-08,SD,47239,John,Thune,True,GOP,47239,3,579,42818,0,Brian,Bengs,Dem,48751,1,70405,44444,0,Tamara,Lesnar,Lib,48761,2,71643,44449,0,2022-11-09T02:00:06.798Z
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,S,U.S. Senate,John,Thune,GOP,47239,579,42818,True,True,True,368000,99,19587,654757,True,20221108SD42426,2022-11-08,SD,47239,John,Thune,True,GOP,47239,3,579,42818,0,Brian,Bengs,Dem,48751,1,70405,44444,0,Tamara,Lesnar,Lib,48761,2,71643,44449,0,2022-11-09T02:00:06.798Z
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,S,U.S. Senate,John,Thune,GOP,47239,579,42818,True,True,True,368000,99,39813,654757,True,20221108SD42426,2022-11-08,SD,47239,John,Thune,True,GOP,47239,3,579,42818,0,Brian,Bengs,Dem,48751,1,70405,44444,0,Tamara,Lesnar,Lib,48761,2,71643,44449,0,2022-11-09T02:00:06.798Z
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,S,U.S. Senate,John,Thune,GOP,47239,579,42818,True,True,True,368000,99,48526,654757,True,20221108SD42426,2022-11-08,SD,47239,John,Thune,True,GOP,47239,3,579,42818,0,Brian,Bengs,Dem,48751,1,70405,44444,0,Tamara,Lesnar,Lib,48761,2,71643,44449,0,2022-11-09T02:00:06.798Z
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,S,U.S. Senate,John,Thune,GOP,47239,579,42818,True,True,True,368000,99,53149,654757,True,20221108SD42426,2022-11-08,SD,47239,John,Thune,True,GOP,47239,3,579,42818,0,Brian,Bengs,Dem,48751,1,70405,44444,0,Tamara,Lesnar,Lib,48761,2,71643,44449,0,2022-11-09T02:00:06.798Z
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,S,U.S. Senate,John,Thune,GOP,47239,579,42818,True,True,True,368000,99,59238,654757,True,20221108SD42426,2022-11-08,SD,47239,John,Thune,True,GOP,47239,3,579,42818,0,Brian,Bengs,Dem,48751,1,70405,44444,0,Tamara,Lesnar,Lib,48761,2,71643,44449,0,2022-11-09T02:00:06.798Z
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,S,U.S. Senate,John,Thune,GOP,47239,579,42818,True,True,True,368000,99,79865,654757,True,20221108SD42426,2022-11-08,SD,47239,John,Thune,True,GOP,47239,3,579,42818,0,Brian,Bengs,Dem,48751,1,70405,44444,0,Tamara,Lesnar,Lib,48761,2,71643,44449,0,2022-11-09T02:00:06.798Z
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,SD-20221108_Eday80,42,General,G,Active Tabulation,Called,S,U.S. Senate,John,Thune,GOP,47239,579,42818,True,True,True,368000,99,102538,654757,True,20221108SD42426,2022-11-08,SD,47239,John,Thune,True,GOP,47239,3,579,42818,0,Brian,Bengs,Dem,48751,1,70405,44444,0,Tamara,Lesnar,Lib,48761,2,71643,44449,0,2022-11-09T02:00:06.798Z
